AgentID,Lturn_front_orientation_unwrapped
Larva_1,9.509180223188991
Larva_1,22.160179397127763
Larva_1,4.6407662222767385
Larva_1,8.95470392961795
Larva_1,3.0261164745151063
Larva_1,6.550267147957925
Larva_1,4.047141249374931
Larva_1,0.8709518620026984
Larva_1,0.23493941973055144
Larva_1,3.704426561829223
Larva_1,14.748535286253798
Larva_1,2.869321590248319
Larva_1,7.848995109215423
Larva_1,3.0524360409087876
Larva_1,15.424835816299662
Larva_1,15.011525422506793
Larva_1,6.4719491927091894
Larva_1,16.700929530969802
Larva_1,1.5996019560325294
Larva_1,11.244198438300373
Larva_1,11.071812886087287
Larva_1,1.8123998316075358
Larva_1,71.1754727845456
Larva_1,2.4634010863875346
Larva_1,10.99555963494197
Larva_1,6.533101367227687
Larva_1,31.53627171885921
Larva_1,20.32620652056059
Larva_1,10.889470049777287
Larva_1,7.6235802145651235
Larva_1,5.20793596485953
Larva_1,9.975976045726156
Larva_1,1.4994880120361813
Larva_1,15.472216129592766
Larva_1,7.345359239824802
Larva_1,1.2272568358403078
Larva_1,36.58131232947852
Larva_1,2.6502517134995287
Larva_1,71.05911057800012
Larva_1,4.86238818710558
Larva_1,15.893638126743781
Larva_1,2.0964736701857873
Larva_1,8.995627662820084
Larva_1,9.833885914197822
Larva_1,9.083812977766684
Larva_1,4.942629887443218
Larva_1,12.07864747022029
Larva_1,23.30272740679493
Larva_1,9.207931692213833
Larva_1,0.319982947852651
Larva_1,7.466085268932261
Larva_1,3.1366826348051973
Larva_1,6.386503294145541
Larva_1,4.747376488636746
Larva_1,0.3698233913498825
Larva_1,7.074537358137604
Larva_1,0.951524125068687
Larva_1,4.257299667359916
Larva_1,0.11711475567892649
Larva_1,9.18001865506153
Larva_1,8.968850835721469
Larva_1,7.575124679038254
Larva_1,0.5878401680857905
Larva_1,13.087034918874338
Larva_1,12.258976544746588
Larva_1,7.824806240064589
Larva_1,11.071827941463766
Larva_1,6.376391365139199
Larva_1,6.163934794630904
Larva_1,7.976408648409347
Larva_1,14.510721742417985
Larva_1,4.935539009477679
Larva_1,0.5496433430972729
Larva_1,11.683610908870833
Larva_1,10.872597368334368
Larva_1,0.8939815894707408
Larva_1,4.546076470605499
Larva_1,13.471957075989934
Larva_1,0.47703804963373386
Larva_1,16.162514791363833
Larva_1,12.977674302975515
Larva_1,5.742487944472771
Larva_1,4.675481664782978
Larva_1,4.54708226606914
Larva_1,14.888620698568957
Larva_1,0.026499159423224228
Larva_1,3.050257370579061
Larva_1,4.002952744521593
Larva_1,1.9995741127563633
Larva_1,2.646003148193813
Larva_1,4.534545783610554
Larva_1,1.1318535083624965
Larva_1,1.2811940902749939
Larva_1,35.159781190158924
Larva_1,6.156566610220921
Larva_1,11.083451131211206
Larva_1,0.27288044137767997
Larva_1,12.281135627117635
Larva_1,4.753709865662813
Larva_1,2.441478745907375
Larva_1,5.162004694174982
Larva_1,0.35242147821429626
Larva_1,8.327200584302204
Larva_1,3.056689474728671
Larva_1,5.0642960001642905
Larva_1,9.818874719174744
Larva_1,22.6078879476878
Larva_1,4.030581408062972
Larva_1,14.504937988507265
Larva_1,0.8001005607974321
Larva_1,8.191836133040908
Larva_1,1.6986726037644075
