AgentID,turn_dur
Larva_13,0.25
Larva_13,0.1875
Larva_13,0.0625
Larva_13,0.625
Larva_13,0.0625
Larva_13,0.125
Larva_13,0.8125
Larva_13,0.1875
Larva_13,0.375
Larva_13,0.0625
Larva_13,0.0625
Larva_13,0.1875
Larva_13,0.5625
Larva_13,0.625
Larva_13,0.0625
Larva_13,0.9375
Larva_13,0.5
Larva_13,0.25
Larva_13,0.75
Larva_13,0.1875
Larva_13,0.375
Larva_13,0.4375
Larva_13,0.3125
Larva_13,0.5
Larva_13,0.3125
Larva_13,0.1875
Larva_13,0.5
Larva_13,0.1875
Larva_13,0.125
Larva_13,1.0
Larva_13,0.0625
Larva_13,0.875
Larva_13,0.125
Larva_13,0.1875
Larva_13,0.3125
Larva_13,0.5625
Larva_13,0.125
Larva_13,0.0625
Larva_13,0.3125
Larva_13,0.75
Larva_13,0.3125
Larva_13,0.875
Larva_13,0.1875
Larva_13,0.4375
Larva_13,0.125
Larva_13,0.0625
Larva_13,0.25
Larva_13,0.0625
Larva_13,0.125
Larva_13,0.125
Larva_13,0.0625
Larva_13,0.8125
Larva_13,0.4375
Larva_13,0.0625
Larva_13,0.375
Larva_13,0.25
Larva_13,0.3125
Larva_13,0.125
Larva_13,0.1875
Larva_13,0.25
Larva_13,0.4375
Larva_13,0.3125
Larva_13,0.125
Larva_13,0.5625
Larva_13,0.25
Larva_13,0.1875
Larva_13,0.4375
Larva_13,0.125
Larva_13,0.1875
Larva_13,0.375
Larva_13,0.75
Larva_13,0.625
Larva_13,0.3125
Larva_13,0.3125
Larva_13,0.625
Larva_13,0.6875
Larva_13,0.125
Larva_13,0.5
Larva_13,0.25
Larva_13,0.375
Larva_13,0.1875
Larva_13,0.125
Larva_13,0.0625
Larva_13,0.5625
Larva_13,0.375
Larva_13,0.0625
Larva_13,0.375
Larva_13,0.25
Larva_13,0.1875
Larva_13,0.125
Larva_13,0.125
Larva_13,0.75
Larva_13,0.0625
Larva_13,0.1875
Larva_13,0.5625
Larva_13,0.25
Larva_13,0.125
Larva_13,0.1875
Larva_13,0.625
Larva_13,0.5
Larva_13,0.5
Larva_13,0.0625
Larva_13,0.3125
Larva_13,0.5625
Larva_13,0.5625
Larva_13,0.0625
Larva_13,0.0625
Larva_13,0.125
Larva_13,0.4375
Larva_13,0.125
Larva_13,0.875
Larva_13,0.1875
Larva_13,0.3125
Larva_13,0.0625
Larva_13,0.1875
Larva_13,0.0625
Larva_13,0.5
Larva_13,0.0625
Larva_13,0.3125
Larva_13,0.4375
Larva_13,0.5
Larva_13,0.625
Larva_13,0.1875
Larva_13,0.125
Larva_13,0.125
Larva_13,0.75
Larva_13,0.125
Larva_13,0.25
Larva_13,0.375
Larva_13,0.6875
Larva_13,0.1875
Larva_13,0.125
Larva_13,0.0625
Larva_13,0.1875
Larva_13,0.0625
Larva_13,0.375
Larva_13,0.25
Larva_13,0.375
Larva_13,1.1875
Larva_13,0.5625
Larva_13,0.6875
Larva_13,0.25
Larva_13,0.125
Larva_13,0.3125
Larva_13,0.4375
Larva_13,0.3125
Larva_13,0.0625
Larva_13,0.9375
Larva_13,0.375
Larva_13,0.75
Larva_13,0.125
Larva_13,0.375
Larva_13,0.125
Larva_13,0.0625
Larva_13,0.3125
Larva_13,0.0625
Larva_13,0.1875
Larva_13,0.0625
Larva_13,0.1875
Larva_13,0.0625
Larva_13,0.125
Larva_13,1.1875
Larva_13,0.1875
Larva_13,0.375
Larva_13,0.4375
Larva_13,0.3125
Larva_13,0.125
Larva_13,0.4375
Larva_13,0.625
Larva_13,0.25
Larva_13,0.875
Larva_13,0.125
Larva_13,0.3125
Larva_13,0.625
Larva_13,0.1875
Larva_13,0.25
Larva_13,0.3125
Larva_13,0.5
Larva_13,0.375
Larva_13,0.125
Larva_13,0.1875
Larva_13,0.1875
Larva_13,0.1875
Larva_13,0.25
Larva_13,0.3125
Larva_13,0.8125
Larva_13,0.4375
Larva_13,0.1875
Larva_13,0.5
Larva_13,0.3125
Larva_13,0.1875
Larva_13,0.375
Larva_13,0.1875
Larva_13,0.125
Larva_13,0.1875
Larva_13,0.375
Larva_13,0.0625
Larva_13,0.125
Larva_13,0.625
Larva_13,0.1875
Larva_13,0.375
Larva_13,0.0625
Larva_13,0.375
Larva_13,0.125
Larva_13,0.25
Larva_13,0.75
Larva_13,0.25
Larva_13,0.25
Larva_13,0.25
Larva_13,0.1875
Larva_13,0.1875
Larva_13,0.375
Larva_13,0.0625
Larva_13,0.1875
Larva_13,0.0625
Larva_13,0.0625
Larva_13,0.1875
Larva_13,0.1875
Larva_13,0.5625
Larva_13,0.3125
Larva_13,0.0625
Larva_13,0.0625
Larva_13,0.0625
Larva_13,0.75
Larva_13,0.125
Larva_13,0.125
Larva_13,0.625
Larva_13,0.0625
Larva_13,0.1875
Larva_13,0.25
Larva_13,0.1875
Larva_13,0.875
Larva_13,0.0625
Larva_13,0.125
Larva_13,0.375
Larva_13,0.3125
Larva_13,0.375
Larva_13,0.1875
Larva_13,0.6875
Larva_13,0.3125
Larva_13,0.125
Larva_13,0.3125
Larva_13,0.375
Larva_13,0.75
Larva_13,0.375
Larva_13,0.75
Larva_13,0.0625
Larva_13,0.0625
Larva_13,0.4375
Larva_13,0.4375
Larva_13,0.5
Larva_13,0.6875
Larva_13,0.3125
Larva_13,0.1875
Larva_13,0.3125
Larva_13,0.5
Larva_13,0.25
Larva_13,0.375
Larva_13,0.0625
Larva_13,0.0625
Larva_13,0.3125
Larva_13,0.1875
Larva_13,0.5625
Larva_13,0.625
Larva_13,0.9375
Larva_13,0.125
Larva_13,0.1875
Larva_13,0.375
Larva_13,0.1875
Larva_13,0.125
Larva_13,0.1875
Larva_13,0.375
Larva_13,0.0625
Larva_13,0.3125
Larva_13,0.0625
Larva_13,0.0625
Larva_13,0.5625
Larva_13,0.25
Larva_13,0.0625
Larva_13,0.1875
Larva_13,0.25
Larva_13,0.125
Larva_13,0.5625
Larva_13,0.375
Larva_13,0.1875
Larva_13,0.9375
Larva_13,0.0625
Larva_13,0.125
Larva_13,0.625
Larva_13,0.25
Larva_13,0.0625
Larva_13,0.9375
Larva_13,0.3125
Larva_13,0.0625
Larva_13,0.125
Larva_13,0.875
Larva_13,0.125
Larva_13,0.25
Larva_13,0.1875
Larva_13,0.4375
Larva_13,0.5625
Larva_13,0.375
Larva_13,0.0625
Larva_13,0.375
Larva_13,0.4375
Larva_13,0.0625
Larva_13,0.125
Larva_13,0.0625
Larva_13,0.0625
Larva_13,0.0625
Larva_13,0.4375
Larva_13,0.0625
Larva_13,0.375
Larva_13,0.25
Larva_13,0.625
Larva_13,0.25
Larva_13,0.0625
Larva_13,0.3125
Larva_13,0.0625
Larva_130,0.5
Larva_130,0.125
Larva_130,0.6875
Larva_130,0.125
Larva_130,0.5
Larva_130,0.3125
Larva_130,0.0625
Larva_130,0.25
Larva_130,0.125
Larva_130,0.5
Larva_130,0.5625
Larva_130,0.125
Larva_130,0.1875
Larva_130,0.25
Larva_130,1.0625
Larva_130,0.25
Larva_130,0.1875
Larva_130,0.3125
Larva_130,0.125
Larva_130,0.625
Larva_130,0.1875
Larva_130,0.4375
Larva_130,0.4375
Larva_130,0.125
Larva_130,0.25
Larva_130,0.3125
Larva_130,0.125
Larva_130,0.5625
Larva_130,0.25
Larva_130,0.6875
Larva_130,0.1875
Larva_130,0.375
Larva_130,0.4375
Larva_130,0.375
Larva_130,0.3125
Larva_130,0.1875
Larva_130,0.75
Larva_130,0.4375
Larva_130,0.3125
Larva_130,0.6875
Larva_130,0.1875
Larva_130,0.375
Larva_130,0.875
Larva_130,0.0625
Larva_130,0.4375
Larva_130,0.1875
Larva_130,0.625
Larva_130,0.0625
Larva_130,0.125
Larva_130,0.3125
Larva_130,0.4375
Larva_130,0.4375
Larva_130,0.0625
Larva_130,0.5
Larva_130,0.5625
Larva_130,0.0625
Larva_130,0.0625
Larva_130,0.0625
Larva_130,0.4375
Larva_130,0.75
Larva_130,0.25
Larva_130,0.25
Larva_130,0.1875
Larva_130,0.125
Larva_130,0.3125
Larva_130,0.1875
Larva_130,0.3125
Larva_130,0.125
Larva_130,0.3125
Larva_130,0.1875
Larva_130,0.0625
Larva_130,0.25
Larva_130,0.0625
Larva_130,0.1875
Larva_130,0.375
Larva_130,0.375
Larva_130,0.625
Larva_130,0.5625
Larva_130,0.1875
Larva_130,0.6875
Larva_130,0.0625
Larva_130,0.375
Larva_130,0.25
Larva_130,0.0625
Larva_130,0.0625
Larva_130,0.1875
Larva_130,1.25
Larva_130,0.4375
Larva_130,0.375
Larva_130,0.625
Larva_130,0.4375
Larva_130,0.3125
Larva_130,0.25
Larva_130,0.0625
Larva_130,0.25
Larva_130,0.25
Larva_130,0.25
Larva_130,0.125
Larva_130,0.625
Larva_130,0.0625
Larva_130,0.3125
Larva_130,0.375
Larva_130,0.125
Larva_130,0.0625
Larva_130,0.125
Larva_130,0.4375
Larva_130,0.0625
Larva_130,0.3125
Larva_130,0.375
Larva_130,0.125
Larva_130,0.625
Larva_130,0.6875
Larva_130,0.375
Larva_130,0.375
Larva_130,0.1875
Larva_130,0.375
Larva_130,0.25
Larva_130,0.1875
Larva_130,0.3125
Larva_130,0.0625
Larva_130,0.4375
Larva_130,0.0625
Larva_130,0.0625
Larva_130,0.3125
Larva_130,0.0625
Larva_130,0.0625
Larva_130,0.125
Larva_130,0.125
Larva_130,0.0625
Larva_130,0.4375
Larva_130,0.0625
Larva_130,0.3125
Larva_130,0.375
Larva_130,0.5625
Larva_130,1.0625
Larva_130,0.1875
Larva_130,0.4375
Larva_130,0.0625
Larva_130,0.125
Larva_130,0.5
Larva_130,0.0625
Larva_130,0.375
Larva_130,0.375
Larva_130,0.1875
Larva_130,0.25
Larva_130,0.25
Larva_130,0.3125
Larva_130,0.5625
Larva_130,0.3125
Larva_130,0.0625
Larva_130,0.125
Larva_130,0.0625
Larva_130,0.375
Larva_130,0.1875
Larva_130,0.125
Larva_130,0.25
Larva_130,0.125
Larva_130,0.375
Larva_130,0.25
Larva_130,0.5
Larva_130,0.125
Larva_130,0.0625
Larva_130,0.375
Larva_130,0.125
Larva_130,0.6875
Larva_130,0.5
Larva_130,0.25
Larva_130,0.125
Larva_130,0.625
Larva_130,0.0625
Larva_130,0.5
Larva_130,0.125
Larva_130,0.5
Larva_130,0.625
Larva_130,0.125
Larva_130,0.3125
Larva_130,0.25
Larva_130,0.25
Larva_130,0.625
Larva_130,0.25
Larva_130,0.0625
Larva_130,0.25
Larva_130,0.5
Larva_130,0.3125
Larva_130,0.4375
Larva_130,0.25
Larva_130,1.4375
Larva_130,0.5625
Larva_130,0.125
Larva_130,0.9375
Larva_130,0.3125
Larva_130,0.125
Larva_130,0.625
Larva_130,0.5
Larva_130,0.0625
Larva_130,0.5
Larva_130,0.9375
Larva_130,0.125
Larva_130,0.25
Larva_130,0.9375
Larva_130,0.4375
Larva_130,0.1875
Larva_130,0.1875
Larva_130,0.75
Larva_130,0.25
Larva_130,0.5
Larva_130,0.375
Larva_130,0.1875
Larva_130,0.0625
Larva_130,0.25
Larva_130,0.3125
Larva_130,0.375
Larva_130,0.4375
Larva_130,0.1875
Larva_130,0.4375
Larva_130,0.0625
Larva_130,0.625
Larva_130,0.0625
Larva_130,0.125
Larva_130,0.1875
Larva_130,0.4375
Larva_130,0.375
Larva_130,0.25
Larva_130,0.25
Larva_130,0.625
Larva_130,0.125
Larva_130,0.5
Larva_130,0.1875
Larva_130,0.25
Larva_130,0.25
Larva_130,0.375
Larva_130,0.125
Larva_130,0.0625
Larva_130,0.5625
Larva_130,0.8125
Larva_130,0.0625
Larva_130,0.1875
Larva_130,0.0625
Larva_130,0.75
Larva_130,0.125
Larva_130,0.25
Larva_130,0.3125
Larva_130,1.0625
Larva_130,0.4375
Larva_130,0.5
Larva_130,0.75
Larva_130,0.125
Larva_130,0.375
Larva_130,0.125
Larva_130,0.1875
Larva_130,0.375
Larva_130,0.125
Larva_130,0.0625
Larva_130,0.875
Larva_130,0.6875
Larva_130,0.3125
Larva_130,0.5
Larva_130,1.0
Larva_130,0.3125
Larva_130,0.25
Larva_130,0.0625
Larva_130,0.0625
Larva_130,0.625
Larva_130,0.375
Larva_130,0.1875
Larva_130,0.125
Larva_130,0.0625
Larva_130,0.3125
Larva_130,0.1875
Larva_130,0.625
Larva_130,0.75
Larva_130,0.1875
Larva_130,0.0625
Larva_130,0.25
Larva_130,0.5625
Larva_130,0.4375
Larva_130,0.3125
Larva_130,0.25
Larva_130,0.25
Larva_130,0.75
Larva_130,0.25
Larva_130,0.0625
Larva_130,0.125
Larva_130,0.0625
Larva_130,0.125
Larva_130,0.375
Larva_130,0.1875
Larva_130,0.4375
Larva_130,0.5625
Larva_130,0.3125
Larva_130,0.1875
Larva_130,0.0625
Larva_130,0.25
Larva_130,1.0
Larva_130,0.1875
Larva_130,0.1875
Larva_130,0.125
Larva_130,0.0625
Larva_130,0.375
Larva_130,0.625
Larva_130,0.0625
Larva_130,0.3125
Larva_130,0.1875
Larva_130,0.5
Larva_130,0.6875
Larva_130,0.3125
Larva_130,0.25
Larva_130,0.375
Larva_130,0.1875
Larva_130,0.625
Larva_130,0.25
Larva_130,0.75
Larva_130,0.3125
Larva_130,0.0625
Larva_130,0.375
Larva_130,0.125
Larva_130,0.3125
Larva_130,0.3125
Larva_130,0.25
Larva_130,0.25
Larva_130,0.375
Larva_130,0.3125
Larva_130,0.5
Larva_130,0.25
Larva_130,0.4375
Larva_130,0.0625
Larva_130,0.1875
Larva_130,0.0625
Larva_130,0.5
Larva_130,0.125
Larva_130,0.125
Larva_130,0.6875
Larva_130,0.375
Larva_130,0.3125
Larva_130,0.375
Larva_130,0.5
Larva_130,0.0625
Larva_130,0.25
Larva_130,0.1875
Larva_130,0.5
Larva_130,0.0625
Larva_130,0.125
Larva_130,0.4375
Larva_130,0.25
Larva_130,0.375
Larva_130,0.3125
Larva_130,0.1875
Larva_130,0.125
Larva_130,0.3125
Larva_130,0.125
Larva_130,0.25
Larva_130,0.125
Larva_130,0.125
Larva_130,0.375
Larva_130,0.0625
Larva_130,0.3125
Larva_130,0.6875
Larva_130,0.375
Larva_130,0.0625
Larva_130,0.25
Larva_130,0.375
Larva_130,0.3125
Larva_130,0.375
Larva_130,0.5
Larva_130,0.5
Larva_130,0.25
Larva_130,0.125
Larva_130,0.5625
Larva_130,0.4375
Larva_130,1.0
Larva_130,0.4375
Larva_130,0.0625
Larva_130,0.375
Larva_130,0.0625
Larva_130,0.125
Larva_130,0.625
Larva_130,0.75
Larva_130,0.0625
Larva_130,0.25
Larva_130,0.375
Larva_130,0.0625
Larva_130,0.5
Larva_130,0.125
Larva_130,0.625
Larva_130,0.0625
Larva_130,0.125
Larva_130,0.25
Larva_130,0.5625
Larva_130,0.4375
Larva_130,0.1875
Larva_130,0.0625
Larva_130,0.125
Larva_130,0.1875
Larva_130,0.625
Larva_130,0.3125
Larva_130,0.125
Larva_130,0.5
Larva_130,0.75
Larva_130,0.4375
Larva_130,0.5
Larva_130,0.8125
Larva_130,0.375
Larva_130,0.5625
Larva_130,0.625
Larva_130,0.25
Larva_130,0.1875
Larva_130,0.375
Larva_130,0.125
Larva_130,0.3125
Larva_130,0.375
Larva_130,0.1875
Larva_130,0.125
Larva_130,0.375
Larva_130,0.0625
Larva_130,0.3125
Larva_130,0.25
Larva_130,0.125
Larva_130,0.1875
Larva_130,0.125
Larva_130,0.6875
Larva_130,0.0625
Larva_130,0.4375
Larva_130,0.4375
Larva_130,0.625
Larva_130,0.3125
Larva_130,0.5625
Larva_130,0.375
Larva_130,0.5
Larva_130,0.5625
Larva_130,0.125
Larva_130,0.5
Larva_130,0.5625
Larva_130,0.1875
Larva_130,0.1875
Larva_130,0.9375
Larva_130,0.125
Larva_130,0.625
Larva_130,0.4375
Larva_130,0.1875
Larva_130,0.25
Larva_130,0.125
Larva_130,0.4375
Larva_130,0.625
Larva_130,0.1875
Larva_130,0.5
Larva_130,0.1875
Larva_130,0.125
Larva_130,0.25
Larva_130,0.0625
Larva_130,0.0625
Larva_130,0.4375
Larva_130,0.1875
Larva_132,0.125
Larva_132,0.3125
Larva_132,0.4375
Larva_132,0.25
Larva_132,0.1875
Larva_132,0.0625
Larva_132,0.625
Larva_132,0.25
Larva_132,0.8125
Larva_132,0.5625
Larva_132,0.25
Larva_132,0.3125
Larva_132,0.1875
Larva_132,0.25
Larva_132,0.0625
Larva_132,0.125
Larva_132,0.875
Larva_132,0.25
Larva_132,0.375
Larva_132,0.5
Larva_132,0.125
Larva_132,0.0625
Larva_132,0.3125
Larva_132,0.5
Larva_132,0.5625
Larva_132,0.375
Larva_132,0.1875
Larva_132,0.1875
Larva_132,0.3125
Larva_132,0.0625
Larva_132,0.4375
Larva_132,0.125
Larva_132,0.1875
Larva_132,0.5
Larva_132,0.625
Larva_132,0.0625
Larva_132,0.0625
Larva_132,0.1875
Larva_132,0.1875
Larva_132,0.375
Larva_132,0.75
Larva_132,0.375
Larva_132,0.375
Larva_132,0.125
Larva_132,0.3125
Larva_132,0.0625
Larva_132,0.3125
Larva_132,0.5
Larva_132,0.6875
Larva_132,0.25
Larva_132,0.125
Larva_132,0.0625
Larva_132,0.1875
Larva_132,0.0625
Larva_132,0.125
Larva_132,0.1875
Larva_132,0.4375
Larva_132,0.0625
Larva_132,0.25
Larva_132,1.0
Larva_132,0.3125
Larva_132,0.5
Larva_132,0.125
Larva_132,0.25
Larva_132,0.5
Larva_132,0.8125
Larva_132,0.125
Larva_132,0.125
Larva_132,0.1875
Larva_132,0.625
Larva_132,0.1875
Larva_132,0.0625
Larva_132,0.6875
Larva_132,0.125
Larva_132,0.375
Larva_132,1.1875
Larva_132,0.5
Larva_132,0.25
Larva_132,0.125
Larva_132,0.1875
Larva_132,0.1875
Larva_132,0.125
Larva_132,0.25
Larva_132,0.0625
Larva_132,0.25
Larva_132,0.3125
Larva_132,0.25
Larva_132,0.25
Larva_132,0.125
Larva_132,0.6875
Larva_132,1.25
Larva_132,0.125
Larva_132,0.1875
Larva_132,0.125
Larva_132,0.0625
Larva_132,0.1875
Larva_132,0.3125
Larva_132,0.1875
Larva_132,0.3125
Larva_132,0.125
Larva_132,0.375
Larva_132,0.0625
Larva_132,0.0625
Larva_132,0.375
Larva_132,0.4375
Larva_132,0.125
Larva_132,0.375
Larva_132,0.1875
Larva_132,0.125
Larva_132,0.125
Larva_132,0.0625
Larva_132,0.0625
Larva_132,0.25
Larva_132,0.625
Larva_132,0.0625
Larva_132,0.1875
Larva_132,0.0625
Larva_132,0.375
Larva_132,0.125
Larva_132,0.0625
Larva_132,0.125
Larva_132,0.3125
Larva_132,0.25
Larva_132,0.0625
Larva_132,0.3125
Larva_132,0.0625
Larva_132,0.25
Larva_132,0.625
Larva_132,0.25
Larva_132,0.25
Larva_132,0.125
Larva_132,1.0
Larva_132,0.1875
Larva_132,0.5625
Larva_132,0.25
Larva_132,0.625
Larva_132,0.375
Larva_132,0.25
Larva_132,0.0625
Larva_132,0.1875
Larva_132,0.6875
Larva_132,0.125
Larva_132,0.25
Larva_132,0.25
Larva_132,0.1875
Larva_132,0.4375
Larva_132,0.5
Larva_132,0.375
Larva_132,0.1875
Larva_132,0.0625
Larva_132,0.125
Larva_132,0.125
Larva_132,0.375
Larva_132,0.125
Larva_132,0.125
Larva_132,0.3125
Larva_132,0.625
Larva_132,0.0625
Larva_132,0.4375
Larva_132,0.125
Larva_132,0.0625
Larva_132,0.375
Larva_132,0.5625
Larva_132,0.5625
Larva_132,0.0625
Larva_132,0.125
Larva_132,0.3125
Larva_132,0.4375
Larva_132,0.3125
Larva_132,0.5
Larva_132,0.0625
Larva_132,1.0625
Larva_132,0.125
Larva_132,0.625
Larva_132,0.25
Larva_132,0.125
Larva_132,0.25
Larva_132,0.4375
Larva_132,0.5625
Larva_132,0.1875
Larva_132,0.25
Larva_132,0.125
Larva_132,0.0625
Larva_132,0.0625
Larva_132,0.1875
Larva_132,0.125
Larva_132,0.125
Larva_132,0.1875
Larva_132,0.125
Larva_132,0.125
Larva_132,0.375
Larva_132,0.0625
Larva_132,0.125
Larva_132,0.125
Larva_132,0.25
Larva_132,0.8125
Larva_132,0.625
Larva_132,0.625
Larva_132,0.125
Larva_132,0.5
Larva_132,0.125
Larva_132,0.0625
Larva_132,0.3125
Larva_132,0.3125
Larva_132,0.3125
Larva_132,0.25
Larva_132,0.875
Larva_132,0.5625
Larva_132,0.0625
Larva_132,0.0625
Larva_132,0.1875
Larva_132,0.0625
Larva_132,0.25
Larva_132,0.25
Larva_132,0.25
Larva_132,0.4375
Larva_132,0.0625
Larva_132,0.625
Larva_132,0.125
Larva_132,0.375
Larva_132,0.3125
Larva_132,0.1875
Larva_132,0.4375
Larva_132,1.3125
Larva_132,0.1875
Larva_132,0.8125
Larva_132,0.1875
Larva_132,0.4375
Larva_132,0.1875
Larva_132,0.1875
Larva_132,0.3125
Larva_132,0.25
Larva_132,0.6875
Larva_132,0.25
Larva_132,0.6875
Larva_132,0.1875
Larva_132,0.0625
Larva_132,0.1875
Larva_132,0.8125
Larva_132,0.25
Larva_132,0.3125
Larva_132,0.25
Larva_132,0.1875
Larva_132,0.625
Larva_132,0.3125
Larva_132,0.875
Larva_132,0.1875
Larva_132,0.125
Larva_132,0.1875
Larva_132,0.25
Larva_132,0.0625
Larva_132,0.0625
Larva_132,0.5625
Larva_132,0.3125
Larva_132,0.25
Larva_132,0.5
Larva_132,0.1875
Larva_132,0.25
Larva_132,0.0625
Larva_132,0.125
Larva_132,0.5625
Larva_132,0.125
Larva_132,0.1875
Larva_132,0.75
Larva_132,1.125
Larva_132,1.125
Larva_132,0.25
Larva_132,0.3125
Larva_132,0.5
Larva_132,0.25
Larva_132,0.25
Larva_132,0.1875
Larva_132,0.375
Larva_132,0.1875
Larva_132,0.3125
Larva_132,0.3125
Larva_132,0.125
Larva_132,0.4375
Larva_132,0.0625
Larva_132,0.1875
Larva_132,0.25
Larva_132,0.125
Larva_132,0.3125
Larva_132,0.5
Larva_132,0.125
Larva_132,0.25
Larva_132,0.1875
Larva_132,0.1875
Larva_132,0.1875
Larva_132,0.125
Larva_132,1.0625
Larva_132,0.0625
Larva_132,0.125
Larva_132,0.6875
Larva_132,0.1875
Larva_132,0.625
Larva_132,0.0625
Larva_132,0.25
Larva_132,0.3125
Larva_132,0.0625
Larva_132,0.1875
Larva_132,0.375
Larva_132,0.3125
Larva_132,0.1875
Larva_132,0.3125
Larva_132,0.3125
Larva_132,0.375
Larva_132,0.75
Larva_132,0.1875
Larva_132,0.0625
Larva_132,0.1875
Larva_132,0.625
Larva_132,0.1875
Larva_132,0.25
Larva_132,0.0625
Larva_132,0.25
Larva_132,0.125
Larva_132,0.125
Larva_132,0.375
Larva_132,0.625
Larva_132,0.6875
Larva_132,0.25
Larva_132,0.3125
Larva_132,0.1875
Larva_132,0.125
Larva_132,0.125
Larva_132,0.125
Larva_132,0.0625
Larva_132,0.125
Larva_132,0.1875
Larva_132,0.1875
Larva_132,0.1875
Larva_132,0.4375
Larva_132,0.3125
Larva_132,0.0625
Larva_132,0.1875
Larva_132,0.25
Larva_132,0.1875
Larva_132,0.0625
Larva_132,0.0625
Larva_132,0.25
Larva_132,0.25
Larva_132,0.125
Larva_132,0.25
Larva_132,0.25
Larva_132,0.625
Larva_132,0.125
Larva_132,0.125
Larva_132,0.3125
Larva_132,0.4375
Larva_132,0.9375
Larva_132,0.3125
Larva_132,0.375
Larva_132,0.0625
Larva_132,0.375
Larva_132,0.0625
Larva_132,0.0625
Larva_132,0.0625
Larva_132,0.3125
Larva_132,0.4375
Larva_132,0.0625
Larva_132,0.125
Larva_132,0.25
Larva_132,0.625
Larva_132,0.3125
Larva_132,0.0625
Larva_132,3.125
Larva_132,0.4375
Larva_132,0.0625
Larva_132,0.0625
Larva_132,0.1875
Larva_132,0.375
Larva_132,0.125
Larva_132,0.25
Larva_132,0.125
Larva_132,0.4375
Larva_132,0.1875
Larva_132,0.125
Larva_132,0.3125
Larva_132,0.25
Larva_132,0.0625
Larva_132,0.0625
Larva_132,0.0625
Larva_132,0.4375
Larva_132,0.0625
Larva_132,0.0625
Larva_132,0.0625
Larva_132,0.0625
Larva_132,0.1875
Larva_132,0.25
Larva_132,0.375
Larva_132,0.125
Larva_132,0.375
Larva_132,0.625
Larva_132,0.5625
Larva_132,0.3125
Larva_132,0.3125
Larva_132,0.1875
Larva_132,0.5
Larva_132,0.25
Larva_132,0.625
Larva_132,0.1875
Larva_132,0.5625
Larva_132,0.3125
Larva_132,0.3125
Larva_132,0.8125
Larva_132,0.5
Larva_132,0.375
Larva_132,0.5
Larva_132,0.75
Larva_132,0.25
Larva_132,0.125
Larva_132,0.0625
Larva_132,0.4375
Larva_132,0.1875
Larva_132,0.3125
Larva_132,0.0625
Larva_132,0.125
Larva_132,0.25
Larva_132,0.25
Larva_132,0.0625
Larva_132,0.3125
Larva_132,0.25
Larva_132,0.1875
Larva_132,0.25
Larva_132,0.25
Larva_132,0.25
Larva_132,0.1875
Larva_132,0.1875
Larva_132,0.875
Larva_132,0.125
Larva_132,0.25
Larva_132,0.0625
Larva_132,0.125
Larva_132,0.0625
Larva_132,0.125
Larva_132,0.25
Larva_132,0.25
Larva_132,0.8125
Larva_132,0.0625
Larva_132,0.3125
Larva_132,0.75
Larva_132,0.1875
Larva_132,0.625
Larva_132,0.0625
Larva_132,0.25
Larva_133,0.0625
Larva_133,0.375
Larva_133,0.3125
Larva_133,0.25
Larva_133,0.1875
Larva_133,0.5625
Larva_133,0.1875
Larva_133,0.25
Larva_133,0.4375
Larva_133,0.1875
Larva_133,0.0625
Larva_133,0.4375
Larva_133,0.4375
Larva_133,0.125
Larva_133,0.3125
Larva_133,0.6875
Larva_133,0.0625
Larva_133,0.4375
Larva_133,0.125
Larva_133,0.1875
Larva_133,0.0625
Larva_133,0.3125
Larva_133,0.125
Larva_133,0.25
Larva_133,0.3125
Larva_133,0.3125
Larva_133,0.0625
Larva_133,0.3125
Larva_133,0.4375
Larva_133,0.5
Larva_133,0.25
Larva_133,0.0625
Larva_133,0.25
Larva_133,0.1875
Larva_133,0.3125
Larva_133,0.125
Larva_133,0.75
Larva_133,0.1875
Larva_133,0.1875
Larva_133,0.0625
Larva_133,0.25
Larva_133,0.125
Larva_133,0.875
Larva_133,0.1875
Larva_133,0.3125
Larva_133,0.375
Larva_133,0.375
Larva_133,0.3125
Larva_133,0.3125
Larva_133,0.1875
Larva_133,0.4375
Larva_133,0.3125
Larva_133,0.25
Larva_133,0.1875
Larva_133,0.0625
Larva_133,0.0625
Larva_133,0.125
Larva_133,0.375
Larva_133,0.0625
Larva_133,0.25
Larva_133,0.4375
Larva_133,0.125
Larva_133,0.125
Larva_133,0.625
Larva_133,0.25
Larva_133,0.375
Larva_133,0.5625
Larva_133,0.0625
Larva_133,0.3125
Larva_133,0.125
Larva_133,0.25
Larva_133,0.1875
Larva_133,0.1875
Larva_133,0.25
Larva_133,0.125
Larva_133,0.8125
Larva_133,0.125
Larva_133,0.25
Larva_133,0.125
Larva_133,0.625
Larva_133,0.125
Larva_133,0.25
Larva_133,0.3125
Larva_133,0.5
Larva_133,0.6875
Larva_133,0.3125
Larva_133,0.75
Larva_133,0.1875
Larva_133,0.125
Larva_133,0.125
Larva_133,0.0625
Larva_133,0.4375
Larva_133,0.125
Larva_133,0.0625
Larva_133,0.25
Larva_133,0.1875
Larva_133,0.25
Larva_133,0.6875
Larva_133,0.0625
Larva_133,0.3125
Larva_133,0.0625
Larva_133,0.25
Larva_133,0.125
Larva_133,0.0625
Larva_133,1.0625
Larva_133,0.1875
Larva_133,0.125
Larva_133,0.125
Larva_133,0.1875
Larva_133,0.3125
Larva_133,0.125
