AgentID,stride_front_orientation_unwrapped
Larva_1,10.36760099914568
Larva_1,-27.2564949984461
Larva_1,-4.673390288741302
Larva_1,-1.1199547462230726
Larva_1,12.579664984224678
Larva_1,-0.18050352342379483
Larva_1,0.454729502055784
Larva_1,-4.1862043294046885
Larva_1,15.99026919247865
Larva_1,-3.551388707703609
Larva_1,-120.97304839564947
Larva_1,6.659155715902671
Larva_1,-17.427663861836777
Larva_1,5.156160257012914
Larva_1,17.37746295053364
Larva_1,2.7441211600808515
Larva_1,13.871707422978943
Larva_1,6.716011872194088
Larva_1,3.3509712022149643
Larva_1,15.22933076440961
Larva_1,-14.610506822126922
Larva_1,-3.7960847823109134
Larva_1,3.098881943708591
Larva_1,0.617532526316495
Larva_1,10.889470049777287
Larva_1,0.25400042439957815
Larva_1,12.010167496933036
Larva_1,-1.9255818789540626
Larva_1,8.356578339539624
Larva_1,1.7684707105402708
Larva_1,45.57509905465133
Larva_1,-41.734670211251
Larva_1,-0.29954832203173964
Larva_1,0.9032873705934321
Larva_1,5.036019947703608
Larva_1,24.733838728327214
Larva_1,12.96183889101468
Larva_1,-18.341174182705004
Larva_1,5.123808361517149
Larva_1,-4.424955093773065
Larva_1,-7.078420069144499
Larva_1,0.9373765557355682
Larva_1,10.841996519092845
Larva_1,7.092080056208829
Larva_1,4.478139961646775
Larva_1,4.279921319561936
Larva_1,19.24885291533832
Larva_1,8.788611953233158
Larva_1,14.536981124041404
Larva_1,-6.137465636346349
Larva_1,6.548320088633773
Larva_1,-5.916154433480642
Larva_1,3.3178551752853878
Larva_1,5.327919524906179
Larva_1,6.540786735971835
Larva_1,-14.237124016232258
Larva_1,14.557386919223745
Larva_1,-7.8019155688946284
Larva_1,10.616878505314446
Larva_1,5.320316391796325
Larva_1,7.584622542796751
Larva_1,4.340043699939088
Larva_1,5.721072957437741
Larva_1,-2.3105070489732498
Larva_1,2.336689345539355
Larva_1,5.613911552720367
Larva_1,-8.571556508324647
Larva_1,11.861348105207867
Larva_1,0.6223119955252514
Larva_1,-7.04489608949234
Larva_1,-21.790027952941045
Larva_1,9.292932694288737
Larva_1,21.876350099244974
Larva_1,0.06880459122606908
Larva_1,20.37888664364874
Larva_1,4.296910381131397
Larva_1,1.8625780174277224
Larva_1,33.09701837790317
Larva_1,-3.0927062092204096
Larva_1,-11.299778011614876
Larva_1,6.564692074169955
Larva_1,-1.5336522519335176
Larva_1,9.663222152078674
Larva_1,12.64424277342954
Larva_1,6.306731344137461
Larva_1,0.2763011384453762
Larva_1,7.256098259325654
Larva_1,-3.3512327439025853
Larva_1,-1.2948648743496278
Larva_1,18.37528854329969
Larva_1,9.420692008498634
Larva_1,13.426587028309996
Larva_1,3.258720141017477
Larva_1,3.2649801537710346
Larva_1,2.4996345565027127
Larva_1,1.1473195760750627
Larva_1,-13.566865554374203
Larva_1,14.30800115840134
Larva_1,-22.43639965176351
Larva_1,15.58953265716741
Larva_1,-0.07645863256391294
Larva_1,-0.512381778303336
Larva_1,-0.39707875281419547
Larva_1,4.957528998061093
Larva_1,-9.467785591865606
Larva_1,8.68458029913495
Larva_1,-2.230884828872604
Larva_1,1.0785062816349296
Larva_1,1.0661629475582686
Larva_1,11.697065358233544
Larva_1,1.923009800224122
Larva_1,-1.1718635718076769
Larva_1,-5.797404868157514
Larva_1,4.41234613613392
Larva_1,0.0700257260723447
Larva_1,-0.4533888968574047
Larva_1,3.422674819441937
Larva_1,-3.923889513452849
Larva_1,8.105526604791976
Larva_1,-8.251534049186034
Larva_1,11.126988284383515
Larva_1,-10.364595433262593
Larva_1,2.5500593204189954
Larva_1,1.662223364894885
Larva_1,4.376964219508693
Larva_1,-1.6912727629153324
Larva_1,19.411474473107774
Larva_1,-5.9507709001196645
Larva_1,14.42297389491523
Larva_1,12.411950133492951
Larva_1,3.7271526713773255
Larva_1,-7.423073679613935
Larva_1,16.73585633537897
Larva_1,-3.0735518712791645
Larva_1,-7.465686386457776
Larva_1,15.581483157105708
Larva_1,11.57667349424571
Larva_1,-11.859457119708622
Larva_1,4.888472590590709
Larva_1,-0.11729970149872315
Larva_1,2.4466721488365692
Larva_1,8.63129767340456
Larva_1,-13.897270907605844
Larva_1,-5.513416962311965
Larva_1,0.5800734491024286
Larva_1,2.802191210048818
Larva_1,2.632642486747386
Larva_1,-2.177532290937137
Larva_1,-6.715317504667553
Larva_1,8.431793205053054
Larva_1,21.498020309445565
Larva_1,2.3009505637033385
Larva_1,12.420991666943394
Larva_1,4.699167527510468
Larva_1,-1.1584975552385686
Larva_1,9.83259062160991
Larva_1,0.6768129867811012
Larva_1,2.580277955864517
Larva_1,3.4063677607124703
Larva_1,-13.893311819797617
Larva_1,5.194787876839257
Larva_1,14.967799607546112
Larva_1,14.156288758018746
Larva_1,-1.7958397021088217
Larva_1,10.674521324657576
Larva_1,-7.594254209201154
Larva_1,-9.351083209716023
Larva_1,2.240321477640407
Larva_1,10.62989954556491
Larva_1,-15.094249852690496
Larva_1,8.79248576237751
Larva_1,9.282735242822469
Larva_1,35.88963738345717
Larva_1,-2.1396158988256957
Larva_1,8.212781671020025
Larva_1,13.14505962653351
Larva_1,-13.871409007129046
Larva_1,3.0061068721068125
Larva_1,1.3313003741815237
Larva_1,16.586123778026632
Larva_1,-3.1934613778303174
Larva_1,8.39770041998105
Larva_1,12.65117090817148
Larva_1,-9.6807557813936
Larva_1,9.904517122535907
Larva_1,0.7550378705798266
Larva_1,-3.6451237547635174
Larva_1,0.7226956440017602
Larva_1,9.064167191792308
Larva_1,4.329514246501219
Larva_1,10.526827859055402
Larva_1,-0.7907810124384014
Larva_1,8.493817366419364
Larva_1,0.6195421850194407
Larva_1,-16.206601122724123
Larva_1,17.89780854719595
Larva_1,1.7920440358740848
Larva_1,-1.9948106426481047
Larva_1,-2.380155921902997
Larva_1,-0.49342004873150813
Larva_1,1.6971719055766243
Larva_1,8.289938702005543
Larva_1,5.709402784535143
Larva_1,10.851901309184314
Larva_1,3.1803641605579287
Larva_1,-3.8821751221871637
Larva_1,-12.020468451267561
Larva_1,-1.1750925341989102
Larva_1,-0.34478661365847074
Larva_1,-1.945879364849361
Larva_1,0.274173824237522
Larva_1,15.109047941554422
Larva_1,2.3949979531883514
Larva_1,5.7470662801471235
Larva_1,-0.3791731008302577
Larva_1,0.6075388378658317
Larva_1,8.678847975734811
Larva_1,4.338446107713878
Larva_1,46.95581684002741
Larva_1,2.4416164756381704
Larva_1,1.3426242976055391
Larva_1,8.546819548949884
Larva_1,12.031466931315379
Larva_1,1.9703054644131726
Larva_1,7.992976278063907
Larva_1,6.693120714800557
Larva_1,6.628714556807154
Larva_1,-2.724212999149074
Larva_1,-2.3572733079904538
Larva_1,1.6418206296983726
Larva_1,0.7646324047498183
Larva_1,1.0666133054048714
Larva_1,-4.920927151078331
Larva_1,3.5633177005736343
Larva_1,8.318133677003743
Larva_1,7.110511803150757
Larva_1,6.533660736525434
Larva_1,58.14387809879793
Larva_1,6.795051857609337
Larva_1,-3.6513464101406043
Larva_1,-0.0917462403749596
Larva_1,-2.5243280572294395
Larva_1,1.148002165422355
Larva_1,9.28106676615198
Larva_1,5.64287815054729
Larva_1,-0.3227248196251651
Larva_1,5.529738282876281
Larva_1,14.294552215106819
Larva_1,11.834182959524242
Larva_1,8.005481971017588
Larva_1,0.8284526152449416
Larva_1,-15.982356029581723
Larva_1,8.517209428837987
Larva_1,15.175035061066069
Larva_10,32.83687329626802
Larva_10,3.2537228920453174
Larva_10,-2.3679916962470315
Larva_10,-0.24437168687643407
Larva_10,5.8126921080936
Larva_10,-9.486197485128336
Larva_10,-3.827962787455796
Larva_10,-7.478954035327163
Larva_10,1.0646731858240273
Larva_10,17.600924928195923
Larva_10,2.2581978723777425
Larva_10,35.30375857077212
Larva_10,33.26198194368702
Larva_10,26.994085151368267
Larva_10,3.5769349735871003
Larva_10,-24.971362916646
Larva_10,7.180172563880085
Larva_10,-47.99404129207746
Larva_10,5.0116118145889885
Larva_10,-8.82254727963111
Larva_10,-97.91483317935202
Larva_10,-29.776769357233604
Larva_10,-46.78600756080186
Larva_10,6.198480469317747
Larva_10,-1.9759582566157086
Larva_10,23.55867016396121
Larva_10,-17.512890296372092
Larva_10,1.902138784501794
Larva_10,25.89435924212188
Larva_10,5.229366627774652
Larva_10,-14.151463350146308
Larva_10,6.900206389898926
Larva_10,-29.90487534445407
Larva_10,0.6803084008046056
Larva_10,-6.965790404769265
Larva_10,99.56675501419986
Larva_10,8.027998562836054
Larva_10,16.02561970268237
Larva_10,-59.331424529886874
Larva_10,-6.295420762182772
Larva_10,-4.2255830453310494
Larva_10,6.513992040715991
Larva_10,-4.302385379559169
Larva_10,-29.27047961120519
Larva_10,45.544562295561725
Larva_10,-11.641465865788149
Larva_10,-22.26524310696601
Larva_10,-15.821736463581757
Larva_10,-2.617216258583543
Larva_10,21.415074897588823
Larva_10,24.438037562381865
Larva_10,-32.92686573340336
Larva_10,-26.651678656389073
Larva_10,36.07295902213275
Larva_10,34.34908905637008
Larva_10,-3.0010106135746355
Larva_10,-27.044017343984855
Larva_10,-4.585231655221023
Larva_10,4.434438493072918
Larva_10,-2.3850406927254966
Larva_10,-25.315011328141054
Larva_10,16.29107628000122
Larva_10,-27.111639416139234
Larva_10,67.52188540292087
Larva_10,-10.063538226258324
Larva_10,19.284112096684147
Larva_10,8.549344596893604
Larva_10,30.603827548151344
Larva_10,-112.19326005653173
Larva_10,26.4422552430984
Larva_10,0.02701062234662288
Larva_10,7.972296225997278
Larva_10,-16.663128532831294
Larva_10,7.366699803180268
Larva_10,-27.202161608766133
Larva_10,-21.530440108634345
Larva_10,-11.442069558279107
Larva_10,14.886743451624042
Larva_10,27.817593683333868
Larva_10,19.94331138379087
Larva_10,-43.71636481152518
Larva_10,-7.295952015731899
Larva_10,1.0734268076713676
Larva_10,-11.371916624461107
Larva_10,-19.047783259571684
Larva_10,-9.48766815125829
Larva_10,7.337377856444704
Larva_10,8.3551705617582
Larva_10,-10.204654456703736
Larva_10,0.44957719021553544
Larva_10,34.656586911297026
Larva_10,-6.577592893340196
Larva_10,-13.207733953104196
Larva_10,-9.753237456373114
Larva_10,-144.86165675979703
