AgentID,front_orientation_unwrapped_at_Rturn_start
Larva_1,201.1745999099768
Larva_1,183.77601877992873
Larva_1,843.2787103357647
Larva_1,753.5110525211707
Larva_1,907.3894435274406
Larva_1,449.3212482769918
Larva_1,627.8387689757252
Larva_1,653.3986996395424
Larva_1,771.3105393162456
Larva_1,838.6051992943752
Larva_1,909.6290802760162
Larva_1,470.3548054027624
Larva_1,743.115461658773
Larva_1,439.5947816949727
Larva_1,157.81852756936
Larva_1,703.4126504957134
Larva_1,588.2797802504382
Larva_1,450.87723203473837
Larva_1,589.6607929561189
Larva_1,288.5028619347106
Larva_1,193.80779782285595
Larva_1,657.8730658587493
Larva_1,684.1703764724069
Larva_1,323.03274294340054
Larva_1,417.98696684902586
Larva_1,468.9549703743368
Larva_1,471.79440180521294
Larva_1,228.5851014930262
Larva_1,250.8220201182338
Larva_1,196.4559920400502
Larva_1,265.71265340177916
Larva_1,258.98351392404265
Larva_1,764.141630436939
Larva_1,375.8450881519285
Larva_1,244.74659454252296
Larva_1,451.73486444813466
Larva_1,907.2372306404021
Larva_1,439.68916389025554
Larva_1,637.365384874649
Larva_1,547.1517905965846
Larva_1,360.9606094500173
Larva_1,383.45221073460397
Larva_1,758.2441042147144
Larva_1,241.26385880527363
Larva_1,656.4509374009523
Larva_1,198.05518643673068
Larva_1,764.7102673527772
Larva_1,479.52214685993977
Larva_1,202.36582287072474
Larva_1,439.42593019103225
Larva_1,613.9206765856296
Larva_1,235.87927780033215
Larva_1,755.2623799167416
Larva_1,415.91636832410416
Larva_1,757.2871936731633
Larva_1,446.85950431441483
Larva_1,278.7773155915325
Larva_1,461.2044289949103
Larva_1,686.244428250448
Larva_1,412.0408143718656
Larva_1,361.5040531241292
Larva_1,197.34816550661995
Larva_1,191.4802217579077
Larva_1,252.84031854297967
Larva_1,917.9983575726613
Larva_1,575.3353811601205
Larva_1,927.6126625505557
Larva_1,768.6626407238155
Larva_1,230.9900608614821
Larva_1,949.9278123060787
Larva_1,340.4711056464356
Larva_1,912.5048510057094
Larva_1,600.1456018769227
Larva_1,549.6838861296989
Larva_1,244.50714292808607
Larva_1,277.4677282141398
Larva_1,442.48393106317934
Larva_1,717.5292934993209
Larva_1,770.2308284167614
Larva_1,938.4175552844928
Larva_1,195.70307181829497
Larva_1,333.0096339734903
Larva_1,218.7044932212612
Larva_1,256.65254663597096
Larva_1,459.86482001833303
Larva_1,386.7937908871974
Larva_1,773.7233889700822
Larva_1,298.42221335526517
Larva_1,716.7790386502004
Larva_1,907.6241728879928
Larva_1,414.7310741890655
Larva_1,550.7396132930453
Larva_1,313.3765433885486
Larva_1,731.8035078888352
Larva_1,852.0211836512713
Larva_1,750.4086589416252
Larva_1,738.4930348093775
Larva_1,156.5779207168514
Larva_1,579.2201794926066
Larva_1,442.44753696342923
Larva_1,141.90400318237982
Larva_1,314.0036965123709
Larva_1,721.6025999735773
Larva_1,547.4386795659525
Larva_1,351.4719332378081
Larva_1,467.44823888068925
Larva_1,771.5018342877495
Larva_1,574.856948921544
Larva_1,358.34376271732657
Larva_1,680.850137211097
Larva_1,247.42399919622193
Larva_1,730.9717075536272
Larva_1,582.6242993809061
Larva_1,765.6051638829769
Larva_1,542.9957172391266
Larva_1,453.92848929869933
Larva_1,764.4983620035456
Larva_1,459.87549074920435
Larva_1,597.0481198099346
Larva_1,435.53536743355136
Larva_1,358.7125630566882
Larva_1,551.1571666921334
Larva_1,461.3415153470209
Larva_1,751.6166708042222
Larva_1,920.4534438393966
Larva_1,359.0875080046548
Larva_1,771.1941376839286
Larva_1,681.2002535952349
Larva_1,141.47630208413293
Larva_1,748.8407586583354
Larva_1,193.22354880638085
Larva_1,838.38946884338
Larva_1,326.50500640155747
Larva_1,441.2171980053259
Larva_1,938.7254836430899
Larva_1,330.89877725955745
Larva_1,294.0104493454227
Larva_1,210.26520073246962
Larva_1,481.45394857756617
Larva_1,257.97541094786294
Larva_1,412.58869712539234
Larva_1,683.3516511537581
Larva_1,634.9391586900132
Larva_1,137.06896050881113
Larva_1,448.18995039700377
Larva_1,142.0801385828679
Larva_1,296.69837696323975
Larva_1,552.0916778092002
Larva_1,331.27643219001726
Larva_1,779.8984810349423
Larva_1,718.8350766654333
Larva_1,610.0472362427062
Larva_1,195.9011710022289
Larva_1,750.1126559811964
Larva_1,768.863867167409
Larva_1,697.6048839669133
Larva_1,138.28731630624512
Larva_1,283.89412448312163
Larva_1,236.88798576893373
Larva_1,956.5287524901793
Larva_1,323.3021693703104
Larva_1,786.6143073855116
Larva_1,186.77718283223845
Larva_1,259.009330940229
Larva_1,742.2641930243975
Larva_1,756.4472858522937
Larva_1,905.4838494573798
Larva_1,196.88605386554852
Larva_1,458.7999989102497
Larva_1,776.3254760526344
Larva_1,250.21302254790996
Larva_1,638.4901735365083
Larva_1,355.79725881486485
Larva_1,443.97227424981156
Larva_1,743.4805191018577
Larva_1,439.79441408969296
Larva_1,453.3055019852108
Larva_1,619.8111216102071
Larva_1,176.24876011567244
Larva_1,448.30349901443236
Larva_1,714.5402664009517
Larva_1,453.14057506286787
Larva_1,390.7083089939296
Larva_1,839.3790213550138
Larva_1,907.2489243541132
Larva_1,196.0579423018151
Larva_1,451.519138709777
Larva_1,716.879942175107
Larva_1,543.3427042611943
Larva_1,836.6990259596483
Larva_1,242.8332312524372
Larva_1,469.1948447617432
Larva_1,779.4844486486212
Larva_1,470.42591464998
Larva_1,345.86256795080965
Larva_1,717.7618605015475
Larva_1,914.9201298093508
Larva_1,241.9899762951294
Larva_1,281.7672100743382
Larva_1,150.71912800652208
Larva_1,682.7793575668063
Larva_1,366.3894750078383
Larva_1,594.0791512745436
Larva_1,728.5701122896371
Larva_1,601.6545331142978
Larva_1,449.6166527487183
Larva_1,730.2160368498302
Larva_1,765.1314402923114
Larva_1,324.0566539631912
Larva_1,191.669972648571
Larva_1,338.7407241797505
Larva_1,191.76662270659628
Larva_1,233.74097194228523
Larva_1,365.0806396407281
Larva_1,239.03697012880278
Larva_1,647.3397249104012
Larva_1,751.2518311079907
Larva_1,785.9621649918029
Larva_1,596.1897885117695
Larva_1,443.4066460709604
Larva_1,237.87705145259204
Larva_1,658.2256814152672
Larva_1,720.0955518558358
Larva_1,414.1077958596901
Larva_1,754.8570801101276
Larva_1,552.1446085246109
Larva_1,727.8920699605676
Larva_1,241.16191249254163
Larva_1,345.7937633595836
Larva_1,637.4612277508351
Larva_1,550.8905898323633
Larva_1,858.4117732157566
Larva_1,289.0997790289291
Larva_1,588.2086219556352
Larva_1,801.2022807331253
Larva_1,305.27607036662647
Larva_1,908.2105500719855
Larva_1,197.74615188061685
Larva_1,798.7168176794019
Larva_1,439.4142139997265
Larva_1,783.5739039879978
Larva_1,186.20157256125225
Larva_1,202.39223830133366
