212,-2.69446   ,5.15154,-2.40702  ,5.3225 ,-2.09631  ,5.36442,-1.76055  ,5.20753,-1.60565 ,4.92145,-1.55274  ,4.6051 ,-1.54323  ,4.24946,-1.55913  ,3.88212,-1.58345  ,3.57181,-1.61491 ,3.22381,-1.63888  ,2.85822,-1.65821    ,2.50604,-2.69446   ,5.15154,-2.33134  ,5.52375,-1.92929   ,5.59304,-1.49116   ,5.46621,-1.27866 ,5.18887,-1.19485  ,4.85124,-1.17209 ,4.44111,-1.19684  ,4.01317,-1.24315  ,3.66265,-1.31273  ,3.279  ,-1.40688  ,2.87268,-1.65821    ,2.50604,-1.87341  ,2.75956,-1.92528 ,3.0728 ,-1.93288  ,3.37931,-1.92861  ,3.64668,-1.91647   ,3.95294,-1.90351  ,4.26107,-1.91054  ,4.57   ,-1.97587  ,4.88906,-2.1758   ,5.12423,-2.39749 ,5.15131,-1.72474  ,-4.33285,1.38275   ,392,86039 ,46.2718,11.2656,111.012,0
213,-1.65377   ,2.47428,-1.63316  ,2.81599,-1.61255  ,3.15771,-1.58364  ,3.49881,-1.55474 ,3.83992,-1.55171  ,4.18224,-1.54869  ,4.52456,-1.57276  ,4.86604,-1.59683  ,5.20753,-1.93221 ,5.27618,-2.26758  ,5.34484,-2.60296    ,5.41349,-1.65377   ,2.47428,-1.39583  ,2.80168,-1.29929   ,3.13489,-1.22646   ,3.46854,-1.17024 ,3.82196,-1.152    ,4.17871,-1.1421  ,4.53708,-1.16468  ,4.8948 ,-1.29091  ,5.47564,-1.85273  ,5.66444,-2.19405  ,5.70405,-2.60296    ,5.41349,-2.34112  ,4.98562,-2.01168 ,4.88792,-1.90274  ,4.93942,-1.98084  ,4.83728,-1.95528   ,4.51204,-1.95143  ,4.18577,-1.93924  ,3.85789,-1.94082  ,3.52909,-1.92581  ,3.18052,-1.87049 ,2.8303 ,-1.55171  ,-5.06819,          ,   ,      ,       ,       ,       ,2
214,-1.9451    ,2.51032,-1.79409  ,2.84529,-1.71629  ,3.17737,-1.65902  ,3.52243,-1.62785 ,3.86335,-1.62381  ,4.22658,-1.65546  ,4.5783 ,-1.74008  ,4.88813,-1.92778  ,5.16457,-2.22975 ,5.34078,-2.57093  ,5.37427,-2.89996    ,5.30456,-1.9451    ,2.51032,-2.05835  ,2.80517,-2.03591   ,3.07945,-2.00922   ,3.37055,-1.99732 ,3.65664,-2.00173  ,3.95792,-2.02654 ,4.26   ,-2.08029  ,4.54661,-2.19195  ,4.82998,-2.39006  ,5.05157,-2.63267  ,5.15095,-2.89996    ,5.30456,-2.43493  ,5.5997 ,-1.99553 ,5.60572,-1.60685  ,5.44134,-1.36697  ,5.14792,-1.27001   ,4.80025,-1.24313  ,4.39102,-1.26444  ,3.96888,-1.32114  ,3.58259,-1.41301  ,3.19589,-1.54814 ,2.81853,-1.82675  ,-4.31537,1.38092   ,400,86803 ,46.737 ,11.3965,110.184,0
215,-2.03763   ,2.49491,-1.86091  ,2.82277,-1.77258  ,3.14115,-1.72     ,3.47307,-1.6891  ,3.85461,-1.68165  ,4.20439,-1.69689  ,4.5494 ,-1.74631  ,4.8626 ,-1.89837  ,5.18734,-2.1598  ,5.36109,-2.52092  ,5.41917,-2.83719    ,5.38679,-2.03763   ,2.49491,-2.10356  ,2.82593,-2.08557   ,3.14138,-2.06823   ,3.46456,-2.05758 ,3.81223,-2.05656  ,4.11442,-2.06666 ,4.40716,-2.09407  ,4.676  ,-2.1788   ,4.96467,-2.35138  ,5.13053,-2.59974  ,5.21672,-2.83719    ,5.38679,-2.36022  ,5.61702,-1.89394 ,5.56462,-1.56689  ,5.3439 ,-1.37589  ,4.9514 ,-1.31811   ,4.57962,-1.30644  ,4.17697,-1.32677  ,3.78319,-1.38409  ,3.38023,-1.47817  ,3.05456,-1.64432 ,2.74848,-1.8741   ,-4.30802,1.37851   ,403,87797 ,46.5289,9.39587,108.527,0
216,-2.88562   ,5.41315,-2.5396   ,5.40003,-2.19358  ,5.3869 ,-1.97251  ,5.12038,-1.75144 ,4.85387,-1.71759  ,4.50927,-1.68373  ,4.16465,-1.70187  ,3.81886,-1.72     ,3.47307,-1.82694 ,3.14372,-1.93388  ,2.81438,-2.04083    ,2.48505,-2.88562   ,5.41315,-2.54807  ,5.17679,-2.3241    ,5.12221,-2.23173   ,4.90536,-2.08523 ,4.71464,-2.09137  ,4.47255,-2.06585 ,4.15599,-2.08572  ,3.839  ,-2.09581  ,3.54269,-2.18111  ,3.25873,-2.26156  ,2.92078,-2.04083    ,2.48505,-1.60621  ,2.70799,-1.47278 ,3.02872,-1.34419  ,3.40345,-1.31802  ,3.79873,-1.30162   ,4.17332,-1.3438   ,4.54598,-1.41765  ,4.99311,-1.71328  ,5.33541,-2.06306  ,5.65159,-2.53114 ,5.62326,-1.71759  ,-4.74116,          ,   ,      ,       ,       ,       ,2
217,-2.68587   ,5.64784,-2.39611  ,5.46556,-2.10634  ,5.28328,-1.88778  ,5.0198 ,-1.66922 ,4.75632,-1.63575  ,4.41562,-1.60228  ,4.07493,-1.62021  ,3.73307,-1.63814  ,3.39121,-1.74386 ,3.06561,-1.84959  ,2.74001,-1.95532    ,2.41441,-2.68587   ,5.64784,-2.49739  ,5.30456,-2.27201   ,5.09436,-2.10849   ,4.83671,-1.95342 ,4.63776,-1.95401  ,4.38436,-1.92763 ,4.0675 ,-1.94704  ,3.75021,-1.95811  ,3.45049,-2.04542  ,3.16353,-2.12858  ,2.83061,-1.95532    ,2.41441,-1.57061  ,2.64942,-1.44231 ,2.96769,-1.31816  ,3.33192,-1.29339  ,3.71593,-1.27694   ,4.08237,-1.3175   ,4.44688,-1.38502  ,4.87487,-1.66706  ,5.20289,-1.94067  ,5.47221,-2.29483 ,5.62656,-1.63575  ,-4.83481,          ,   ,      ,       ,       ,       ,2
218,-2.68587   ,5.64784,-2.39611  ,5.46556,-2.10634  ,5.28328,-1.88778  ,5.0198 ,-1.66922 ,4.75632,-1.63575  ,4.41562,-1.60228  ,4.07493,-1.62021  ,3.73307,-1.63814  ,3.39121,-1.74386 ,3.06561,-1.84959  ,2.74001,-1.95532    ,2.41441,-2.68587   ,5.64784,-2.49739  ,5.30456,-2.27201   ,5.09436,-2.10849   ,4.83671,-1.95342 ,4.63776,-1.95401  ,4.38436,-1.92763 ,4.0675 ,-1.94704  ,3.75021,-1.95811  ,3.45049,-2.04542  ,3.16353,-2.12858  ,2.83061,-1.95532    ,2.41441,-1.57061  ,2.64942,-1.44231 ,2.96769,-1.31816  ,3.33192,-1.29339  ,3.71593,-1.27694   ,4.08237,-1.3175   ,4.44688,-1.38502  ,4.87487,-1.66706  ,5.20289,-1.94067  ,5.47221,-2.29483 ,5.62656,-1.63575  ,-4.83481,          ,   ,      ,       ,       ,       ,2
219,-2.83182   ,5.85326,-2.59909  ,5.60219,-2.36638  ,5.35113,-2.14782  ,5.08764,-1.92926 ,4.82416,-1.89579  ,4.48346,-1.86232  ,4.14277,-1.79117  ,3.80792,-1.72     ,3.47307,-1.73785 ,3.1312 ,-1.75571  ,2.78934,-1.77356    ,2.44747,-2.83182   ,5.85326,-2.73859  ,5.47289,-2.55531   ,5.18546,-2.36854   ,4.90456,-2.21346 ,4.7056 ,-2.21405  ,4.4522 ,-2.18392 ,4.09298,-2.11129  ,3.73989,-2.04442  ,3.44752,-2.05447  ,3.14774,-2.04864  ,2.80464,-1.77356    ,2.44747,-1.46278  ,2.77404,-1.42123 ,3.11467,-1.39558  ,3.49861,-1.47104  ,3.87595,-1.54073   ,4.19256,-1.57754  ,4.51473,-1.64506  ,4.94271,-1.9271   ,5.27072,-2.17745  ,5.51679,-2.4596  ,5.7315 ,-1.89579  ,-4.76696,          ,   ,      ,       ,       ,       ,2
220,-2.60025   ,5.93684,-2.52425  ,5.60305,-2.44824  ,5.26926,-2.22969  ,5.00578,-2.01112 ,4.7423 ,-1.97765  ,4.4016 ,-1.94419  ,4.06091,-1.87303  ,3.72606,-1.80186  ,3.39121,-1.81971 ,3.04934,-1.83757  ,2.70748,-1.85542    ,2.36561,-2.60025   ,5.93684,-2.70971  ,5.56082,-2.6736    ,5.15812,-2.4504    ,4.8227 ,-2.29532 ,4.62374,-2.29591  ,4.37033,-2.26578 ,4.01112,-2.19315  ,3.65803,-2.12628  ,3.36566,-2.13634  ,3.06587,-2.13051  ,2.72278,-1.85542    ,2.36561,-1.54464  ,2.69218,-1.50309 ,3.03281,-1.47745  ,3.41675,-1.5529   ,3.79409,-1.62259   ,4.1107 ,-1.6594   ,4.43287,-1.72693  ,4.86085,-2.00897  ,5.18886,-2.22289  ,5.38041,-2.33879 ,5.64528,-1.97765  ,-4.84883,          ,   ,      ,       ,       ,       ,2
221,-2.13545   ,2.38384,-1.93584  ,2.64583,-1.82317  ,2.96674,-1.81719  ,3.30266,-1.87431 ,3.66029,-1.97117  ,3.99064,-2.13433  ,4.35041,-2.30508  ,4.65657,-2.42891  ,4.96183,-2.48427 ,5.30141,-2.44362  ,5.68961,-2.33984    ,6.03164,-2.13545   ,2.38384,-2.08797  ,2.83898,-2.08183   ,3.21708,-2.15516   ,3.53516,-2.28462 ,3.82881,-2.43227  ,4.09544,-2.62107 ,4.43166,-2.78327  ,4.77502,-2.84448  ,5.13723,-2.81714  ,5.50581,-2.68446  ,5.84234,-2.33984    ,6.03164,-2.17978  ,5.63822,-2.15184 ,5.21206,-2.04376  ,4.89619,-1.87406  ,4.63382,-1.69454   ,4.35261,-1.54633  ,3.9852 ,-1.49236  ,3.60846,-1.49097  ,3.18867,-1.55131  ,2.82214,-1.74006 ,2.53391,-2.13776  ,-4.25405,1.29921   ,412,89938 ,47.4759,11.3592,113.154,0
