AgentID,turn_front_orientation_unwrapped
Larva_1,-1.3952791915772877
Larva_1,-0.16714742011319572
Larva_1,-4.515717247205487
Larva_1,8.995627662820084
Larva_1,7.767834081429157
Larva_1,-4.604934772528509
Larva_1,-7.616478791040834
Larva_1,7.345359239824802
Larva_1,-12.515663763722841
Larva_1,10.075539969390803
Larva_1,1.5656781642936153
Larva_1,10.991614234698659
Larva_1,-3.435889545285079
Larva_1,-0.00341123760733808
Larva_1,2.893396814745131
Larva_1,3.704426561829223
Larva_1,-0.45156057761556667
Larva_1,-3.9820362220758625
Larva_1,9.006696876526433
Larva_1,-2.302201005828863
Larva_1,9.21461952695995
Larva_1,6.376391365139199
Larva_1,2.6502517134995287
Larva_1,0.6731316594593864
Larva_1,-1.1124744383703273
Larva_1,-1.38614633866149
Larva_1,0.816211882386483
Larva_1,3.6145894159566865
Larva_1,-1.1382404834757267
Larva_1,15.632663287523371
Larva_1,10.633620010544917
Larva_1,31.53627171885921
Larva_1,2.268735119004077
Larva_1,-0.014672633696818593
Larva_1,-7.365590292913737
Larva_1,3.9776076411072268
Larva_1,-15.842299236506847
Larva_1,-4.527858095983902
Larva_1,5.920212441731849
Larva_1,-12.358929335762014
Larva_1,-0.6701510258002656
Larva_1,1.4994880120361813
Larva_1,-0.4677034737518966
Larva_1,4.942629887443218
Larva_1,11.866728903434478
Larva_1,-2.338190724844708
Larva_1,1.5996019560325294
Larva_1,-3.3170431767588866
Larva_1,5.046324178105749
Larva_1,-2.6297455055828323
Larva_1,-3.1164839927674564
Larva_1,-1.7185366052239601
Larva_1,7.976408648409347
Larva_1,5.270190200519977
Larva_1,-4.56091310444674
Larva_1,12.281135627117635
Larva_1,9.273172526591537
Larva_1,-2.3284863499796415
Larva_1,-0.04913452649657302
Larva_1,6.156566610220921
Larva_1,-15.251385450179896
Larva_1,2.525951688439818
Larva_1,13.739270536990603
Larva_1,-9.975125335506192
Larva_1,-27.269567511360833
Larva_1,25.89599598286452
Larva_1,11.723242837361454
Larva_1,15.893638126743781
Larva_1,9.78392359559848
Larva_1,-1.5599023905768945
Larva_1,2.0964736701857873
Larva_1,-1.7313525265423664
Larva_1,-7.954361367429897
Larva_1,1.5551031405106528
Larva_1,-14.045626550832026
Larva_1,-1.7912513252227882
Larva_1,3.788369225124825
Larva_1,-0.29224300862756536
Larva_1,8.24963887813152
Larva_1,0.8939815894707408
Larva_1,-0.6160841741265131
Larva_1,-0.5326521268142415
Larva_1,1.8358064820198194
Larva_1,16.162514791363833
Larva_1,-4.026996106121942
Larva_1,8.522292702357333
Larva_1,3.050257370579061
Larva_1,-6.7860867368473805
Larva_1,-12.077293973059284
Larva_1,-1.3132351281007004
