AgentID,rear_orientation_unwrapped_at_stride_start
Larva_1,808.381932508626
Larva_1,1154.3905465355103
Larva_1,920.8459729926643
Larva_1,619.3917112259032
Larva_1,943.7172150935994
Larva_1,1116.0831468677743
Larva_1,797.6718774250188
Larva_1,796.8238839380646
Larva_1,1158.462292471879
Larva_1,949.8840574650362
Larva_1,643.1861221724421
Larva_1,1041.7159109590366
Larva_1,1158.9101255127664
Larva_1,796.329490789185
Larva_1,1113.2274224047576
Larva_1,795.4320804456846
Larva_1,1144.6443518939047
Larva_1,604.0042047406317
Larva_1,1152.2933169010057
Larva_1,571.8346982910175
Larva_1,1150.2344048162938
Larva_1,1125.8558094380076
Larva_1,782.2453433578524
Larva_1,570.0960827793184
Larva_1,571.1061470058602
Larva_1,1021.8909262162211
Larva_1,1153.7454613280522
Larva_1,918.0368849710334
Larva_1,790.5594927237104
Larva_1,577.0123152702398
Larva_1,1153.4504769890007
Larva_1,1124.4714424227627
Larva_1,586.5135984358215
Larva_1,570.7357620848145
Larva_1,941.4633602725166
Larva_1,1017.048682835656
Larva_1,639.8221748135501
Larva_1,1141.1293888797775
Larva_1,628.5032699506463
Larva_1,628.6773993120124
Larva_1,1111.887397297062
Larva_1,1144.1020064107026
Larva_1,811.4658505319469
Larva_1,1012.2609652696623
Larva_1,627.0327324279231
Larva_1,956.9045288133516
Larva_1,620.2699260816511
Larva_1,1137.3824618482006
Larva_1,1107.6663785489066
Larva_1,822.4391147308281
Larva_1,961.8133089989431
Larva_1,815.8194995739502
Larva_1,800.2491093673156
Larva_1,627.5623595569814
Larva_1,628.0145418753134
Larva_1,807.7208757207086
Larva_1,1134.691990619581
Larva_1,954.874838594914
Larva_1,636.5621676631321
Larva_1,636.315965226283
Larva_1,1112.709372536714
Larva_1,957.1757987100023
Larva_1,1127.7386036372736
Larva_1,920.0547839543393
Larva_1,806.4171280561785
Larva_1,630.8075726641231
Larva_1,1111.3061910437434
Larva_1,1132.2541476622685
Larva_1,804.6302779345241
Larva_1,634.2359303602375
Larva_1,1140.7224922503692
Larva_1,571.5704407406496
Larva_1,779.4410750398439
Larva_1,686.5874096252363
Larva_1,680.1283587284632
Larva_1,674.3483048880796
Larva_1,720.0531321696059
Larva_1,1100.6708700562967
Larva_1,719.895683074729
Larva_1,1102.8814184245302
Larva_1,724.7699832603382
Larva_1,924.7872749156488
Larva_1,1104.6229829911604
Larva_1,731.1837417226315
Larva_1,1102.4296786219538
Larva_1,656.4008898615893
Larva_1,734.1258192489225
Larva_1,667.8688152804058
Larva_1,1110.8881697995519
Larva_1,1101.1615303209007
Larva_1,715.6486782309306
Larva_1,1105.7279129649355
Larva_1,706.1452249715003
Larva_1,706.2203529410928
Larva_1,712.703075923307
Larva_1,700.340760551454
Larva_1,1105.9309109192666
Larva_1,922.0600219040224
Larva_1,1103.6556224305602
Larva_1,696.4350843630493
Larva_1,713.6289566797518
Larva_1,696.2862306620871
Larva_1,1037.904280437101
Larva_1,1105.691971094457
Larva_1,688.5258262367792
Larva_1,919.6329616389562
Larva_1,1040.8710817643657
Larva_1,652.3696249533511
Larva_1,1119.136287933897
Larva_1,1115.7615818489217
Larva_1,917.9707631135445
Larva_1,601.3200306613884
Larva_1,1031.5773875674963
Larva_1,767.4112650862917
Larva_1,597.6915606475036
Larva_1,934.6834997988551
Larva_1,596.0158725342275
Larva_1,589.59789310166
Larva_1,937.7492832742917
Larva_1,775.3886906448053
Larva_1,584.7628508148225
Larva_1,1137.018719058557
Larva_1,1119.759583613299
Larva_1,919.3621851751362
Larva_1,646.0434255599964
Larva_1,765.0921755606072
Larva_1,611.1385380788619
Larva_1,739.8832673841451
Larva_1,743.6119791385181
Larva_1,643.6773233763245
Larva_1,1036.912938594976
Larva_1,1121.039779151062
Larva_1,749.3322010240495
Larva_1,601.902200485458
Larva_1,633.8232670776798
Larva_1,630.3913075994344
Larva_1,1120.5314771338892
Larva_1,1107.5539875726784
Larva_1,617.0845395517921
Larva_1,758.4531789134732
Larva_1,1127.113684969544
Larva_1,929.4785552512167
Larva_1,823.024999802463
Larva_1,709.8495728272953
Larva_1,987.3080891837125
Larva_1,1257.6082705223546
Larva_1,1289.343700007429
Larva_1,540.0953922256742
Larva_1,837.0952568739207
Larva_1,1077.6864199259169
Larva_1,566.1442181363016
Larva_1,547.4882827073809
Larva_1,830.7521310783635
Larva_1,567.8635510649902
Larva_1,914.3328766393489
Larva_1,576.6237379474385
Larva_1,1240.1422198183946
Larva_1,564.5114233520704
Larva_1,551.3377606971958
Larva_1,554.5752519344264
Larva_1,826.9954014817177
Larva_1,1078.7295539001886
Larva_1,547.1350383410193
Larva_1,577.702441656325
Larva_1,981.1193074494239
Larva_1,1296.3401647936266
Larva_1,586.4175807322769
Larva_1,532.0623328930557
Larva_1,844.3157343818488
Larva_1,1205.2564191916576
Larva_1,1301.3718098214085
Larva_1,1290.5784986828564
Larva_1,1143.6576900396383
Larva_1,1076.8537605968888
Larva_1,562.4428791186897
Larva_1,528.843068143535
Larva_1,994.7194200546338
Larva_1,532.2027875492813
Larva_1,1073.71976563183
Larva_1,533.5433244418317
Larva_1,1284.759689293414
Larva_1,530.0461290550335
Larva_1,1280.0455186420247
Larva_1,914.6223121720324
Larva_1,535.0450746651686
Larva_1,1075.2952049976489
Larva_1,539.6173671786711
Larva_1,842.319508205614
Larva_1,1288.0397135427334
Larva_1,529.5503629364053
Larva_1,993.8767610723098
Larva_1,1275.0661024194985
Larva_1,541.2532865343543
Larva_1,994.1503283679444
Larva_1,548.4366189148615
Larva_1,1051.346368486101
Larva_1,841.5704527595751
Larva_1,528.8682959144211
Larva_1,1267.4991077776142
Larva_1,552.3609981938474
Larva_1,1002.2505743571883
Larva_1,537.0527130634647
Larva_1,824.4389019851643
Larva_1,588.661539306874
Larva_1,910.2428254798253
Larva_1,1072.5939727009625
Larva_1,1183.0854593940762
Larva_1,608.8772154424855
Larva_1,969.8615577789517
Larva_1,1304.9594142412125
Larva_1,611.5032498020432
Larva_1,1162.419900775857
Larva_1,815.7523378897093
Larva_1,900.8394859695109
Larva_1,1047.5504025762611
Larva_1,814.255159056499
Larva_1,1054.938911727775
Larva_1,612.4445855882564
Larva_1,1145.4455880640571
Larva_1,1007.77807178854
Larva_1,995.5464892359556
Larva_1,1308.347011629711
Larva_1,814.7572733764924
Larva_1,1103.972362280239
Larva_1,612.5274222780123
Larva_1,1063.460487068875
Larva_1,965.4458094965005
Larva_1,615.8780998147244
Larva_1,998.1701175436557
Larva_1,915.9748457191288
Larva_1,617.3238750425542
Larva_1,1068.770634805492
Larva_1,1093.339931170362
Larva_1,998.9026098128528
Larva_1,974.2175384871261
Larva_1,976.3839723766959
Larva_1,596.7928204380283
Larva_1,1208.3568242087856
Larva_1,597.8348838461563
Larva_1,1007.7571008878239
Larva_1,819.8857650112633
Larva_1,599.2178746094282
Larva_1,526.0053840750886
Larva_1,1084.0552617277676
Larva_1,1204.7696008968014
Larva_1,514.4501969666231
Larva_1,602.073096065294
Larva_1,999.4570916234596
Larva_1,1301.9199284474998
Larva_1,480.6006733464263
Larva_1,814.9613627400228
Larva_1,603.9197990303106
Larva_1,911.783240527171
Larva_1,1197.154023482154
Larva_10,-303.7525973101717
Larva_10,-135.49908544755925
Larva_10,-307.06875968955046
Larva_10,-481.2086840490272
Larva_10,-261.4188772606706
Larva_10,-298.94235204200874
Larva_10,-327.82547792912453
Larva_10,-260.3282569333883
Larva_10,-288.974460106604
Larva_10,-472.0463162163671
Larva_10,-296.7291427615129
Larva_10,-304.2630066455818
Larva_10,-298.76150884532916
Larva_10,-304.45073417057057
Larva_10,-239.96265413809857
Larva_10,-301.5856060152279
Larva_10,-296.7628747126625
Larva_10,-298.3909245055379
Larva_10,-270.8972643099067
Larva_10,-251.37834227036333
Larva_10,-302.40984558518795
Larva_10,-309.86501053036955
Larva_10,-466.62936589842195
Larva_10,-315.19911732006295
Larva_10,-325.0870420894472
Larva_10,-334.5203997036719
Larva_10,-460.4765263627434
Larva_10,-334.5872479266434
Larva_10,-315.10761124912085
Larva_10,-460.3019257077834
Larva_10,-332.9539501263815
Larva_10,-524.2508094134001
Larva_10,-306.53526072919766
Larva_10,-323.6288006640836
Larva_10,-461.97512615721644
Larva_10,-520.8616213501517
Larva_10,-318.5037505732103
Larva_10,-326.0130383676315
Larva_10,-233.8275288216492
Larva_10,-317.74638343304264
Larva_10,-304.65483017377636
Larva_10,-470.7634199881928
Larva_10,-318.2057421109326
Larva_10,-143.16613044801238
Larva_10,-317.81559631704584
Larva_10,-485.53369176478833
Larva_10,-515.3843438997211
Larva_10,-317.56486926668987
Larva_10,-327.8288057906268
Larva_10,-461.5822115034398
Larva_10,-317.1652677515018
Larva_10,-530.3556707255738
Larva_10,-308.0977815469618
