AgentID,Rturn_front_orientation_unwrapped
Larva_100,-3.573089851822374
Larva_100,-0.8840158495800665
Larva_100,-0.47926862301582673
Larva_100,-28.329880617263484
Larva_100,-24.725340191970318
Larva_100,-12.5847213964675
Larva_100,-2.418588387570253
Larva_100,-3.038605334435175
Larva_100,-13.530876025307435
Larva_100,-79.3355036791223
Larva_100,-0.4872713027867803
Larva_100,-18.301969462085424
Larva_100,-109.7734186806482
Larva_100,-11.010063173779194
Larva_100,-11.108991849862832
Larva_100,-4.138864317967361
Larva_100,-4.572857991732889
Larva_100,-7.011223817820394
Larva_100,-16.682928558188337
Larva_100,-7.846748845351641
Larva_100,-6.4625794787644395
Larva_100,-3.5922872433170063
Larva_100,-0.3852684532185151
Larva_100,-4.284048434468163
Larva_100,-2.5877701624333724
Larva_100,-5.046110165000812
Larva_100,-0.7516533971631816
Larva_100,-33.998152265468605
Larva_100,-13.636603623380523
Larva_100,-5.956884718697978
Larva_100,-1.2445809675775763
Larva_100,-2.2755260208280674
Larva_100,-39.274323844642026
Larva_100,-5.409643257322507
Larva_100,-52.17942869940981
Larva_100,-2.856315828887489
Larva_100,-0.39293731960040645
Larva_100,-8.297969040751212
Larva_100,-0.6039076005192783
Larva_100,-0.328901407685521
Larva_100,-85.85358128532165
Larva_100,-25.64140643213915
Larva_100,-0.1461672324738288
Larva_100,-27.70357148156028
Larva_100,-0.7006449187791475
Larva_100,-3.117816670675552
Larva_100,-0.45259317859947146
Larva_100,-0.5172946340973681
Larva_100,-5.396055587464673
Larva_100,-28.3942760932334
Larva_100,-25.84330713563932
Larva_100,-1.970689286444781
Larva_100,-21.696441737886232
Larva_100,-10.65804062112042
Larva_100,-2.038053191084714
Larva_100,-8.913387158984818
Larva_100,-9.574362215145499
Larva_100,-12.140278286030991
Larva_100,-1.2227441909987036
Larva_100,-31.363687062606687
Larva_100,-4.22436559776024
Larva_100,-1.1466211101596437
Larva_100,-3.7342810331946055
Larva_100,-2.133010994539262
Larva_100,-3.0163615345584844
Larva_100,-3.2496052185711264
Larva_100,-21.98978927065346
Larva_100,-7.473453082157704
Larva_100,-12.000661182672587
Larva_100,-11.039167861317068
Larva_100,-0.7342123441035184
Larva_100,-4.509856835067467
Larva_100,-20.17534819821944
Larva_100,-37.656547828440985
Larva_100,-3.87735199889147
Larva_100,-0.08512269875265588
Larva_100,-7.928659639036198
Larva_100,-3.8436716424024553
Larva_100,-39.984836158795105
Larva_100,-0.5427546350824741
Larva_100,-12.132554019278103
Larva_100,-13.454615110870407
Larva_100,-4.49101324943166
Larva_100,-34.09315011091269
Larva_100,-17.474285638363938
Larva_100,-0.017841036399431687
Larva_100,-14.235515279275234
Larva_100,-26.43924687574261
Larva_100,-0.19493348599374372
Larva_100,-5.891973791809498
Larva_100,-9.480649535849977
Larva_100,-10.465574952285948
Larva_100,-2.334515286441487
Larva_100,-26.451812854986258
Larva_100,-2.493976113599615
Larva_100,-0.6713219513236481
Larva_100,-7.897475330319921
Larva_100,-1.1444938078242046
Larva_100,-1.9252465869883224
Larva_100,-1.5883609446482865
Larva_100,-2.5407019581197403
Larva_100,-29.717506203267277
Larva_100,-5.533861937977576
Larva_100,-17.585611470773046
Larva_100,-1.3187893857576682
Larva_100,-0.23543950330895314
Larva_100,-1.9963858683863736
Larva_100,-4.7462272098366896
Larva_100,-9.870060550546754
Larva_100,-0.1990846569919924
Larva_100,-14.228941005797907
Larva_100,-1.5776281681515911
Larva_100,-23.83376061856336
Larva_100,-13.955490574615283
Larva_100,-0.2707572154047213
Larva_100,-8.279793544072177
Larva_100,-23.94637783350447
Larva_100,-0.18631840821274182
Larva_100,-0.7709391965114207
Larva_100,-3.8148479411821654
Larva_100,-6.99088724828232
Larva_100,-3.6850591120184504
Larva_100,-31.225249260315792
Larva_100,-8.328483048812643
Larva_100,-28.346403707122448
Larva_100,-12.1066080948126
Larva_100,-2.117462368521842
Larva_100,-0.36167171918494034
Larva_100,-4.944821748230424
Larva_100,-10.532189188919062
Larva_100,-11.589819232917847
Larva_100,-71.98278081509596
Larva_100,-6.820776714359624
Larva_100,-9.806771515851977
Larva_100,-18.6228541656196
Larva_100,-80.49092435815383
Larva_100,-3.846536866191599
Larva_100,-4.015027264189428
Larva_100,-17.15824839656736
Larva_100,-13.77029393535264
Larva_100,-2.7125775366843072
Larva_100,-2.8731726688251555
Larva_100,-13.19072390594144
Larva_100,-7.925236882291571
Larva_100,-108.6877229307133
Larva_100,-85.34938055092664
