AgentID,stride_rear_orientation_unwrapped
Larva_1,3.083918023320848
Larva_1,4.123670476484676
Larva_1,-2.8090880216309415
Larva_1,-15.387506485271501
Larva_1,6.166842371436815
Larva_1,8.388295554988417
Larva_1,-2.239796979334187
Larva_1,0.8479934869542376
Larva_1,0.44783304088741716
Larva_1,4.990781129877746
Larva_1,-1.494776136811197
Larva_1,5.834491617224558
Larva_1,-14.265773618861658
Larva_1,3.919618578130553
Larva_1,2.8557244630167133
Larva_1,0.8974103435003826
Larva_1,-9.95236127432372
Larva_1,-17.490606304810285
Larva_1,2.097229634504629
Larva_1,-0.26425755036791543
Larva_1,3.5110565117583974
Larva_1,-6.096225824708654
Larva_1,8.31414936585793
Larva_1,1.738615511699095
Larva_1,-1.0100642265417719
Larva_1,9.68646135127517
Larva_1,-0.2949843390515525
Larva_1,1.3253002041028594
Larva_1,6.264391214354191
Larva_1,-6.276553185425314
Larva_1,-1.1571600879949528
Larva_1,1.384367015244834
Larva_1,-9.50128316558164
Larva_1,0.37038492104568377
Larva_1,2.2538548210827685
Larva_1,4.842243380565151
Larva_1,0.8976476896489203
Larva_1,2.972617530925163
Larva_1,-0.9409103936649217
Larva_1,-0.1741293613661128
Larva_1,-0.581206253318669
Larva_1,-6.719544562502051
Larva_1,4.353649042003326
Larva_1,4.787717565993717
Larva_1,1.6446668840893608
Larva_1,4.908780185591468
Larva_1,5.995593174260762
Larva_1,3.3400304021686225
Larva_1,4.2210187481555295
Larva_1,0.5858850716348343
Larva_1,3.63250049755743
Larva_1,6.619615156877899
Larva_1,7.471766353393036
Larva_1,0.4521823183320066
Larva_1,2.7930307888096877
Larva_1,-1.3037476645300785
Larva_1,-6.953386982307393
Larva_1,2.3009601150882872
Larva_1,3.260007150418005
Larva_1,0.24620243684910292
Larva_1,0.5180498680435903
Larva_1,-0.27126989665066503
Larva_1,4.515544024994824
Larva_1,0.7911890383250011
Larva_1,-1.7868501216544246
Larva_1,3.4283576961144036
Larva_1,1.4031814929705888
Larva_1,8.875241217509029
Larva_1,3.7516545741019627
Larva_1,2.08003486604548
Larva_1,2.9351977892690684
Larva_1,13.192410074172926
Larva_1,2.8042683180085533
Larva_1,1.9384166115428343
Larva_1,6.459050896773078
Larva_1,5.78005384038363
Larva_1,-0.15744909487682435
Larva_1,3.952112934863635
Larva_1,4.874300185609172
Larva_1,-2.2105483682335034
Larva_1,6.413758462293231
Larva_1,4.691280335567853
Larva_1,6.265186808391491
Larva_1,2.9420775262910865
Larva_1,-1.2681483010530883
Larva_1,11.467925418816435
Larva_1,5.757448135222603
Larva_1,2.13230650360083
Larva_1,8.248118134345077
Larva_1,2.494092109659505
Larva_1,4.40445393867526
Larva_1,0.20299795433106738
Larva_1,3.7043478557950493
Larva_1,-0.07512796959247225
Larva_1,0.9258807564448261
Larva_1,5.879592389638788
Larva_1,-0.2389398248096768
Larva_1,2.7272530116264306
Larva_1,2.07229053437527
Larva_1,3.905676188404641
Larva_1,2.0197215511788045
Larva_1,0.14885370096226325
Larva_1,2.9668013272646476
Larva_1,-2.8105526699266647
Larva_1,7.760404425307911
Larva_1,2.4270602650661885
Larva_1,0.844829194670865
Larva_1,4.0312649082381995
Larva_1,1.903491217165083
Larva_1,-8.207594276243299
Larva_1,1.662198525411668
Larva_1,1.55518672760536
Larva_1,5.335551027479596
Larva_1,7.977425558513573
Larva_1,3.628470013884794
Larva_1,3.0657834754365467
Larva_1,1.6756881132761237
Larva_1,6.417979432567449
Larva_1,3.714076998224982
Larva_1,4.052384395038644
Larva_1,4.835042286837506
Larva_1,13.215685757736765
Larva_1,-3.99800176437725
Larva_1,-1.3914220615916975
Larva_1,6.326199393354727
Larva_1,2.3190895256844897
Larva_1,5.94600147293022
Larva_1,3.7287117543729664
Larva_1,5.720221885531373
Larva_1,2.3661021836719556
Larva_1,0.9913418421251663
Larva_1,-0.5083020171728094
Larva_1,9.12097788942367
Larva_1,9.236337593403846
Larva_1,9.85405629864465
Larva_1,3.4319594782454033
Larva_1,6.582207835654799
Larva_1,-5.124308950724526
Larva_1,13.306768047642322
Larva_1,6.638996647134036
Larva_1,2.956761528658035
Larva_1,5.2049445476384335
Larva_1,-8.267726425970523
Larva_1,2.85350309601165
Larva_1,6.842239184231971
Larva_1,9.890837255259612
Larva_1,1.234798675427328
Larva_1,-3.042679162209538
Larva_1,4.475195885654443
Larva_1,1.0431339742717682
Larva_1,1.7193329286886865
Larva_1,-7.392890481706672
Larva_1,6.343125795557171
Larva_1,8.760186882448238
Larva_1,-2.54963611217795
Larva_1,1.0787037088865645
Larva_1,17.466050703960036
Larva_1,1.6327947842311232
Larva_1,-3.8494779898148863
Larva_1,-3.2374912372306426
Larva_1,3.756729596645755
Larva_1,5.325707827578981
Larva_1,-0.529139693533125
Larva_1,8.71513907595181
Larva_1,6.188781734288568
Larva_1,5.031645027781906
Larva_1,2.2439585745971726
Larva_1,15.072705447963585
Larva_1,1.1729504997325648
Larva_1,34.88580062673691
Larva_1,0.5481186260913091
Larva_1,5.761666110770193
Larva_1,1.787898024418837
Larva_1,0.8326593290280471
Larva_1,2.0685442333807487
Larva_1,3.6973356524207475
Larva_1,-0.8426589823239965
Larva_1,-3.3597194057463184
Larva_1,3.133994965058946
Larva_1,1.5017502233368987
Larva_1,3.28002424931924
Larva_1,2.1566584942478357
Larva_1,4.714170651389395
Larva_1,-0.2894355326834557
Larva_1,4.572292513502475
Larva_1,-1.5754393658189656
Larva_1,1.6359193556831997
Larva_1,1.9962261762346998
Larva_1,1.303986464695754
Larva_1,0.4957661186281257
Larva_1,1.6697281636458001
Larva_1,4.979416222526197
Larva_1,7.183332380507181
Larva_1,0.5690916866893758
Larva_1,3.9243792789859526
Larva_1,3.592543241673866
Larva_1,0.7490554460389376
Larva_1,0.6820670219842668
Larva_1,7.566994641884321
Larva_1,10.081880924842267
Larva_1,5.506526530635597
Larva_1,-8.184417149043611
Larva_1,2.5564994965534424
Larva_1,8.13128113115431
Larva_1,4.379486692207024
Larva_1,2.701232296686385
Larva_1,14.068564088077665
Larva_1,2.626034359557707
Larva_1,4.355980708174457
Larva_1,3.387597388498534
Larva_1,0.9413357862131306
Larva_1,20.665558618219166
Larva_1,-0.7909751496865738
Larva_1,9.403339510314481
Larva_1,3.795965909839879
Larva_1,1.4971788332103415
Larva_1,8.52157534110006
Larva_1,0.08283668975593628
Larva_1,16.97431271179994
Larva_1,4.4828934811222325
Larva_1,2.6236283077000735
Larva_1,1.7003885856390752
Larva_1,-0.5021143199934386
Larva_1,3.6940162686676103
Larva_1,3.3506775367120554
Larva_1,5.310147736616955
Larva_1,4.415748282451204
Larva_1,1.445775227829813
Larva_1,0.7324922691971096
Larva_1,4.079938235210534
Larva_1,1.8616676157699885
Larva_1,3.8233378954705586
Larva_1,10.632431109876961
Larva_1,0.5544818106068305
Larva_1,2.166433889569703
Larva_1,4.7353350727280485
Larva_1,1.0420634081280014
Larva_1,-3.1004050171279687
Larva_1,1.3829907632718914
Larva_1,0.02097090071617913
Larva_1,4.553136973901019
Larva_1,2.855221455865717
Larva_1,6.056948817967054
Larva_1,9.28466944259435
Larva_1,3.5872233119841894
Larva_1,11.555187108465475
Larva_1,1.846702965016675
Larva_1,2.793482733728638
Larva_1,3.039485793712629
Larva_1,33.84952362019686
Larva_1,4.924402271240524
Larva_1,4.957416412174894
Larva_1,4.191605191957819
Larva_1,7.615577414647532
Larva_10,-4.3451842367900895
Larva_10,-7.667045000453129
Larva_10,2.80575304396865
Larva_10,-5.234676502244781
Larva_10,-9.478387049236062
Larva_10,2.1794773293462413
Larva_10,-0.7084543995675858
Larva_10,-1.2592695757927004
Larva_10,-14.778137203567724
Larva_10,-9.162367832660152
Larva_10,-2.1779535026832377
Larva_10,2.6774006303539295
Larva_10,0.3705843397912645
Larva_10,2.0408885853826177
Larva_10,-11.415688132264762
Larva_10,2.643253973219146
Larva_10,-1.9986341326666661
Larva_10,1.6617817440250064
Larva_10,-18.07719579669731
Larva_10,-8.949914663024941
Larva_10,2.150573673684164
Larva_10,5.210180356593185
Larva_10,-5.416950317945123
Larva_10,-10.813921047568556
Larva_10,-6.98814159560925
Larva_10,1.5664495772903706
Larva_10,-1.1056851406963801
Larva_10,3.2631505947820187
Larva_10,-9.979430840326359
Larva_10,-0.17460065495998833
Larva_10,9.32514946229793
Larva_10,3.3891880632484117
Larva_10,-8.57235051992319
Larva_10,5.1250500908732874
Larva_10,1.6732004494330113
Larva_10,5.47727745043062
Larva_10,0.7573671401676734
Larva_10,-8.574209559011877
Larva_10,-6.1351253164493755
Larva_10,-0.4593586778899521
Larva_10,-1.8804305554212988
Larva_10,8.788293830976386
Larva_10,0.3901457938867452
Larva_10,-12.792402920438718
Larva_10,0.25072705035597664
Larva_10,14.770271776595507
Larva_10,29.850652134932773
Larva_10,7.699858736320323
Larva_10,-6.6915939130450965
Larva_10,-3.838029889533857
Larva_10,-10.663538039125001
Larva_10,6.104861312173625
