AgentID,front_orientation_unwrapped_at_Rturn_stop
Larva_1,201.12929699736253
Larva_1,183.72261672495932
Larva_1,836.9009190751394
Larva_1,749.4840564150487
Larva_1,902.1550386092761
Larva_1,436.9623189412298
Larva_1,625.3099807840589
Larva_1,649.8798720786078
Larva_1,766.7826812202617
Larva_1,832.0149944725287
Larva_1,899.8420805885314
Larva_1,469.7387212286359
Larva_1,742.6184987670088
Larva_1,434.7863952249517
Larva_1,157.1652769644627
Larva_1,701.5924160841384
Larva_1,587.8278915947086
Larva_1,449.73899155126264
Larva_1,589.356398048645
Larva_1,274.1222662915667
Larva_1,193.53009626025582
Larva_1,654.5898728048451
Larva_1,681.7100635264998
Larva_1,318.94996025940605
Larva_1,414.49206006301887
Larva_1,468.1612405096548
Larva_1,470.0630492786706
Larva_1,217.93976318658758
Larva_1,247.58191654872857
Larva_1,195.70076012691143
Larva_1,255.46072623898024
Larva_1,257.8543045812351
Larva_1,760.1595942148631
Larva_1,368.9001316437886
Larva_1,244.57944712240976
Larva_1,450.71174224104027
Larva_1,900.6713689602449
Larva_1,429.84359922952876
Larva_1,622.5214318857833
Larva_1,546.6185445128166
Larva_1,358.94182273983057
Larva_1,378.8627638162053
Larva_1,748.1299740460861
Larva_1,237.08828892796475
Larva_1,642.4917081114945
Larva_1,196.59135597713316
Larva_1,752.1946035890544
Larva_1,467.4448528868805
Larva_1,197.6878191119241
Larva_1,438.4151147499511
Larva_1,609.6082785845415
Larva_1,232.3481084232491
Larva_1,727.9928124053807
Larva_1,412.3647066166281
Larva_1,752.6822589006348
Larva_1,442.34378706720935
Larva_1,275.8539655922918
Larva_1,460.91218598628274
Larva_1,677.187723518348
Larva_1,410.281347748437
Larva_1,351.0413747561362
Larva_1,191.59897411737862
Larva_1,190.04777078136425
Larva_1,238.5301791989697
Larva_1,905.551480720101
Larva_1,566.8105820119758
Larva_1,921.8536211925697
Larva_1,767.4063716201604
Larva_1,227.8411074303671
Larva_1,947.7912283425327
Larva_1,325.68370082268274
Larva_1,907.6574536463296
Larva_1,594.188953647087
Larva_1,547.8264491161565
Larva_1,243.8369919022858
Larva_1,277.19581816284585
Larva_1,439.80895741899377
Larva_1,712.9939485919674
Larva_1,769.5634775678074
Larva_1,926.861507334775
Larva_1,192.96119028441302
Larva_1,331.6275715355276
Larva_1,217.16758078368073
Larva_1,246.44865431713123
Larva_1,456.54777684157415
Larva_1,380.27086144314336
Larva_1,772.2141298650815
Larva_1,296.9990196049214
Larva_1,709.3475682182213
Larva_1,905.5300052049267
Larva_1,412.8722657403113
Larva_1,541.5946214451745
Larva_1,305.4305234588499
Larva_1,730.2436054982583
Larva_1,834.0519209739672
Larva_1,744.7771415182425
Larva_1,736.1917517862229
Larva_1,155.355506190764
Larva_1,569.7207143103501
Larva_1,435.78890472926776
Larva_1,137.13105960004637
Larva_1,312.09055668378363
Larva_1,717.4752774725404
Larva_1,542.1251911606449
Larva_1,351.144450527248
Larva_1,466.5672481116543
Larva_1,767.6072839053312
Larva_1,570.2230152542824
Larva_1,352.2423412374735
Larva_1,678.4619651597195
Larva_1,242.08064596130623
Larva_1,716.9260810027952
Larva_1,582.1733044551373
Larva_1,740.7421991295231
Larva_1,537.2990643175664
Larva_1,450.49259975341425
Larva_1,762.7071106783228
Larva_1,457.2457452436215
Larva_1,595.6528406183573
Larva_1,435.06766395979946
Larva_1,354.2481299497474
Larva_1,542.1728442761091
Larva_1,453.97592505410717
Larva_1,747.4137048578441
Larva_1,907.7700966039183
Larva_1,355.4727980343635
Larva_1,768.8133934236448
Larva_1,678.3799896079366
Larva_1,140.0338662033797
Larva_1,740.0612995449052
Larva_1,188.7642498518062
Larva_1,834.6961672991123
Larva_1,320.64699209765047
Larva_1,438.0111299399106
Larva_1,935.2030636476047
Larva_1,146.54265189742662
Larva_1,292.78642329074006
Larva_1,190.69857788472004
Larva_1,479.1254622275865
Larva_1,254.02404589913272
Larva_1,410.13959016473217
Larva_1,681.429228675203
Larva_1,633.8399869667301
Larva_1,134.248536368292
Larva_1,445.85175967215906
Larva_1,137.63050208122775
Larva_1,291.0137598294528
Larva_1,551.7849204799489
Larva_1,318.92761113197497
Larva_1,722.1581663082299
Larva_1,717.6729871612123
Larva_1,609.0604763818352
Larva_1,195.3451004881366
Larva_1,748.7994208530957
Larva_1,767.7513927290387
Larva_1,696.9807851153876
Larva_1,131.8186998707072
Larva_1,280.893084044071
Larva_1,233.77150177616628
Larva_1,943.6559905291599
Larva_1,321.244508242865
Larva_1,785.86088679934
Larva_1,184.59200719501652
Larva_1,257.38712061651523
Larva_1,724.7892340721346
Larva_1,748.8346080408684
Larva_1,904.6445627960312
Larva_1,196.86735651451224
Larva_1,442.95769967374287
Larva_1,775.7989169740613
Larva_1,248.21149374001905
Larva_1,636.9117779047406
Larva_1,355.70412315302406
Larva_1,441.40337115873393
Larva_1,728.2291336516778
Larva_1,434.95519059773187
Larva_1,452.85394140759524
Larva_1,619.1267447769322
Larva_1,175.7499538024554
Larva_1,446.91735267577087
Larva_1,709.9893232669632
Larva_1,450.838374057039
Larva_1,384.3817837532141
Larva_1,835.5017154057795
Larva_1,905.7737183696172
Larva_1,196.00078415290648
Larva_1,436.84995607792916
Larva_1,716.8452158271717
Larva_1,540.9413830251676
Larva_1,719.7327111160225
Larva_1,237.7307708016169
Larva_1,464.9881372994136
Larva_1,779.4817019857061
Larva_1,468.707378044756
Larva_1,339.63800061396114
Larva_1,717.585571458414
Larva_1,912.7379775555469
Larva_1,237.97849670607215
Larva_1,275.5988719665978
Larva_1,129.0292875058042
Larva_1,678.4952574104965
Larva_1,366.06611476520817
Larva_1,592.6209412458136
Larva_1,728.5209777631405
Larva_1,600.5518144921452
Larva_1,442.0001739576775
Larva_1,724.0279684945872
Larva_1,765.128029054704
Larva_1,323.45796203000754
Larva_1,188.42173879224177
Larva_1,335.9885937473896
Larva_1,186.3248770200954
Larva_1,226.95488520543785
Larva_1,364.2022662654533
Larva_1,229.0618447932966
Larva_1,634.5185433906082
Larva_1,732.5920300555302
Larva_1,764.7175425959512
Larva_1,585.4114610430462
Larva_1,432.1841400071096
Larva_1,235.83440435182078
Larva_1,651.7289495732308
Larva_1,717.2322191339848
Larva_1,413.5043401653081
Larva_1,750.6362901200795
Larva_1,546.9403350674318
Larva_1,726.5780278150062
Larva_1,236.05177539753188
Larva_1,338.6939268473693
Larva_1,629.9310674003375
Larva_1,543.6920015202081
Larva_1,849.3884289163916
Larva_1,254.42631789750297
Larva_1,585.1625037825547
Larva_1,793.2479193656955
Larva_1,260.6322692413255
Larva_1,905.0451015277345
Larva_1,197.40448189046936
Larva_1,774.8242165256328
Larva_1,438.79092231624406
Larva_1,754.0065062570732
Larva_1,182.7236197642789
Larva_1,199.68849670710156
Larva_1,582.1186965555837
Larva_1,324.36855871800003
Larva_1,734.1366029876492
Larva_1,597.7264694093338
Larva_1,942.2369374063366
Larva_1,718.1445129134177
Larva_1,734.5452045067209
Larva_1,235.04420620129775
Larva_1,679.137121351327
Larva_1,553.3092119839755
Larva_1,190.16338692789228
Larva_1,121.38158729454514
Larva_1,541.0444572524237
Larva_1,169.7229803433849
Larva_1,396.13948805399616
Larva_1,361.2948307974103
Larva_1,745.9922984797616
Larva_1,355.8842329676542
Larva_1,357.51668759836554
Larva_1,542.4286916953134
Larva_1,631.9086070444386
Larva_1,413.9859861465034
Larva_1,139.9121859779336
Larva_1,322.2512415849939
Larva_1,655.3960679800998
Larva_1,678.1468582258958
Larva_1,723.9845548718029
Larva_1,247.31931039202485
Larva_1,241.22200142669956
Larva_1,352.6192528138832
Larva_1,764.8529265964528
Larva_1,153.3042888578571
Larva_1,922.3646390489153
Larva_1,269.9166560440879
Larva_1,199.46949963319975
Larva_1,773.4241890366526
Larva_1,213.30665162607076
Larva_1,678.9649309156825
Larva_10,-52.25687106281552
Larva_10,107.64447065509222
Larva_10,148.1319930613956
Larva_10,-83.66976687709008
Larva_10,32.195139027258186
Larva_10,140.6500169083376
Larva_10,81.40011659292516
Larva_10,47.838259238607364
Larva_10,83.96404800300463
Larva_10,-0.3785154234636126
Larva_10,95.21708184657818
Larva_10,48.27971532040326
Larva_10,-59.62085968426002
Larva_10,96.34397610670285
Larva_10,-177.26883313435005
Larva_10,117.91132181840005
