AgentID,front_orientation_unwrapped_at_stride_stop
Larva_1,726.5780278150062
Larva_1,543.428643006149
Larva_1,323.32692447891475
Larva_1,414.1077958596901
Larva_1,293.53374076467446
Larva_1,384.75753809380996
Larva_1,399.1805119887252
Larva_1,318.94996025940605
Larva_1,682.107142279314
Larva_1,757.2871936731633
Larva_1,415.91636832410416
Larva_1,274.1222662915667
Larva_1,306.5380101259131
Larva_1,314.0036965123709
Larva_1,768.863867167409
Larva_1,726.4156360535311
Larva_1,298.42221335526517
Larva_1,415.79906862260543
Larva_1,771.3105393162456
Larva_1,575.4418796853804
Larva_1,435.06766395979946
Larva_1,353.6295361463597
Larva_1,637.491851353843
Larva_1,909.6290802760162
Larva_1,927.6126625505557
Larva_1,134.54947111890488
Larva_1,467.44823888068925
Larva_1,724.5918922846373
Larva_1,224.15206732192217
Larva_1,136.727003409842
Larva_1,474.1635563853568
Larva_1,228.85123484943264
Larva_1,540.5168687993863
Larva_1,238.68382547104255
Larva_1,906.8268890659674
Larva_1,202.6540470124766
Larva_1,134.42605284613867
Larva_1,131.0196850854262
Larva_1,461.7425647184134
Larva_1,739.5596918921834
Larva_1,214.05150678194664
Larva_1,236.88798576893373
Larva_1,636.9117779047406
Larva_1,929.301143584177
Larva_1,227.5369025592177
Larva_1,199.8952180239279
Larva_1,480.59287810613
Larva_1,906.1500760791863
Larva_1,938.0936293465545
Larva_1,936.8953977933782
Larva_1,792.2381382911512
Larva_1,716.1600990795843
Larva_1,200.0737690566121
Larva_1,169.7229803433849
Larva_1,624.2399845317334
Larva_1,156.5779207168514
Larva_1,718.29971497841
Larva_1,193.80779782285595
Larva_1,915.915852872016
Larva_1,153.57181384474458
Larva_1,919.1093142498463
Larva_1,541.6753663546249
Larva_1,203.71231494539185
Larva_1,716.9684146042284
Larva_1,200.06719119062834
Larva_1,469.9629785605651
Larva_1,924.9800200638083
Larva_1,145.17411342476353
Larva_1,634.7668123907888
Larva_1,906.4581433416748
Larva_1,208.5610085570477
Larva_1,638.1113935388624
Larva_1,192.35440743432358
Larva_1,703.6569698598955
Larva_1,469.24028291656333
Larva_1,140.8445991782623
Larva_1,907.2489243541132
Larva_1,191.86098738559207
Larva_1,653.307205201661
Larva_1,142.83940982091042
Larva_1,456.54777684157415
Larva_1,238.38880386840202
Larva_1,551.3561221360185
Larva_1,716.2133767336486
Larva_1,842.2825346214655
Larva_1,237.565478124403
Larva_1,610.8086110999285
Larva_1,947.9819329412294
Larva_1,237.83965194864052
Larva_1,854.3030030727331
Larva_1,450.101667682169
Larva_1,548.1757579754606
Larva_1,685.7591613126996
Larva_1,447.70666972898067
Larva_1,712.3358178356303
Larva_1,242.1780980563544
Larva_1,839.1939551311787
Larva_1,652.0974752671585
Larva_1,636.1094366883943
Larva_1,956.5287524901793
Larva_1,447.09913089111484
Larva_1,745.8901369716702
Larva_1,250.1710743344183
Larva_1,719.0289385504309
Larva_1,611.153397713587
Larva_1,247.44686133526923
Larva_1,633.7521633804039
Larva_1,550.6758988579227
Larva_1,248.21149374001905
Larva_1,720.0955518558358
Larva_1,743.9198315072571
Larva_1,637.3154810809775
Larva_1,619.1267447769322
Larva_1,626.237256580083
Larva_1,244.92246460492746
Larva_1,921.2443259318768
Larva_1,251.7175164625368
Larva_1,649.6558587915204
Larva_1,450.838374057039
Larva_1,249.19318840530735
Larva_1,197.6548965462875
Larva_1,748.8407586583354
Larva_1,863.1004478330789
Larva_1,196.50689438086513
Larva_1,254.72292668818363
Larva_1,651.6100332960843
Larva_1,949.9278123060787
Larva_1,196.8296192004903
Larva_1,450.93012029741396
Larva_1,238.7405706586019
Larva_1,549.0340782282243
Larva_1,857.4575696825316
Larva_10,77.48100466549566
Larva_10,181.15367584209147
Larva_10,45.86477890389493
Larva_10,-134.16519581347984
Larva_10,38.56784636881463
Larva_10,46.71097707289271
Larva_10,35.12426705368415
Larva_10,72.76561060685773
Larva_10,44.644131369227644
Larva_10,-133.9208241266034
Larva_10,41.417288160760094
Larva_10,81.16853747466705
Larva_10,87.15313158045981
Larva_10,92.84127989273817
Larva_10,89.06711192181601
Larva_10,56.19717455802105
Larva_10,53.891149636772795
Larva_10,39.15909028838235
Larva_10,43.57945818340362
Larva_10,80.2445646421849
Larva_10,-5.073553286613846
Larva_10,34.64718420640689
Larva_10,-151.52174905479933
Larva_10,20.409039279388047
Larva_10,24.435126802127947
Larva_10,50.74209025990812
Larva_10,-115.6519917629231
Larva_10,38.33679776657221
Larva_10,26.411085058743655
Larva_10,-98.13910146655101
Larva_10,36.59062690976181
Larva_10,-168.57671577171809
Larva_10,0.5167258166217739
Larva_10,37.270935310566415
Larva_10,-103.36846809432566
Larva_10,-69.00996075751823
Larva_10,45.29893387340247
Larva_10,36.43465898207042
Larva_10,85.4901769482289
Larva_10,39.003513111219696
Larva_10,30.42160116107584
Larva_10,-96.4026776895564
Larva_10,34.70112773166053
Larva_10,151.88319623088628
Larva_10,80.24569002722225
Larva_10,-102.91666973027239
Larva_10,-91.27520386448424
Larva_10,64.4239535636405
Larva_10,27.183420095946907
Larva_10,-94.23691686533428
Larva_10,29.80063635453045
Larva_10,-175.476922161617
Larva_10,50.82932600910659
Larva_10,43.513999211827276
Larva_10,85.17841506547667
Larva_10,-88.12240774307588
Larva_10,58.296308826400285
Larva_10,80.59318341025565
Larva_10,-176.35901147449232
Larva_10,-104.73574149399747
Larva_10,198.79382471658874
Larva_10,215.08490099658997
Larva_10,53.481543994116414
Larva_10,85.34032617038514
Larva_10,48.23277060014196
Larva_10,14.2105588100703
Larva_10,-102.35070080127197
Larva_10,182.48702377903763
Larva_10,8.832372124430416
Larva_10,-149.91675623139392
Larva_10,17.818440767464267
Larva_10,16.804668350427693
Larva_10,-110.90004539816557
Larva_10,-142.55005642821365
Larva_10,11.134636157806078
Larva_10,17.791430145117644
Larva_10,5.362598792148587
Larva_10,39.32187025375199
Larva_10,38.952229841139946
Larva_10,164.58162056675673
Larva_10,81.93306365568039
Larva_10,109.41962022433572
Larva_10,125.22991043380101
Larva_10,124.15648362612964
Larva_10,-49.304625551394324
Larva_10,-101.75264635742037
Larva_10,135.52840025059075
Larva_10,-93.39747579566217
Larva_10,128.19102239414605
Larva_10,-92.26497820616208
Larva_10,120.38403767201002
Larva_10,-99.97506868900237
Larva_10,133.5048516571361
Larva_10,-109.72830614537548
Larva_10,-24.477619087787
Larva_10,146.7125856102403
Larva_10,122.7123550267965
Larva_10,105.7408543500432
Larva_10,138.39567685084978
Larva_10,-144.64753037540635
Larva_10,95.12307400799604
Larva_10,-92.71455539637762
Larva_10,151.43838542233652
Larva_10,144.82160147811578
Larva_10,141.26766485839659
Larva_10,-92.78704311481758
Larva_10,146.83962048716256
Larva_10,64.86900111637874
Larva_10,176.27398893858884
Larva_10,180.35387123349773
Larva_10,-89.17857696185645
Larva_10,183.32869060120086
Larva_10,204.72909011891448
Larva_10,-114.49334651491175
Larva_10,73.3779302303658
Larva_10,179.99096152748933
Larva_10,178.88818334796235
Larva_10,85.727450760713
Larva_10,-8.625328060694319
Larva_10,-29.961742153588002
Larva_10,147.45080114376574
Larva_10,135.12654326908012
Larva_10,-66.77687235613304
Larva_10,-51.00631583673778
Larva_10,-75.77155866480511
Larva_10,-83.66976687709008
Larva_10,-83.1623177653106
Larva_10,232.4535691580578
Larva_10,-92.83707158647421
Larva_10,-12.189655188170969
Larva_10,229.66476042924253
Larva_10,244.0761788445365
Larva_10,-53.28589076917545
Larva_10,104.11835185237639
Larva_10,-65.07779274383499
Larva_10,95.27343137003034
Larva_10,64.26855329776056
Larva_10,-76.76806698748761
Larva_10,-9.363566858376068
Larva_10,218.06408792823615
Larva_10,-63.156972085011674
Larva_10,162.867282068923
Larva_10,-149.9846365345457
Larva_10,-30.25684229182264
Larva_10,249.18926089239434
Larva_10,117.9218668373706
Larva_10,157.78146939862867
Larva_10,103.21703384817192
Larva_10,-29.32022122951518
Larva_10,-141.08520964790145
Larva_10,137.5277361153611
Larva_10,-132.52282508082266
Larva_10,130.27104084677475
Larva_10,-148.67618844734645
Larva_10,79.05150074783701
Larva_10,-139.51647459539834
Larva_10,-13.015935466845875
Larva_10,195.19251778069165
Larva_10,-49.05848038590458
Larva_10,-101.76181615438614
Larva_10,257.0304643649385
Larva_10,-122.09510140367385
Larva_10,114.67073314466242
Larva_10,-136.77583265761572
Larva_10,82.77229742481289
Larva_10,-130.75869142336603
Larva_10,83.45925536320627
Larva_10,93.26869497520875
Larva_10,10.294155567318896
Larva_10,85.12706004443898
Larva_10,91.51419300423653
Larva_10,224.1088360447298
Larva_10,101.95001841816776
Larva_10,3.5271886621443898
Larva_10,87.1762161980704
Larva_10,73.50765849461699
Larva_10,-140.1650855902921
Larva_10,53.803627422951855
Larva_10,125.64942846720557
Larva_10,-139.28589056501636
Larva_10,26.32833618515507
Larva_10,-139.6257594581837
Larva_10,98.81611142931318
Larva_10,-69.92006979678601
Larva_10,116.71557224006762
Larva_10,96.961107584702
Larva_10,47.727124117658825
Larva_10,149.88638555096273
Larva_10,-88.41291350653752
Larva_10,138.47123860423383
Larva_10,150.97972584931506
Larva_10,-61.99907492300594
Larva_10,144.63830918296586
Larva_10,129.68204789007194
Larva_10,78.96946358379564
Larva_10,62.15482804139776
Larva_10,-157.5550126782977
Larva_10,41.62846469695031
Larva_10,7.441040189694525
Larva_10,-146.5531034282632
Larva_10,-90.82119428511142
Larva_10,-202.30139243694043
Larva_10,65.8471947413699
Larva_10,113.47105458565416
Larva_10,134.5870092343433
Larva_10,153.25593581092727
Larva_10,95.71534303793526
Larva_10,162.33084953743145
Larva_10,-158.82893639388342
Larva_10,115.13202759002954
Larva_10,129.56123481292693
Larva_10,128.95443188293697
Larva_10,154.4138181959182
Larva_10,135.26154653506634
Larva_10,-97.19561311488371
Larva_10,114.91820391846927
Larva_10,118.26448751292058
Larva_10,-97.05510289376572
Larva_10,122.70314883195805
Larva_10,177.89995295004616
Larva_10,108.67419947593979
Larva_10,-157.30442646098257
Larva_10,-177.12916639210047
Larva_10,127.77118537937228
Larva_10,92.27820569715689
Larva_10,126.00217952069102
Larva_10,84.71559266841653
Larva_10,100.74039892840148
Larva_10,113.85367904935637
Larva_10,104.27376462258479
Larva_10,-182.63934678870547
Larva_10,-183.75333351759545
Larva_10,-182.56720836186088
Larva_10,113.05163320236713
Larva_10,15.832895974853182
Larva_100,-214.46261409149957
Larva_100,-222.04748066685218
Larva_100,-217.74534578713198
Larva_100,-220.75091993963926
Larva_100,-204.50590414502275
Larva_100,-241.03862629360643
Larva_100,-213.79402734312833
Larva_100,-217.25527988974756
Larva_100,-187.68187633934508
Larva_100,-221.19902452250054
Larva_100,-244.24118260887317
Larva_100,-193.17636661069702
Larva_100,-194.93035837010453
Larva_100,-178.73883879419196
Larva_100,-218.30243570996558
Larva_100,-217.5260308343531
Larva_100,-230.8667184303639
Larva_100,-205.07173561405136
Larva_100,-222.2622119524507
Larva_100,-197.25066717111685
Larva_100,-130.68760563479324
Larva_100,-131.82621392175082
Larva_100,-123.11815943293145
Larva_100,-112.68990191412678
Larva_100,-129.16575959813267
Larva_100,-123.51183418451458
Larva_100,-108.37850550975314
Larva_100,-104.18645591788135
Larva_100,-130.01997109816574
Larva_100,-81.84832051505005
Larva_100,-95.15250332102904
Larva_100,-92.86779944827867
Larva_100,-97.93247536410726
Larva_100,-97.90074313606661
Larva_100,-84.22794978241551
Larva_100,-143.01733580926395
Larva_100,-148.52046798349943
Larva_100,-134.24370759145836
Larva_100,-127.81351173860654
Larva_100,-111.43520759178311
Larva_100,-7.3347650670599736
Larva_100,-120.63876701230316
Larva_100,-123.84211544071097
Larva_100,-122.74714807194432
Larva_100,-115.07827211312744
Larva_100,8.361223196811
Larva_100,-79.178418686901
Larva_100,-38.66584162037798
Larva_100,-31.31642530011681
Larva_100,-24.97288387749753
Larva_100,-58.69554618578985
Larva_100,-92.80723767252937
Larva_100,-23.423148036190845
Larva_100,-27.723098620015644
Larva_100,-36.40395197506428
Larva_100,5.6748596572927115
Larva_100,-40.15025961392728
Larva_100,-34.02693549672141
Larva_100,-92.70037637238656
Larva_100,-40.082739124395026
Larva_100,-42.333420043063086
Larva_100,-24.392822847530315
Larva_100,-24.669083169254264
Larva_100,-31.92109525536127
Larva_100,-18.688727487006723
Larva_100,-18.696319795126335
Larva_100,-41.78929885657286
Larva_100,-60.574554523218744
Larva_100,-45.062325821805466
Larva_100,-57.807910039582076
Larva_100,-44.75008641264969
Larva_100,-42.295597111988485
Larva_100,-119.89615247744088
Larva_100,-194.34499388198233
Larva_100,-194.1670740736418
Larva_100,-139.30995799071565
Larva_100,-174.12294980918807
Larva_100,-177.76940542483317
Larva_100,-127.84301175556526
Larva_100,-143.26925336352636
Larva_100,-137.60964547524082
Larva_100,-208.87736880773036
Larva_100,-214.1936154814596
Larva_100,-216.6424120363564
Larva_100,-199.1508910313579
Larva_100,-226.28396111605213
Larva_100,-161.0408753038647
Larva_100,-222.10047616002888
Larva_100,-218.41533110119386
Larva_100,-215.45841974788488
Larva_100,-215.86461206005876
Larva_100,-212.42837305738183
Larva_100,-248.5312209104208
Larva_100,-252.2229254538852
Larva_100,-255.00784083832121
Larva_100,-235.73506110008458
Larva_100,-233.52164779583615
Larva_100,-238.34382884855938
Larva_100,-269.586504886934
Larva_100,-207.6301385753288
Larva_100,-220.1930827480068
Larva_100,-177.2077804045542
Larva_100,-158.0277497398192
Larva_100,-183.0006235102373
Larva_100,-184.408714786425
Larva_100,-191.006839444955
Larva_100,-166.69915135590088
Larva_100,-163.30129731040338
Larva_100,-168.7434567710281
Larva_100,-132.04024895377992
Larva_100,-181.69500473068257
Larva_100,-179.06464373222548
Larva_100,-153.07948133313826
Larva_100,-163.10811019231215
Larva_100,-169.15305388442047
Larva_100,-175.9041308743894
Larva_100,-172.52349893698317
Larva_100,-185.12997628404196
Larva_100,-138.85295856268016
Larva_100,-220.4490925289951
Larva_100,-194.96334205257278
Larva_100,-172.10638879035574
Larva_100,-180.2741981506844
Larva_100,-201.988214037796
Larva_100,-154.71151165469598
Larva_100,-167.5181985123441
Larva_100,-175.61622805309645
Larva_100,-148.26159877211884
Larva_100,-199.7913826856228
Larva_100,-40.33514400026739
Larva_100,-345.94234931219455
Larva_100,-249.6736991743034
Larva_100,-311.3658908833757
Larva_100,-339.7389424232922
Larva_100,-337.04555342121296
Larva_100,-338.8289278767775
Larva_100,-164.29124454521096
Larva_100,-369.2092674333255
Larva_100,-361.9715927430042
Larva_100,-315.58936902356845
Larva_100,-358.0411265272963
Larva_100,-251.46563067075436
Larva_100,-330.17231947257716
Larva_100,39.36063856360453
Larva_100,-360.8199608858653
Larva_100,-319.6478045840976
Larva_100,-321.3202726964318
Larva_100,-343.96397200549194
Larva_100,-360.00315899732715
Larva_100,-304.62098728019214
Larva_100,-259.89394611691137
Larva_100,-232.44620763968715
Larva_100,-342.5571133259286
Larva_100,37.85674368571582
Larva_100,-351.9089696163675
Larva_100,-333.46512578338394
Larva_100,-352.96928470751965
Larva_100,-171.81432123366704
Larva_100,-343.7566270075527
Larva_100,-180.30776348477897
Larva_100,-319.40933302249965
Larva_100,-340.3174704716465
Larva_100,-328.51546579641786
Larva_100,-326.080723359486
Larva_100,-341.3274139553635
Larva_100,-352.01304183029185
Larva_100,-175.56569627665425
Larva_100,-348.28948656558697
Larva_100,-335.14567223031986
Larva_100,-258.1686700315772
Larva_100,-355.64475287871494
Larva_100,-329.93904698320426
Larva_100,-320.07761947723105
Larva_100,-322.0160586508797
Larva_100,-317.93581685126725
Larva_100,-350.7719792163174
Larva_100,-255.46307498119404
Larva_100,-317.43104180258064
Larva_100,-326.02634686202964
Larva_100,-257.7134988606882
Larva_100,-343.1662570221219
Larva_100,-356.58475515126287
Larva_100,-327.075195351405
Larva_100,-356.19501783284085
Larva_100,-441.19595473081915
Larva_100,-333.20491526108407
Larva_100,-194.98402079396388
Larva_100,-331.548464193716
Larva_100,60.22692618330528
Larva_100,-250.17423596033154
Larva_100,-357.87458123349495
Larva_100,-331.78313303443775
Larva_100,-433.15934278897504
Larva_100,-319.71064127031707
Larva_100,-341.70011310987866
Larva_100,-341.4934853005427
Larva_100,-343.2309040863253
Larva_100,-334.0440955799961
Larva_100,-317.901016786832
Larva_100,-356.65966488284187
Larva_100,14.89528906611172
Larva_100,-221.73806132964253
Larva_100,-351.8468969950365
Larva_100,-348.29745132086
Larva_100,-357.51610233626997
Larva_100,25.585972894265023
Larva_100,-253.39166885809345
Larva_100,-337.3875275648957
Larva_101,309.2939342936604
Larva_101,439.38980212738556
Larva_101,477.7986438334996
Larva_101,199.7496221755199
Larva_101,452.1771379985029
Larva_101,499.3778192427252
Larva_101,226.08158534568446
Larva_101,218.41204304933444
Larva_101,398.78757430272947
Larva_101,473.2176363519627
Larva_101,463.5507915256888
Larva_101,195.11942208702396
Larva_101,428.8779129348577
Larva_101,421.2594520285691
Larva_101,190.3210202793317
Larva_101,304.81019606020277
Larva_101,214.56665270323688
Larva_101,452.9853222054648
Larva_101,186.67839714238428
Larva_101,205.9253399057071
Larva_101,399.1761807659497
Larva_101,411.699100239399
Larva_101,446.0228907704537
Larva_101,461.64422315784464
Larva_101,449.47414749395153
Larva_101,424.9297154621468
Larva_101,477.128864918494
Larva_101,357.61714576949265
Larva_101,184.87476845739326
Larva_101,324.45491145656746
Larva_101,475.8662131962396
Larva_101,483.6287413837697
Larva_101,204.0211082969852
Larva_101,450.8887079738035
Larva_101,216.94775811020875
Larva_101,245.57839042886116
Larva_101,262.3855410928227
Larva_101,446.6988428080982
Larva_101,501.78626824335004
Larva_101,233.38858188823593
Larva_101,278.25298552966785
Larva_101,248.70349995013257
Larva_101,503.32395670929435
Larva_101,449.042562512034
Larva_101,276.90400081553634
Larva_101,291.14797780509565
Larva_101,479.59291566814994
Larva_101,523.2213390656974
Larva_101,277.08860063369485
Larva_101,321.0121696138873
Larva_101,335.0098210817729
Larva_101,273.73924893510565
Larva_101,531.0330954594477
Larva_101,423.0885070244807
Larva_101,482.9913904995705
Larva_101,439.1776626720551
Larva_101,314.89104352362926
Larva_101,301.92282930759444
Larva_101,440.14893016526685
Larva_101,317.0947741568464
Larva_101,272.2136434936109
Larva_101,274.32091519810075
Larva_101,287.81548840211866
Larva_101,504.4337515891307
Larva_101,448.0815400665669
Larva_101,231.81206562759365
Larva_101,451.2566539364273
Larva_101,382.33995380461226
Larva_101,236.63355673633055
Larva_101,455.58747270899903
Larva_101,293.9124221712257
Larva_101,385.7545808028093
Larva_101,541.0487147834043
Larva_101,244.65474328766308
Larva_101,415.3988756232748
Larva_101,532.677079194876
Larva_101,239.96901246133712
Larva_101,314.07369312602634
Larva_101,457.67485986663974
Larva_101,442.66016925634005
Larva_101,314.087124977543
Larva_101,513.2333885472946
Larva_101,235.10712200925198
Larva_101,326.66003972659155
Larva_101,318.6953691628395
Larva_101,532.1320008104701
Larva_101,244.62850402365385
Larva_101,312.8287560569747
Larva_101,254.4255988672096
Larva_101,323.74890464311386
Larva_101,488.75700459061363
Larva_101,436.3643560256167
Larva_101,268.862905762808
Larva_101,289.7396310684278
Larva_101,258.827999710188
Larva_101,187.00666085632366
Larva_101,378.87786270991654
Larva_101,367.3080414365041
Larva_101,182.41780673084278
Larva_101,396.6576987674568
Larva_101,311.0355437259704
Larva_101,590.2812309735388
Larva_101,161.82445830078788
Larva_101,145.42386702940402
Larva_101,389.46421541158065
Larva_101,418.09822932325756
Larva_101,580.5745506382414
Larva_101,130.114510698544
Larva_101,406.22258295411444
Larva_101,567.0872036823047
Larva_101,352.318128238615
Larva_101,492.88938670054284
Larva_101,110.86590963539007
Larva_101,309.57031923866646
Larva_101,101.23537908471457
Larva_101,363.69693132907304
Larva_101,588.4230585424526
Larva_101,91.93809267643888
Larva_101,92.70801569926999
Larva_101,474.78204201661464
Larva_101,279.9952667890039
Larva_101,363.44842766492934
Larva_101,435.5825796564674
Larva_101,113.1979465912881
Larva_101,406.74993767960734
Larva_101,156.51486210473195
Larva_101,362.6913751812087
Larva_101,591.5700624450185
Larva_101,366.2978024150824
Larva_101,500.5668569911364
Larva_101,630.93298064336
Larva_101,333.7963338609808
Larva_101,645.8611797613344
Larva_101,397.1914217254525
Larva_101,322.4931452761148
Larva_101,499.26218777092754
Larva_101,424.76995145445636
Larva_101,422.1767159068837
Larva_101,648.8564418577268
Larva_101,364.0434770541241
Larva_101,303.2340312230416
Larva_101,382.8939177610954
Larva_101,319.16596955869267
Larva_101,153.31481574403557
Larva_101,412.24891208124944
Larva_101,156.2353331889719
Larva_101,369.1868838713287
Larva_101,489.2836545599358
Larva_101,576.2176826601097
Larva_101,160.18859059039755
Larva_101,313.9843442221747
Larva_101,373.154979067444
Larva_101,142.8905142072861
Larva_101,401.13118407838255
Larva_101,157.22068362357768
Larva_101,411.31948218778086
Larva_101,428.8164441840388
Larva_101,95.68907578400837
Larva_101,592.5106838262549
Larva_101,385.9200315202189
Larva_101,409.4872641419214
Larva_101,158.0772757643226
Larva_101,570.5347476979576
Larva_101,600.4127863596501
Larva_101,418.5464738478183
Larva_101,440.3986986563343
Larva_101,174.36092348721252
Larva_101,303.9809567545276
Larva_101,156.97695798051328
Larva_101,406.14298632958867
Larva_101,413.2721527578098
Larva_101,186.23550268953343
Larva_101,363.01584510669073
Larva_101,300.9619475473126
Larva_101,411.90637076197146
Larva_101,405.1498948821246
Larva_101,486.87125854623105
Larva_101,196.32128332839793
Larva_101,432.1202765130011
Larva_101,212.4031527018426
Larva_101,445.78695531917504
Larva_101,485.8262215173051
Larva_101,188.81716280649522
Larva_101,367.8346692681066
Larva_101,438.0793193095879
Larva_101,178.29257342983772
Larva_101,179.4845417230781
Larva_101,154.99471962928286
Larva_101,313.8181562224303
Larva_101,450.5933484566657
Larva_101,274.8494478930775
Larva_101,421.90314754645135
Larva_101,96.04808714331423
Larva_101,466.7649832793386
Larva_101,536.6166549167552
Larva_101,62.95850683490139
Larva_101,301.32158813284843
Larva_101,419.1677609748942
Larva_101,98.5771049425
Larva_101,468.4956678082994
Larva_101,137.4783144296475
Larva_101,354.8909559927343
Larva_101,569.1347610315164
Larva_101,466.16642205499244
Larva_101,402.294886674203
Larva_101,317.00835578903764
Larva_101,444.8503496345624
Larva_102,865.3902233797194
Larva_102,806.0932701214625
Larva_102,832.3172853356045
Larva_102,767.5191028349692
Larva_102,356.9868269770207
Larva_102,367.2179939195044
Larva_102,913.8794447827092
Larva_102,368.57000713906154
Larva_102,886.583802770836
Larva_102,355.39760593408926
Larva_102,365.21356655776304
Larva_102,365.38949947498685
Larva_102,780.2652692530913
Larva_102,366.17111776099676
Larva_102,787.0938041262241
Larva_102,804.6016060252671
Larva_102,773.3397614459782
Larva_102,789.4690005185973
Larva_102,796.1532800738033
Larva_102,652.5027760185417
Larva_102,677.0889758032152
Larva_102,365.5063122422869
Larva_102,772.084617866023
Larva_102,218.28658405021562
Larva_102,771.1301734085772
Larva_102,813.5392040173001
Larva_102,771.209930000646
Larva_102,357.5364914569829
Larva_102,363.49472548388974
Larva_102,181.09820761370992
Larva_102,811.2334214238283
Larva_102,797.9620656963774
Larva_102,352.78566376945105
Larva_102,356.3077929122325
Larva_102,328.1564346261066
Larva_102,133.13654814151798
Larva_102,296.39050284884274
Larva_102,175.87848867426382
Larva_102,171.50710185164715
Larva_102,166.54670230063732
Larva_102,165.61522471958864
Larva_102,170.48896965025008
Larva_102,178.75923898053304
Larva_102,159.4558377317375
Larva_102,166.40665614348225
Larva_102,234.66758975558074
Larva_102,126.93701193564647
Larva_102,197.37067113952412
Larva_102,175.65033956102974
Larva_102,150.40187052762232
Larva_102,231.2414373850855
Larva_102,171.83188304842022
Larva_102,80.27963467110051
Larva_102,241.51065856825733
Larva_102,122.9703014409001
Larva_102,174.88791109983447
Larva_102,172.96662438833303
Larva_102,296.6491963908008
Larva_102,134.66329020253846
Larva_102,285.18785090009874
Larva_102,171.0437629811335
Larva_102,174.52098896901146
Larva_102,276.55671835727327
Larva_102,182.97183699816662
Larva_102,189.95906210381503
Larva_102,174.01320028845586
Larva_102,269.69848651615797
Larva_102,162.11022704874952
Larva_102,152.84814946915986
Larva_102,162.10049028457905
Larva_102,293.35974962059913
Larva_102,172.78428152143076
Larva_102,175.17103805462466
Larva_102,175.13741120063622
Larva_102,174.53336443883867
Larva_102,180.8079081487399
