AgentID,front_orientation_unwrapped_at_Lturn_stop
Larva_1,125.77345920127308
Larva_1,760.4271180957116
Larva_1,157.8308755753871
Larva_1,939.2836311190081
Larva_1,144.00212701340013
Larva_1,703.6569698598955
Larva_1,157.04388594189703
Larva_1,192.0885088422098
Larva_1,744.0843373435779
Larva_1,716.8749251518144
Larva_1,229.37270904123753
Larva_1,171.6601684822028
Larva_1,213.34250608509737
Larva_1,694.4752575613049
Larva_1,142.44374921384986
Larva_1,742.6564894930741
Larva_1,732.6353322103927
Larva_1,719.6492500550341
Larva_1,177.38445570978735
Larva_1,142.83940982091042
Larva_1,686.3843458512602
Larva_1,719.0289385504309
Larva_1,193.85961932343096
Larva_1,136.0267462664877
Larva_1,720.48552082686
Larva_1,195.22971808173497
Larva_1,684.9213350415469
Larva_1,757.6224174210379
Larva_1,196.82592077453398
Larva_1,919.1093142498463
Larva_1,231.65619256557468
Larva_1,653.7429502328425
Larva_1,907.4009966888689
Larva_1,748.9142561797692
Larva_1,200.24325050553188
Larva_1,731.6885439896434
Larva_1,235.77112013041113
Larva_1,729.055509898057
Larva_1,229.14508916050275
Larva_1,937.2352670074407
Larva_1,196.8296192004903
Larva_1,637.8321811792512
Larva_1,635.1040702031501
Larva_1,744.6137950059546
Larva_1,752.9729486838002
Larva_1,236.89952146597633
Larva_1,724.6819970753133
Larva_1,196.50689438086513
Larva_1,201.49200654740966
Larva_1,635.054624158481
Larva_1,240.629893224652
Larva_1,742.4005268261953
Larva_1,938.6083810781124
Larva_1,742.9133193639029
Larva_1,198.13285165514893
Larva_1,203.41298415869485
Larva_1,656.6003511149646
Larva_1,753.6365062043187
Larva_1,772.1414430946737
Larva_1,196.11251743503382
Larva_1,635.1559323768929
Larva_1,716.5140560019782
Larva_1,948.2637883561877
Larva_1,781.111019523824
Larva_10,-105.74853821955287
Larva_10,130.97448067703885
Larva_10,6.394084966530841
Larva_10,58.57394630880292
Larva_10,53.891149636772795
Larva_10,-63.00653758438929
Larva_10,-82.98904145832279
Larva_10,-151.91644727878742
Larva_10,-90.65489218031314
Larva_10,129.80097635446188
Larva_10,150.97972584931506
Larva_10,86.82711121894563
Larva_10,148.19901752973078
Larva_10,115.57705421036087
Larva_10,-181.35075732473825
Larva_10,132.8083432509939
Larva_10,84.80206439121679
Larva_10,109.95613001610337
Larva_10,134.4635451543734
Larva_10,-136.8020304367197
Larva_10,-91.59182419816065
Larva_10,46.148114492478946
Larva_10,111.01299992291409
Larva_10,256.95341820307704
Larva_10,110.58114288278887
Larva_10,176.46091881293904
Larva_10,190.21722816785572
Larva_10,-90.53137494030256
Larva_10,17.82489331776731
Larva_10,-101.51456130620696
Larva_10,46.86580074258913
Larva_10,113.05163320236713
Larva_10,43.21677886587368
Larva_10,48.93923380396486
Larva_10,232.8750978534256
Larva_10,32.06233824016638
Larva_10,-82.05769788833122
Larva_10,27.384263405726223
Larva_10,-80.9569101727866
Larva_10,159.32629713575915
Larva_10,155.38837206584097
Larva_10,230.45069071290814
Larva_10,-146.67964176779904
Larva_10,114.93605254127162
Larva_10,95.28767947025695
Larva_10,1.0301684493653034
Larva_10,27.183420095946907
Larva_10,98.47192949159773
Larva_10,-179.8261020768683
Larva_10,-174.1256891741504
Larva_10,-185.63679212896128
Larva_10,92.20316482533818
Larva_10,85.77852420342303
Larva_10,42.90125397707671
Larva_10,-146.1540871562894
Larva_10,-75.57718748386992
Larva_10,35.92158472211833
Larva_10,82.77229742481289
Larva_10,101.95001841816776
Larva_10,308.61731135717747
Larva_10,-87.16079931310801
Larva_10,80.24569002722225
Larva_10,-81.8641995042579
Larva_10,35.26374277832963
Larva_10,-42.5545675404704
Larva_10,116.71557224006762
Larva_10,-182.73667853484113
Larva_10,19.056207970594063
Larva_10,51.63570734715768
Larva_10,-88.9640332691324
Larva_10,64.53203487759359
Larva_10,85.82147157611759
Larva_10,-190.09937918362584
Larva_10,-92.71455539637762
Larva_10,221.72352354466673
Larva_10,41.83253355122064
Larva_10,-177.96089669807145
Larva_10,40.50303344381519
Larva_10,-137.8566003936857
Larva_10,188.8455851036511
Larva_10,89.09670298545852
Larva_10,-178.90257060945072
Larva_10,40.16034382531572
Larva_10,-91.63237522699644
Larva_10,18.82264278590185
Larva_10,-178.61348525893754
Larva_10,112.82921494870554
Larva_10,87.15313158045981
Larva_10,-48.03649309937118
Larva_10,-143.42522175656464
Larva_10,108.67419947593979
Larva_10,160.9409541194458
Larva_10,-29.97527547128028
Larva_10,-57.88316767914043
Larva_10,255.1924818533027
Larva_10,-143.9580425213281
Larva_10,181.59815892349525
Larva_10,133.8568382776776
Larva_10,98.57577664832264
Larva_10,-85.26826127595413
Larva_10,-49.75234193378656
Larva_10,-144.64753037540635
Larva_10,129.0413050063849
Larva_10,79.4093190839231
Larva_10,200.3440198344446
Larva_10,65.13143126524113
Larva_10,135.8658551660045
Larva_10,179.77423531428957
Larva_10,-134.79608304578016
Larva_10,26.32833618515507
Larva_10,207.77781584507346
Larva_10,-94.0902560971031
Larva_10,-133.60035118194028
Larva_10,-92.18095543740438
Larva_10,210.5633566611975
Larva_10,183.78337072209453
Larva_10,87.39028859652338
Larva_10,125.78468066173743
Larva_10,80.2445646421849
Larva_10,124.15648362612964
Larva_10,151.77740812630998
Larva_10,150.16063615494153
Larva_10,-63.367054404871055
Larva_10,-94.02500145592225
Larva_10,-12.4691223314211
Larva_10,-1.6648431790412481
Larva_10,-121.90749214663248
Larva_10,-29.32022122951518
Larva_10,-49.42626732160008
Larva_10,266.52724898801046
Larva_10,39.85189053314497
Larva_10,-22.073754689557372
Larva_10,166.1339798563598
Larva_10,180.5198412149358
Larva_10,142.77441656244847
Larva_10,-79.40344819958412
Larva_10,132.23605539868893
Larva_10,139.09596274959532
Larva_10,43.68450052232712
Larva_10,-137.49870750839239
Larva_10,130.1731755175038
Larva_10,-87.84274984384908
Larva_10,-57.046340234876986
Larva_10,140.17920118682446
Larva_10,73.3779302303658
Larva_10,44.737109178136045
Larva_10,-50.885256033697864
Larva_10,65.35818651110907
Larva_10,108.27414164388928
Larva_10,-94.23691686533428
Larva_10,164.9351809121521
Larva_10,-80.37832106381454
Larva_10,53.20271077096477
Larva_10,149.99361059948012
Larva_10,137.43315207854167
Larva_10,14.2105588100703
Larva_10,195.19251778069165
Larva_10,162.22235734732268
Larva_10,-99.41656659163944
Larva_10,105.71358374367517
Larva_10,90.33214104157481
Larva_10,91.73755519192974
Larva_10,131.32933624113156
Larva_10,66.58777295856487
Larva_10,-95.27557910693058
Larva_10,220.46995450958212
Larva_10,-123.73209027824542
Larva_10,43.72772027143113
Larva_10,54.76988887966701
Larva_10,-176.9637549619031
Larva_10,262.7182209605064
Larva_10,-91.99641094595522
Larva_10,165.453507231715
Larva_10,42.860665444362134
Larva_10,169.02062152050868
Larva_10,-92.90384916312811
Larva_10,42.28037787493431
Larva_10,-127.45098185576792
Larva_10,46.23593753301885
Larva_10,-97.41125141493892
Larva_10,241.24723780722496
Larva_10,137.7057532658454
Larva_10,-128.4460968785187
Larva_10,153.88373557498414
Larva_10,36.75376019805357
Larva_10,157.1830028980016
Larva_10,11.742356123016274
Larva_10,120.28713683206861
Larva_10,85.27391721033507
Larva_10,-128.95816825152932
Larva_10,7.696034424136667
Larva_10,38.527012325045064
Larva_10,-135.9507742200203
Larva_10,38.89170228852718
Larva_10,120.34177440476277
Larva_10,85.57551769927248
Larva_10,125.02438562825715
Larva_10,-135.7032219272205
Larva_10,36.43465898207042
Larva_10,122.70314883195805
Larva_10,-97.05510289376572
Larva_10,39.36296292772046
Larva_10,195.64554596531156
Larva_10,142.60186693292897
Larva_10,35.92719370608228
Larva_10,26.08735576251731
Larva_10,-133.12815868038618
Larva_10,164.99518067968478
Larva_100,-321.04145033656823
Larva_100,-194.90563666110648
Larva_100,-192.87590363192092
Larva_100,-7.102517707054272
Larva_100,-152.6355890060301
Larva_100,30.146359351652993
Larva_100,-13.356852414436762
Larva_100,-437.85651609488536
Larva_100,-129.6735624535436
Larva_100,-319.09548927559206
Larva_100,-314.7128510774544
Larva_100,-333.1313220992497
Larva_100,-30.8485952968927
Larva_100,-179.22673948941184
Larva_100,-333.52701880365703
Larva_100,27.323037897137798
Larva_100,-229.70342927490918
Larva_100,-33.732618386088205
Larva_100,7.109194845526115
Larva_100,-318.8396619486592
Larva_100,-197.5110384833902
Larva_100,-322.38144122327856
Larva_100,-26.86487158494315
Larva_100,-343.2309040863253
Larva_100,-22.121240866883095
Larva_100,-98.88988359586865
Larva_100,-18.531203832093524
Larva_100,-71.69916250092953
Larva_100,-38.847441180712764
Larva_100,-39.395490619773845
Larva_100,-88.11785907199409
Larva_100,-104.57182402068007
Larva_100,-299.1670751361868
Larva_100,-334.91924026557245
Larva_100,-32.62238360000613
Larva_100,-75.16182531872299
Larva_100,-368.42280706546694
Larva_100,-130.2391463693002
Larva_100,-338.28411315438916
Larva_100,-134.86647866806993
Larva_100,-97.65431552569264
Larva_100,-337.46447836969594
Larva_100,-323.5659134439222
Larva_100,-121.72813773752955
Larva_100,-45.76050838194841
Larva_100,-339.324261904323
Larva_100,-432.7834888055204
Larva_100,-37.791720227597565
Larva_100,-43.95690773026027
Larva_100,-115.18950289868717
Larva_100,-50.14494801082412
Larva_100,-112.85783274384369
Larva_100,-40.235000176462535
Larva_100,-122.74714807194432
Larva_100,-122.75178318727092
Larva_100,-331.2789470348446
Larva_100,-125.97572155004269
Larva_100,-8.126587000849202
Larva_100,-14.032085972046431
Larva_100,-103.18302739243889
Larva_100,-31.13032873756027
Larva_100,-30.164386858833524
Larva_100,-122.88532834011781
Larva_100,-360.00315899732715
Larva_100,-25.76298840474989
Larva_100,-4.476646675691281
Larva_100,-161.44992209331429
Larva_100,-357.7485299890209
Larva_100,-130.08963395582177
Larva_100,-341.89198463205634
Larva_100,-181.1015518862124
Larva_100,-178.85555074032317
Larva_100,-357.90645473023636
Larva_100,-147.195392428388
Larva_100,-327.5936911450096
Larva_100,-145.5353499895607
Larva_100,-171.5320943580064
Larva_100,-328.442591925273
Larva_100,31.27901072573562
Larva_100,-147.48106179650333
Larva_100,-92.80723767252937
Larva_100,-146.81252636244508
Larva_100,-166.69915135590088
Larva_100,-140.40194299433813
Larva_100,-166.57598881430746
Larva_100,-184.408714786425
Larva_100,-108.7823795098923
Larva_100,-111.43520759178311
Larva_100,-118.36946616019954
Larva_100,-36.694076331701616
Larva_100,-91.68299853414672
Larva_100,-357.26239970520794
Larva_100,4.365440320658863
Larva_100,-40.02961050124874
Larva_100,-197.53635348316104
Larva_100,-197.0950282608122
Larva_100,-188.6342420352472
Larva_100,-191.8196641270079
Larva_100,-348.29745132086
Larva_100,-180.7374296811192
Larva_100,-27.434288781982506
Larva_100,-180.88154127538417
Larva_100,-22.55330111894702
Larva_100,-343.0830650924351
Larva_100,-95.15250332102904
Larva_100,-350.84209777622596
Larva_100,-215.78229500266764
Larva_100,-196.11940451512706
Larva_100,-208.0086406512055
Larva_100,-208.82521496133126
Larva_100,-190.54123305874302
Larva_100,-189.295811514618
Larva_100,43.57528717419273
Larva_100,-410.2770224310813
Larva_100,-196.89065824716317
Larva_100,-310.92495307162983
Larva_100,39.36063856360453
Larva_100,-252.20780748664754
Larva_100,-334.45870681495285
Larva_100,-221.92508536916858
Larva_100,-334.2201386915871
Larva_100,-221.76547697250894
Larva_100,-196.48615361321342
Larva_100,-329.3433941363877
Larva_100,-193.72290781512538
Larva_100,-213.76672926101617
Larva_100,-135.87135269473015
Larva_100,-137.60964547524082
Larva_100,-249.55171346643365
Larva_100,-135.40818815586974
Larva_100,-322.55735398637574
Larva_100,-147.92232014177105
Larva_100,-211.99396023625525
Larva_100,-207.05095031739353
Larva_100,-147.50787277028732
Larva_100,-217.74534578713198
Larva_100,-324.4671483500984
Larva_100,-223.00472476519343
Larva_100,-216.19733309621367
Larva_100,-411.6252751565159
Larva_100,-203.9653087668773
Larva_100,-318.57770336527136
Larva_100,-319.01787200000047
Larva_100,-354.12251756035306
Larva_100,-208.10334201041024
Larva_100,-206.01216271936994
Larva_100,-219.8557176749265
Larva_100,-252.00737210755784
Larva_100,-328.1400210473097
Larva_100,-317.19616097946965
Larva_100,-217.90083639825747
Larva_100,-228.72486633454716
Larva_100,-231.0350895685592
Larva_100,37.537706752678936
Larva_100,-225.9502656759122
Larva_100,-233.26459895067026
Larva_100,-247.74102139326146
Larva_100,-220.1409846358868
Larva_100,-231.90242385612873
Larva_100,-219.61327696608996
Larva_100,-219.5217097001439
Larva_100,-336.87688051670006
Larva_100,-317.6906314013918
Larva_100,-326.0021304290035
Larva_100,-335.2292330973689
Larva_100,-243.07969209929507
Larva_100,-246.66782284534062
Larva_100,-356.73190576168173
Larva_100,-337.85130350543886
Larva_100,53.54908314620544
Larva_100,-329.35292930863255
Larva_100,-207.02030060869748
Larva_100,-327.9768068489801
Larva_100,-202.37423475966253
Larva_100,-214.22100502705473
Larva_100,-234.2814863117441
Larva_100,-215.41472220134608
Larva_100,-342.8272127529482
Larva_100,-214.458858138227
Larva_100,-221.01617661058293
Larva_100,-212.42837305738183
Larva_100,-326.2530319527497
Larva_100,-194.14721506306722
Larva_100,-143.07501874238295
Larva_100,-197.25066717111685
Larva_100,-352.59387841876946
Larva_100,-173.40816544080565
Larva_100,-314.99038715604684
Larva_100,-162.82418926930927
Larva_100,-318.8455656389708
Larva_100,-287.33322201185473
Larva_100,66.25220754527138
Larva_100,-219.72835368019662
Larva_100,-139.1526984269997
Larva_100,-178.73883879419196
Larva_100,-157.14316892892705
Larva_100,-318.2744398905784
Larva_100,-211.87054665574533
Larva_100,-168.0034393178238
Larva_100,-352.426891783765
Larva_100,-194.02585295679046
Larva_100,-185.91619321124293
Larva_100,-334.0440955799961
Larva_100,-156.59382315367407
Larva_100,-153.29146866969427
Larva_100,-163.67923276944214
Larva_100,-176.345455327781
Larva_100,-317.61815834620853
Larva_100,-213.64339333732883
Larva_100,-343.67423113999683
Larva_100,-149.5095450074443
Larva_100,-254.49719985706685
Larva_100,-199.30068078109184
Larva_100,-141.97597471838992
Larva_100,-339.86871710985207
Larva_100,-212.02781784738826
Larva_100,-350.24240779102695
Larva_100,-172.0518100668948
Larva_100,-340.3174704716465
Larva_100,-316.58583062462634
Larva_100,-348.364898798426
Larva_100,-253.1085722442934
Larva_100,-117.62919129537178
Larva_100,-241.55559017234924
Larva_101,201.8706639182011
Larva_101,450.1173556613784
Larva_101,414.631758478765
Larva_101,212.62748961908275
Larva_101,531.7160625124004
Larva_101,419.7108804800184
Larva_101,465.84685458618253
Larva_101,594.4289224709985
Larva_101,450.9799918299478
Larva_101,452.9853222054648
Larva_101,99.2808143691492
Larva_101,419.53870242047327
Larva_101,439.6557292493933
Larva_101,504.1282201963247
Larva_101,413.55264039818195
Larva_101,412.60737485861137
Larva_101,466.859950733195
Larva_101,189.23039947503165
Larva_101,184.77189665088923
Larva_101,414.5060481103814
Larva_101,445.36958567417656
Larva_101,573.6033963228234
Larva_101,430.1774393393466
Larva_101,118.87507230838781
Larva_101,214.56665270323688
Larva_101,453.91589327283083
Larva_101,523.6627066781293
Larva_101,180.6015203029051
Larva_101,468.77227276592174
Larva_101,100.15344510626232
Larva_101,412.01283950373545
Larva_101,214.57893644726852
Larva_101,117.74149994195398
Larva_101,392.2852475668053
Larva_101,119.14143810088197
Larva_101,459.97683794355777
Larva_101,427.5419682510401
Larva_101,590.9552381142364
Larva_101,571.9115061475421
Larva_101,593.1782296211394
Larva_101,219.16145857043972
Larva_101,113.41086009577454
Larva_101,392.7733716823888
Larva_101,454.86288684914035
Larva_101,446.6063959706442
Larva_101,224.36442293938023
Larva_101,371.10104173419967
Larva_101,192.0482978291581
Larva_101,156.83358593065068
Larva_101,480.1558449466784
Larva_101,375.7139121634127
Larva_101,367.64824457327484
Larva_101,368.33386260369974
Larva_101,452.03355966716754
Larva_101,446.03991274671085
Larva_101,197.81735545220755
Larva_101,191.18959802249077
Larva_101,163.64991703027496
Larva_101,368.385935539163
Larva_101,440.68204357920297
Larva_101,176.97410953987034
Larva_101,407.1150281272599
Larva_101,367.0157616714074
Larva_101,439.7096546658561
Larva_101,397.71842366604426
Larva_101,438.85009186447945
Larva_101,351.5833960872765
Larva_101,467.1350557328269
Larva_101,604.4551919294275
Larva_101,213.7456203015061
Larva_101,150.5160600561837
Larva_101,371.90195295554554
Larva_101,439.5060442761769
Larva_101,112.91162619508853
Larva_101,406.4608119402166
Larva_101,227.4097850232943
Larva_101,112.25520421635399
Larva_101,421.7162322629989
Larva_101,183.0732767083192
Larva_101,175.63011943697416
Larva_101,397.46995954165914
Larva_101,542.9823251189031
Larva_101,225.4538763968151
Larva_101,429.7729510645566
Larva_101,569.6824283529255
Larva_101,168.905204365815
Larva_101,193.35341660494277
Larva_101,593.3683352463755
Larva_101,457.72591469781963
Larva_101,486.01358961329254
Larva_101,446.12261744674373
Larva_101,132.6622817239832
Larva_101,644.3809026386033
Larva_101,190.40169573912706
Larva_101,404.9944554740768
Larva_101,409.74428746219326
Larva_101,583.1915049735454
Larva_101,389.01663990684403
Larva_101,212.63142308481204
Larva_101,419.72849899135207
Larva_101,198.15826092002405
Larva_101,149.4428395762522
Larva_101,488.2350156139802
Larva_101,502.3214556884477
Larva_101,500.47439655679267
Larva_101,401.8694078667797
Larva_101,549.3930488797218
Larva_101,456.1850207402848
Larva_101,308.0714309538193
Larva_101,407.4137927591138
Larva_101,406.94172134446904
Larva_101,273.6296185725034
Larva_101,405.8494068608947
Larva_101,667.89879257498
Larva_101,443.4919781297675
Larva_101,388.4877176946379
Larva_101,535.2971429737669
Larva_101,400.76440955912864
Larva_101,318.21830857313614
Larva_101,317.3129128541623
Larva_101,382.1376543777585
Larva_101,315.4540295381993
Larva_101,450.17014596640655
Larva_101,171.04944610266622
Larva_101,412.6815262433126
Larva_101,277.85025464545384
Larva_101,317.63991260321455
Larva_101,475.07382788021755
Larva_101,499.26218777092754
Larva_101,319.6301057418959
Larva_101,487.55087222403426
Larva_101,291.55836307012527
Larva_101,336.931852635803
Larva_101,480.7857534990361
Larva_101,322.83596398496206
Larva_101,320.77631343370814
Larva_101,404.6224435528904
Larva_101,313.82863512394334
Larva_101,490.65727083703104
Larva_101,315.8629018151192
Larva_101,326.5560675787897
Larva_101,322.0156771096608
Larva_101,306.46787995734263
Larva_101,486.12929428670867
Larva_101,646.1211450597008
Larva_101,301.6735230231173
Larva_101,286.81684839984723
Larva_101,328.02915980248144
Larva_101,318.45740890957217
Larva_101,503.53391446797104
Larva_101,309.47772313307075
Larva_101,357.66951226408656
Larva_101,321.096986132364
Larva_101,359.702163742754
Larva_101,315.4257215045529
Larva_101,425.69097951550924
Larva_101,318.6953691628395
Larva_101,507.67685505000816
Larva_101,306.60071093172473
Larva_101,319.485125497712
Larva_101,569.1349409364875
Larva_101,336.15541746019585
Larva_101,326.9297060309409
Larva_101,314.3500362482279
Larva_101,319.5464828330908
Larva_101,294.6172433199505
Larva_101,322.9907207809126
Larva_101,476.33765665810125
Larva_101,436.2735928854516
Larva_101,263.12782483316886
Larva_101,399.3485734118345
Larva_101,494.85353642295433
Larva_101,273.83260609371575
Larva_101,141.59396124880777
Larva_101,306.6845584710667
Larva_101,294.30338413481803
Larva_101,266.18647784240545
Larva_101,236.63355673633055
Larva_101,290.2181964805729
Larva_101,415.3988756232748
Larva_101,257.4922629948589
Larva_101,321.2747426663119
Larva_101,153.31481574403557
Larva_101,326.98826765829637
Larva_101,595.6742858470619
Larva_101,449.80811600417184
Larva_101,349.3750369017228
Larva_101,516.978274224017
Larva_101,326.66003972659155
Larva_101,489.2836545599358
Larva_101,269.08502207992575
Larva_101,593.1002641499998
Larva_101,245.43669987560355
Larva_101,490.69811117856364
Larva_101,277.6956113079623
Larva_101,450.8886412398378
Larva_101,314.07369312602634
Larva_101,257.3420063528575
Larva_101,254.27296022143227
Larva_101,491.6222350851042
Larva_101,532.5447146492693
Larva_101,250.68794743220488
Larva_101,335.09341606727384
Larva_101,483.4035256294893
Larva_101,425.686400597891
Larva_101,267.35899993815576
Larva_101,160.1279037947681
Larva_101,417.79485902511493
Larva_101,508.2935715568999
Larva_101,493.3000124590541
Larva_101,382.4433380462776
Larva_101,587.6011355255331
Larva_102,182.71440466670302
Larva_102,399.6075463121062
Larva_102,252.8619196756193
Larva_102,181.07665105227636
Larva_102,267.9672725554926
Larva_102,175.56583543219233
Larva_102,241.1229738940846
Larva_102,277.55012324926605
Larva_102,337.5879150008156
Larva_102,247.83270041319227
Larva_102,185.44355292034513
Larva_102,179.4740723748775
Larva_102,184.83913204930832
Larva_102,395.7596869692201
Larva_102,174.89040846460514
Larva_102,276.55671835727327
Larva_102,179.18126706977984
Larva_102,367.99294840748223
Larva_102,159.2306468860892
Larva_102,175.29349313047666
Larva_102,314.1505321856717
Larva_102,364.1577153960432
Larva_102,372.88016158130944
Larva_102,176.85585431440757
Larva_102,171.79482522496448
Larva_102,357.4622184621733
Larva_102,169.721282333081
Larva_102,364.71605298652867
Larva_102,326.9640874992933
Larva_102,136.01097164424576
Larva_102,174.4090195770554
Larva_102,297.9205936265498
Larva_102,171.27490648745487
Larva_102,329.4830120235533
Larva_102,371.75582327928447
Larva_102,218.31650084025566
Larva_102,287.86791214779754
Larva_102,174.52098896901146
Larva_102,159.98858457190147
