Step,median,upper,lower
240,10.629274793730916,15.231677571777347,5.479955856628443
241,10.631183525967606,15.306646401128326,5.431482095217392
242,10.756027142883179,15.361460071378593,5.4845575560587605
243,10.767102201687408,15.432554086090382,5.517071673292154
244,10.776395240090116,15.516460891715134,5.534404730866039
245,10.7916121035047,15.639127247006076,5.56887569698944
246,10.815426265694327,15.742477358088003,5.611424497867171
247,10.870112804291663,15.72330781710623,5.66855303423885
248,11.008172567196635,15.838898094195855,5.735114929538577
249,11.095348456356799,15.925141166182804,5.812751675376881
250,11.173016332454113,15.995052052267017,5.889121468232544
251,11.132187876879357,15.959112216569828,5.945150709012276
252,11.11520020861778,15.998382386167982,6.016982738528002
253,11.186887696911677,16.073156752900807,6.120190077885104
254,11.223148963849162,16.13439301107329,5.989591707921686
255,11.356765187488614,16.18628575017059,6.0067711498683
256,11.454537087046145,16.230873652891372,6.027805601384758
257,11.520078147465377,16.301198217413916,6.056795845858563
258,11.540373415048451,16.417089075362178,6.146622911473756
259,11.544270743913444,16.532618155780728,6.153157461336711
260,11.559202530631097,16.634635793806403,6.176916443101815
261,11.619983370453317,16.75317152556557,6.304821092776311
262,11.786824364012618,16.70135366308225,6.516036429035172
263,11.854655283937785,16.723911243437733,6.578443945150093
264,11.936653453413642,16.756779930653856,6.6490264765615885
265,11.9632334568262,16.79473093241087,6.751580055346594
266,11.999780287676675,16.860756556316307,6.845289254227724
267,12.103500907529531,16.909335001349785,6.881260752790315
268,12.133231308577518,16.938551590540225,6.846929728650925
269,12.207435631509075,16.990298111073734,6.930400643493362
270,12.237791299652628,17.082609348789358,6.963052151431094
271,12.272205546755986,17.123154853605463,7.009405687228234
272,12.334265191380036,17.164274862161683,7.045401939955065
273,12.29837264348464,17.209959004614262,7.082673825750113
274,12.308909847969874,17.25783268840319,7.135333120375661
275,12.317843890449186,17.312181056155794,7.207320342909581
276,12.325206978222514,17.290836600262523,7.233105671249161
277,12.376819687318195,17.321567910366245,7.295657942075142
278,12.456076193292883,17.36158274476313,7.48552319934189
279,12.409696791544018,17.4004786129481,7.351835483108982
280,12.608381475761167,17.503427890901527,7.3980533311742045
281,12.71946302110635,17.59005911979488,7.416972117835422
282,12.803615146293003,17.638637444149982,7.450550925378898
283,12.88059556801252,17.676489043159002,7.499286623901608
284,12.945606604455577,17.69738684940116,7.546782088184081
285,13.004156192183366,17.724330427211022,7.554259226143822
286,13.053317763119708,17.739049109551974,7.59864997364118
287,12.966216496065986,17.71844352811798,7.639519965326459
288,13.099898499125178,17.780624153822,7.713708213514328
289,13.140045357045075,17.856734410567594,7.788563679036491
290,13.177285053979187,17.92158769222602,7.826534670266851
291,13.22814207638615,18.03614794178173,7.879154031679876
292,13.265793419682938,18.10465263693321,7.908725126511974
293,13.28894614410897,18.174036617786186,7.9514135137614135
294,13.287940630581279,18.229251586252033,8.022756916703562
295,13.394049072060106,18.344222204550398,8.08459054507892
296,13.37354308008861,18.331859909549493,8.180382193505647
297,13.436150230453366,18.27076609034949,8.234203901655688
298,13.440985976537437,18.310959623360297,8.284000106704262
299,13.439070139883883,18.332399626691696,8.331523406084386
300,13.441608946877276,18.36787014445808,8.348081833652717
301,13.530700711771814,18.459075235254474,8.347661641539526
302,13.578067807002322,18.498888551441084,8.392793712939781
303,13.631535808111872,18.54456204120558,8.431945159766224
304,13.376779020183218,18.568361007042913,8.410815533806922
305,13.377392045611249,18.609940867009996,8.404028294534191
306,13.599976027373554,18.66539825906259,8.415673758636597
307,13.708534637184325,18.725788208948785,8.462367958643886
308,13.789721216105658,18.813423424789182,8.478489537730546
309,13.815103107420224,18.9184781728135,8.504259215713322
310,13.822372268742088,19.018024485610212,8.540830549283562
311,13.864986479474611,19.142554722845457,8.640199198891196
312,13.842064045078663,19.205189748543717,8.68885215765048
313,13.752426506061099,19.164587317364493,8.71630194497868
314,13.74978779945635,19.20332603808585,8.69326869617018
315,13.774986282619103,19.293728441797114,8.740195455065418
316,13.597284870537608,19.262451781964103,8.712130740392928
317,13.647185211042983,19.19981226472449,8.71384481295029
318,13.715313054623195,19.25381356668435,8.789356297624126
319,13.419591439687764,19.232103787177728,8.776507996895031
320,13.393006472592456,19.260111702537557,8.810044870413346
321,13.413795233841137,19.270585806879073,8.897815722090762
322,13.474290772415724,19.291587990120426,8.973599877619474
323,13.450183982605768,19.292283624531983,8.858679007374477
324,13.358984188462532,19.253362973467986,8.8439126751506
325,13.38281858891064,19.23507858162649,8.936634163678857
326,13.388187257378084,19.293689376550102,8.932619406307643
327,13.54703249077436,19.41728832190616,9.047520966717757
328,13.374072023166372,19.39161560334819,9.037287104444594
329,13.37492887126787,19.53991988757595,8.954413170156576
330,13.463223888740977,19.3987586488173,9.025808830708437
331,13.56947226193368,19.422811613037133,9.017601383488532
332,13.655673679500346,19.59289855383894,9.047497301472422
333,13.67939459210684,19.669390122525858,9.086295884198595
334,13.649129368279038,19.740245375252112,9.085217330570735
335,13.800042893884664,19.716830926394913,9.081432714617856
336,13.849367558623015,19.88219220965143,9.161390337403882
337,13.855091575486064,19.9309842297329,9.200511678484473
338,13.82999769964273,20.0424167507136,9.189764392828152
339,13.847824617337329,20.076995439861065,9.207260412042642
340,13.883125235631036,20.10818010997007,9.22678851599927
341,13.960942196170828,20.048422293605935,9.260194873089413
342,14.021405666563911,20.054841623534333,9.298234448837398
343,14.1165533391626,20.16256286202104,9.383764051072502
344,14.138714845383838,20.223950349196283,9.447869254020908
345,14.169463443473749,20.199153024814414,9.55292326037847
346,14.205814803012084,20.192053132840755,9.61932065670722
347,14.250574232011608,20.22621917507383,9.782626154054505
348,14.288987433934185,20.29398846912331,9.775037143063894
349,14.197236081128988,20.317974718251694,9.719587715429949
350,14.256786134856057,20.3746582150619,9.68538162112876
351,14.309241809967997,20.429035192838423,9.731519505056948
352,14.345695582893299,20.519134136085263,9.802654537642686
353,14.351171785294534,20.623079882673924,9.883127513846638
354,14.381805195030942,20.72573378242088,9.96964461989355
355,14.383603058813883,20.82197736297143,9.971213088000049
356,14.386433319505102,20.9167862164472,9.98719956668829
357,14.383706399242719,20.986212155902734,9.985973503673147
358,14.437653270164493,21.00204016714603,9.992819242642849
359,14.476655706227032,21.020041973088258,10.02947812513064
360,14.501805946912121,21.033303036082614,10.057695182074792
361,14.518415183952387,21.055182549294127,10.171853684638092
362,14.53070145527563,21.08848784559527,10.177922307813347
363,14.556881402731872,21.027076055877483,10.198055806070352
364,14.540311030941908,21.033887402112715,10.248854605919675
365,14.566552284706956,21.02347700368384,10.308926545039014
366,14.636883715129576,20.997456942683225,10.367400341336342
367,14.621769105783667,20.964976869466238,10.411925651679752
368,14.682282635387637,20.93981577098971,10.466599110241718
369,14.841930645301252,20.918611604495133,10.534582726562073
370,14.854270272653947,20.921489271030275,10.601551456680804
371,14.895139790181616,20.934158702329917,10.621850440835885
372,14.952509038338214,20.95619867383746,10.639471788586405
373,14.846613394552957,20.958214548246158,10.654232477924111
374,14.920589502151852,20.96545226001609,10.712088825882118
375,14.827828175969074,20.95646717908976,10.555335700924884
376,14.896090879810119,20.954859915568854,10.561323677578185
377,14.959967038702336,20.961091253011517,10.560154887902847
378,15.010002475954401,21.043087933406895,10.568621746580874
379,15.048090976738202,21.121239482989395,10.601143091396525
380,14.982852358996757,21.17847869583195,10.665716627012078
381,15.097526277814532,21.297392803739974,10.635901372986321
382,15.105140682795092,21.394499483986316,10.681436606213186
383,15.209118098810636,21.473684403577394,10.734808211320864
384,15.419358254859741,21.594612447246025,10.864485945845264
385,15.521882806907804,21.639231400802224,10.915369108115257
386,15.545239489267157,21.730915132147725,10.952347662363362
387,15.671542307803012,21.81038032831743,10.999850155334913
388,15.502596400367572,21.813942793920067,11.011847792232672
389,15.548566180396463,21.89078921309664,10.969058086882914
390,15.597704969782846,21.98145198857489,10.970656801708719
391,15.640276585376846,22.08290577887283,11.036595480032632
392,15.668082380914434,22.18475635930146,11.092663985600037
393,15.6787038222453,22.27914451981386,11.145913040462268
394,15.675142874873915,22.484088045770587,11.28095428503697
395,15.682111298204484,22.550777879771374,11.282238064688913
396,15.57712357850483,22.620331051945396,11.02050401247172
397,15.6076847343001,22.67332090912926,11.20832975977903
398,15.624594430062558,22.79104750989598,11.173044024407087
399,16.111370878961093,22.982404707020194,11.173479106293925
400,16.13565976148665,23.087378133443043,11.198461417446337
401,16.506204280198876,23.116615009760977,11.288623498428933
402,16.239961117950156,23.155058134053313,11.355744588014947
403,16.157319281777585,23.221558529358166,11.31354904642611
404,16.269952517386017,23.310033350731224,11.331357867356298
405,16.342289783741286,23.326924994150136,11.454514238136532
406,16.387202016183497,23.395320710715083,11.518546752749149
407,16.44040703354842,23.412459908411638,11.569565906824826
408,16.494722991281893,23.418936234324747,11.57180998821699
409,16.54764194632956,23.42310262554907,11.652477736818287
410,16.61987528980506,23.430879991413008,11.675614247459228
411,16.73045615300998,23.445453796131275,11.67744808667602
412,16.623970138374027,23.650350060106433,11.572238540209147
413,16.677841601707556,23.70649751724116,11.611801428098456
414,16.630081120453553,23.773380835952587,11.68006841887014
415,16.880458843507927,23.822572580657074,11.82334158218869
416,16.946706960840842,23.880138383042752,11.819874956591972
417,17.18749105528635,23.94960472656463,11.821085003217894
418,17.226865307074014,24.008933575327724,11.840985591774011
419,17.27381470372667,24.06449908654268,11.87907933661671
420,17.343016674402786,24.123663897254506,11.916079965053235
421,17.350575589567903,24.166378935278775,11.971234307744336
422,17.3630983337165,24.19445863266595,12.010723786997325
423,17.413612267559067,24.210037471715165,12.001207930351772
424,17.46407987054235,24.224650671664214,12.081390978140515
425,17.50001267983339,24.29198132963741,12.095451718660115
426,17.558849205677983,24.250375989558595,11.996615702785261
427,17.612613325830957,24.29448790670241,11.973238725286006
428,17.660213712772055,24.16385683095025,11.92468047742903
429,17.735016539282157,24.21111293472317,11.95435968046641
430,17.87354277415973,24.30911763010944,11.985720450767005
431,17.967377231058244,24.338427491163543,12.018733287379916
432,18.040531350370266,24.361731303625902,12.053153362529832
433,18.1796525450144,24.565415574444266,12.532692446864333
434,18.183055724511473,24.545133616406297,12.430922544434717
435,18.17468158095125,24.559093418178644,12.47685389115255
436,18.19699034542144,24.587363710821975,12.51489278423449
437,18.211034145459273,24.62217266035347,12.495328651473205
438,18.202062047515312,24.70001830259054,12.495282796396616
439,18.17864429070473,24.742684646300113,12.51330458782323
440,18.150867974496375,24.753287555481432,12.569134321783679
441,18.13038126175075,24.729431567678095,12.558927543116909
442,18.122008159539334,24.6940563926678,12.592484475981351
443,18.15241274212542,24.678916182718734,12.628478801038645
444,18.288721258405644,24.94016246835742,12.701419454623325
445,18.34574506243201,24.896072867042715,12.744099768029267
446,18.359834404333636,24.971704205071013,12.794377131519868
447,18.307333138060123,25.064330052751565,12.836934330499501
448,18.238725551440627,25.151423008898533,12.825142027142359
449,18.321504127471048,25.188987100344075,12.85290109147677
450,18.401381136621705,25.31597895691484,12.922707287544338
451,18.41625278849626,25.500766417574365,13.04306339454734
452,18.473481676304495,25.381157032493633,13.017711242637205
453,18.5180220425757,25.410643930077086,13.048063220024632
454,18.541961361379194,25.476267839337453,12.972554108052023
455,18.58277377295466,25.731923944517025,12.898309613643752
456,18.682126249491002,25.737172627166004,12.973778438478421
457,18.786762249333826,25.862153896026864,13.218142005958672
458,18.85067617343675,25.88914773057988,13.267895867528944
459,18.919571384687163,25.942942053839076,13.41176990252497
460,18.979939440201353,25.99052251661118,13.485387673769022
461,19.039261129543466,26.03723926909214,13.541943810871379
462,19.108530254378476,26.082297847674443,13.522042161578621
463,19.079821938846695,26.07809128299584,13.37281629117438
464,18.837328580254315,26.042644058224646,13.405253015575871
465,18.784914663311277,26.123308865682635,13.287083778475724
466,18.819326290301646,26.129251029935304,13.216322501162702
467,18.904530008184835,26.181022617204967,13.204908456282173
468,18.979307462189787,26.235375119525667,13.266433979210817
469,19.01991917380556,26.264661029232,13.388612524557118
470,19.129180194773234,26.30556209426252,13.464388955294794
471,19.218239505663135,26.33284008621465,13.54146645183734
472,19.307192906786213,26.3496824636219,13.61247858446509
473,19.36216754604445,26.34731592941654,13.569443983462731
474,19.45777947960527,26.3915116944681,13.610585447893339
475,19.575722488390475,26.42663759367134,13.737949261004243
476,19.632581762472412,26.473048458934937,13.695510970980417
477,19.681455153147187,26.664761065729206,13.742411862370053
478,19.73269543077835,26.735588811514933,13.762195474489445
479,19.723803682618474,26.71159926738332,13.775642163005198
480,19.790208702853892,26.69073202144124,13.751720253060938
481,19.86132269900412,26.753595862712974,13.755871276500342
482,19.923413463601648,26.808300049360874,13.777900757197557
483,19.979426745401728,26.844784453852945,13.79631181035432
484,20.02834106165477,26.879376281288284,13.821797413062143
485,20.076594984098865,26.920673491188705,13.863067663042584
486,20.105448552622864,26.964874656434816,13.914555939477829
487,20.08055858238951,26.90058382679535,14.007070750346612
488,20.158543043427173,27.044400329767072,14.218868226472619
489,20.108008299500167,26.991453340239037,14.16227885257532
490,20.031999334732852,27.253027622102508,14.112088054911796
491,20.274487500059582,27.393799239871612,14.305720383043692
492,20.306338937677378,27.445156928760156,14.34926889865556
493,20.348363414052333,27.48524178044971,14.365555390817834
494,20.663807226207638,27.5777872190115,14.389605858109075
495,20.69155201084439,27.63674094642341,14.411966888579688
496,20.68415617135706,27.70251157434175,14.449957965509682
497,20.518544118763423,27.70140249440161,14.325740280357262
498,20.55760289787798,27.881458991570053,14.399743478627563
499,20.579037587231973,27.903403975388883,14.444300641608956
500,20.606817758713106,27.98607859618343,14.481555176341203
501,20.637444407287283,28.034833493790806,14.535145881416625
502,20.680118833071198,28.054100643780416,14.580283701299681
503,20.848338157334112,28.20275656046541,14.656011721909094
504,20.876933684067,28.21392309783371,14.595356648348147
505,20.83646553216704,28.259969775709113,14.594672645482264
506,20.764965877295825,28.26598793919359,14.50422549902271
507,20.722180258679792,28.173289629451297,14.49933693515018
508,20.495062977532243,28.385196007125053,14.431517978105653
509,20.539947322263014,28.531831104853005,14.610365223023788
510,20.65789084768906,28.68755320591055,14.652161253333357
511,20.845232661372183,28.65945003250672,14.78701856397149
512,20.76589668654086,28.693460395095638,14.506631558937547
513,20.83909088042616,28.77069309026957,14.494858260963277
514,20.972338166021423,28.87933738688713,14.467143470824729
515,21.074908145189273,28.959391779902475,14.69211832190351
516,21.11189611073042,28.98933917198,14.70922811771257
517,21.227959368764623,29.024103737232487,14.616622659427515
518,21.283011567791398,29.038920667883442,14.649331113186607
519,21.304454147684805,29.052989950677933,14.790648647900301
520,21.398021341608267,29.09154002361275,14.832200030468412
521,21.41451971863023,29.138734332388186,14.799031679194268
522,21.46463882824563,29.19198327439554,14.740596916284561
523,21.48803936011076,29.253259733944418,14.769919479264953
524,21.48216364769503,29.323764310738788,14.82115119554297
525,21.557205411231074,29.47805161533882,14.905238118397815
526,21.602625986636696,29.358086260744432,14.914938294397995
527,21.643237090178353,29.373166690193173,14.968162818221362
528,21.683106763509286,29.387349660613314,14.979966604150427
529,21.738764180198174,29.57502171824126,15.068191956255443
530,21.77836655621484,29.617144179950415,15.088250860906466
