dataset1,dataset2,length,scaled_vel_freq,scaled_vel_mean,scaled_stride_dst_mean,stride_dur_ratio,pause_dur_ratio,Lturn_dur_ratio,Rturn_dur_ratio,tortuosity_20_mean,scaled_final_40sec_dispersion,bend_mean,bend_vel_mean,S_length,S_scaled_vel_freq,S_scaled_vel_mean,S_scaled_stride_dst_mean,S_stride_dur_ratio,S_pause_dur_ratio,S_Lturn_dur_ratio,S_Rturn_dur_ratio,S_tortuosity_20_mean,S_scaled_final_40sec_dispersion,S_bend_mean,S_bend_vel_mean,P_length,P_scaled_vel_freq,P_scaled_vel_mean,P_scaled_stride_dst_mean,P_stride_dur_ratio,P_pause_dur_ratio,P_Lturn_dur_ratio,P_Rturn_dur_ratio,P_tortuosity_20_mean,P_scaled_final_40sec_dispersion,P_bend_mean,P_bend_vel_mean
reference,dispersion_50l_3,0,0,0,0,1,0,1,1,-1,0,0,0,0.22339186765849664,-0.2165322536681762,0.3197151445055185,0.5017702723715582,-2.8622415705830333,-0.6119788026691614,-22.781983538922354,-25.990431309407423,7.521403740749235,,-1.5284219292865426,-1.0150783542486794,0.82383023379,0.82917271916,0.75016385068,0.61715385522,0.00484743375,0.54141373235,0.0,0.0,0.0,,0.12848816203,0.31127107267
