,alpha_stride,KS_pow_stride,lambda_stride,KS_exp_stride,mu_log_stride,sigma_log_stride,KS_log_stride,alpha_pause,KS_pow_pause,lambda_pause,KS_exp_pause,mu_log_pause,sigma_log_pause,KS_log_pause,min_pause,max_pause,min_stride,max_stride
reference,1.672,0.173,0.132,0.216,1.488,1.117,0.103,2.534,0.109,2.607,0.137,-0.552,0.525,0.107,0.3,11.4375,1.0,100.0
