,alpha_stride,KS_pow_stride,lambda_stride,KS_exp_stride,mu_log_stride,sigma_log_stride,KS_log_stride,alpha_pause,KS_pow_pause,lambda_pause,KS_exp_pause,mu_log_pause,sigma_log_pause,KS_log_pause,min_pause,max_pause,min_stride,max_stride
reference,1.716,0.172,0.173,0.203,1.397,1.025,0.117,2.194,0.233,3.816,0.263,-1.242,0.737,0.144,0.125,2.1,1,41
