,body_params.initial_length,neural_params.crawler_params.initial_freq,neural_params.intermitter_params.crawler_reoccurence_rate,neural_params.crawler_params.step_to_length_mu,neural_params.crawler_params.step_to_length_std
69,0.003620773580912706,1.5625,0.9416666666666668,0.24291604233519626,0.05152925474514775
70,0.003570316074355385,1.4375,0.9449541284403672,0.2353374113592236,0.04046230500607532
71,0.0032360551002928537,1.125,0.7670454545454546,0.22696379120971005,0.06366844424405768
72,0.0036297842388700098,1.3125,0.8633879781420766,0.2433967423923453,0.07150525274377635
73,0.0038505091894364663,1.5,0.8817733990147784,0.23591663158176154,0.061635685659899124
74,0.0033025671706453535,1.25,0.9807692307692308,0.28439117210905585,0.0443377541085515
75,0.003790381838499522,1.625,0.8685446009389671,0.21610336040122205,0.06758932428674895
76,0.002907256976795683,1.1875,0.9259259259259259,0.3145248739236167,0.04303161826013879
77,0.004375326208429677,1.0625,0.7988165680473372,0.26624808902929203,0.04472900510102156
78,0.003755144203058406,1.375,0.9577464788732396,0.2407408124298079,0.05311050088030882
79,0.0037871835525713207,1.375,0.9831223628691984,0.2695611133011251,0.03688007337123498
80,0.0035887918582275208,1.125,0.9768786127167628,0.3093197974648426,0.04696897162104556
81,0.003324591101364855,1.0625,0.9320987654320988,0.2901476718781824,0.054307089661313264
82,0.003544117756050725,1.3125,0.9758454106280192,0.27133673608286785,0.04272135908340723
83,0.0033936464602228487,1.1875,0.9534883720930232,0.2654138007120914,0.049334919001765135
84,0.0038432674193460007,1.375,0.9137055837563453,0.2334826754944672,0.06232374560890387
85,0.003991901630533801,1.75,0.932,0.2161683665719208,0.04711267294408606
86,0.004498405862404937,1.5,0.97008547008547,0.2612269637137797,0.031515558012226094
87,0.004157381414783562,1.875,0.8317307692307693,0.19564050076649647,0.0589555451873646
88,0.0043038872448864,1.8125,0.9205020920502092,0.18416663365707794,0.0453678614077544
89,0.004542020209879368,1.75,0.8638297872340426,0.1756570642124493,0.048223869121583
90,0.004137529747841946,1.375,0.8403755868544601,0.16891348616373886,0.05788392897166517
91,0.00478650655446033,1.8125,0.8798283261802575,0.1864375790937764,0.04972222569668605
92,0.004264641772142514,1.375,0.885,0.22380283956332486,0.06688190702456419
93,0.003523110532621187,1.375,0.8235294117647058,0.22642024233049146,0.07580628449194853
94,0.004599955465575361,1.8125,0.9601593625498008,0.2532678506553886,0.03463054703095385
95,0.004293437419288685,1.1875,0.7932960893854748,0.18361443169713967,0.06346940076274063
96,0.0038175549865160268,1.125,0.7967032967032968,0.19504456437982112,0.0641825482337313
97,0.004357192074140525,1.0,0.625,0.1453963015975888,0.038571012278893986
98,0.003822867145329064,1.5,0.7712418300653594,0.19238896847124884,0.06134499616552755
99,0.004349899512533165,1.125,0.6666666666666667,0.18650692988890466,0.05912679342598681
100,0.004201031885377872,1.0625,0.7152777777777778,0.2351173198176585,0.061100691682565225
101,0.003878931244531648,1.375,0.9581395348837208,0.2436082857866528,0.04532407783125428
102,0.0031702502822394687,1.125,0.9547738693467336,0.3091331374393954,0.044330219737798514
103,0.0038081645792271733,1.0,0.8427672955974843,0.26098297100913337,0.05551437774801831
104,0.0036416639980081963,1.3125,0.910377358490566,0.228211587337162,0.060842855418253176
105,0.00302984604385438,1.5,0.9061032863849764,0.2493020886854811,0.06471830897631155
106,0.004601091523433922,1.875,0.8833333333333333,0.16564556380135992,0.05325172814344077
107,0.0037700735691980967,1.3125,0.945,0.2770563974218723,0.05380480794801088
108,0.003816413876985522,1.3125,0.9665071770334928,0.29702893009848025,0.043989950372105735
109,0.004255591793058007,1.375,0.8625592417061612,0.1965506388128493,0.06277923584674705
110,0.004477634025190891,1.25,0.8676470588235294,0.1852243487142436,0.06847026933175668
111,0.0045207195771972885,2.1875,0.8296943231441047,0.12874320714403933,0.03465976445586385
112,0.004088749913256046,1.3125,0.8829787234042553,0.2615482942519718,0.046708938384761735
113,0.004224071669273733,1.3125,0.861271676300578,0.21929453579042488,0.06800814983183406
114,0.0042074252010358484,1.4375,0.8955223880597015,0.13019893249170986,0.037271542129353734
115,0.00453149122121828,1.5,0.8172588832487309,0.15926320824486248,0.05104373993089141
116,0.004684101328848459,1.5625,0.8246445497630331,0.1320287655241203,0.04955834572970234
117,0.0042867334288097594,1.3125,0.7921348314606742,0.2410883191138453,0.06651602484761329
118,0.004059123231514947,1.1875,0.75,0.23541767997485466,0.05389927909185548
119,0.004333277523375877,1.5625,0.8333333333333334,0.18808830250109165,0.06521951360557396
120,0.0047115602143700955,1.1875,0.7195121951219512,0.20790089811124307,0.061790306906300635
121,0.004081810225188876,1.375,0.8271604938271605,0.19878506224484244,0.06315231688701768
122,0.004599087947519682,2.0,0.7980295566502463,0.12542068733397804,0.03786888930084669
123,0.003951603977370023,1.5625,0.9477911646586346,0.2402253756689509,0.04090956234556798
124,0.0035933794792666154,1.3125,0.9493087557603688,0.2619706677912772,0.04235021323422618
125,0.003977242200699018,1.4375,0.9457013574660632,0.2377300278266644,0.057895985801881586
126,0.0036783792525466492,1.5625,0.9336492890995258,0.2407955571526811,0.05696741486807229
127,0.003949867500176972,1.5625,0.8724489795918368,0.2393227512826777,0.06283397920883348
128,0.003527299444381192,1.5,0.9798387096774194,0.30792934982035924,0.03138176773994013
129,0.004181317867683772,1.3125,0.8108108108108107,0.17306835126538006,0.05454335983950547
130,0.004092004396691094,1.5,0.9557522123893806,0.20337322346241588,0.037975385786058635
131,0.004028095947963086,1.1875,0.825,0.2074230705773296,0.04792758185364205
132,0.00462762655990771,1.5,0.8985507246376812,0.19783442244035504,0.049096887508495016
133,0.004099102303979588,1.6875,0.9703389830508474,0.2388329135408445,0.04035332488210725
134,0.003877472110230125,1.4375,0.8595505617977528,0.19622509401534147,0.05869230042143486
135,0.004685987884980904,1.3125,0.8292682926829268,0.19120265187108634,0.05261404363316852
136,0.003665117397406587,1.3125,0.7828947368421053,0.2070712759046512,0.061427172015048964
137,0.0037814065513196286,1.3125,0.8520710059171598,0.2057644725774847,0.054653750524500416
138,0.003686251578441235,1.3125,0.7733333333333333,0.18643185097454187,0.06320132018024557
139,0.0034841352950529102,1.0625,0.7112676056338028,0.24360476987166704,0.06949612540261885
140,0.0037843215530975814,1.125,0.8198757763975155,0.2168816346247382,0.06193807459181446
141,0.0034432198930565918,1.4375,0.7816091954022988,0.211200133866684,0.06706711176450639
142,0.004189767542164164,1.5,0.9623430962343096,0.2354960533846608,0.0381678117515615
143,0.004506604107325279,1.625,0.9319148936170212,0.19957046454838234,0.047957873695048565
144,0.004331474042813493,1.625,0.967509025270758,0.22293261918118928,0.040063097670490884
145,0.003953162666978205,1.375,0.9557522123893806,0.21784238009413887,0.03961898315077067
146,0.004116667615635552,1.5,0.908256880733945,0.2314516817103904,0.05557121230211252
147,0.003983574061087368,1.4375,0.9690265486725664,0.26391813477610804,0.039491106432448984
148,0.00413498797698716,1.375,0.9829059829059827,0.2291404755600167,0.01958181185900362
149,0.00436239209264208,1.5625,0.9189189189189192,0.21780030434288644,0.04441974058917645
150,0.0037167037030891564,1.25,0.9230769230769232,0.2605412504677607,0.05084040709848669
151,0.0036236470228476537,1.4375,0.9453781512605042,0.24927996131775745,0.04958913979994964
152,0.003230615263017281,1.5,0.8809523809523809,0.25490967416538274,0.06378311292362658
153,0.003632200595570648,1.5,0.8820754716981132,0.24786169459199064,0.06849803326011694
154,0.003081179769239161,1.5,0.9563492063492064,0.2869037048942629,0.054048761884786405
155,0.0028383318430040714,1.375,0.9555555555555556,0.3079127589830737,0.050960260576858166
156,0.003877493730977084,1.5,0.8921568627450981,0.21515375091556144,0.052200103266495324
157,0.003853428922171536,1.5625,0.857843137254902,0.254966504815164,0.0639323162521717
158,0.004488790391311291,1.5,0.84,0.17476519704652385,0.049469711641549424
159,0.004086141185795164,1.625,0.7433155080213905,0.1812439843098798,0.05774256781712939
160,0.003527028730374741,1.375,0.8817733990147784,0.2134789582824977,0.06830399002357475
161,0.003663072626420835,1.4375,0.9364406779661016,0.21819684933158648,0.048925915732719545
162,0.004489952889154045,1.625,0.9056603773584906,0.14874156725528526,0.055553583013368116
163,0.004267012516574665,1.125,0.6180555555555556,0.18203044144519154,0.0463721040979372
164,0.004083330964081424,1.6875,0.9551569506726456,0.2392232267527689,0.041712472725336916
165,0.004025452355825128,1.6875,0.9071729957805909,0.2000007621040128,0.05069065653806805
166,0.00375575267400393,1.75,0.953125,0.2845163253923762,0.03825994195433277
167,0.0022083734170243656,1.4375,0.8977777777777778,0.2236838793007277,0.0534432623449183
168,0.004484651808706223,1.625,0.9557522123893806,0.18953247871765266,0.03963509574904433
169,0.004229405917948538,1.5625,0.9153439153439152,0.20077419836371332,0.04662500712509594
170,0.004238290834465341,1.875,0.9214876033057852,0.2315039703346527,0.0452122235676584
171,0.0044518147649349835,1.625,0.835,0.1554787688246177,0.045306037371679535
172,0.004455872298006582,1.5625,0.8761061946902655,0.2019998112346564,0.05774703067405945
173,0.0042794126346204315,1.5625,0.92,0.22083170406200875,0.051344668586389634
174,0.0039011790585366268,1.5,0.8383838383838383,0.20830051045066506,0.06240986359297966
175,0.004057102527765837,1.6875,0.925,0.2479936611876324,0.06011725260079321
176,0.0035821734782806184,1.4375,0.8990384615384616,0.2713931878087723,0.05502118823294549
177,0.0038015782959160316,1.5625,0.9458333333333332,0.24653310607906795,0.05013812885931173
178,0.0040897443150078065,1.625,0.9574468085106383,0.2053111599269918,0.04380019479420777
179,0.0038198375876654003,1.125,0.9261744966442952,0.2452387402661235,0.04451051062227395
180,0.003778898338223786,1.0,0.8111888111888113,0.2365293207660533,0.05910436251121316
181,0.00380856947320105,1.4375,0.921875,0.2427081598339651,0.0493166407840616
182,0.0033056406162096813,1.5625,0.8755980861244019,0.23187066354631145,0.06198666662715871
183,0.003878571595636701,1.375,0.95,0.2315808075990489,0.043956354458166126
184,0.003848965913972922,1.6875,0.9241071428571428,0.2227450948261358,0.04077574670313662
185,0.003134004392881557,1.5625,0.875,0.2438146812009397,0.06506009632266398
186,0.003654456087897846,1.25,0.8724489795918368,0.22325442827381345,0.06260755678777788
187,0.0035036324216791066,1.25,0.8756756756756756,0.2379065585387067,0.06227987832633829
188,0.0038013511787070445,1.625,0.8878504672897196,0.19025374753123486,0.05675854383639301
189,0.004297637770503703,1.625,0.8638743455497382,0.19264338054145172,0.04965682492453593
190,0.003850849063975886,1.375,0.9414414414414416,0.23960063411148305,0.04629756997950117
191,0.004341605851183701,1.4375,0.8786407766990292,0.2133295524067116,0.06238940535609715
192,0.0042831928617734485,1.5625,0.9327731092436976,0.2470884537127017,0.05090531748523491
193,0.004308292425977737,1.3125,0.8743169398907104,0.2148124721784499,0.05368383739446162
194,0.0038526236168056854,1.5625,0.9545454545454546,0.2295709897184932,0.03654993439374343
195,0.003805350314187221,1.4375,0.9311926605504588,0.2345451952494003,0.05353667547413555
196,0.0036083343486483475,1.6875,0.9134199134199136,0.20675942913262227,0.05955643718961703
197,0.004303913868018753,1.5,0.9420289855072465,0.2279056946722126,0.0437931589889044
198,0.00446063158447759,1.5,0.9828326180257512,0.2412107462887094,0.04204158637499339
199,0.004413621897465084,1.5,0.875,0.20552915453372309,0.06599431023493399
