Date,X,Y
01/01/2014 00:00:01,83.4899978637695,139.149993896484
01/01/2014 00:00:02,83.4114303588867,139.071426391602
01/01/2014 00:00:03,83.0622253417969,138.798004150391
01/01/2014 00:00:04,82.7887115478516,138.573379516602
01/01/2014 00:00:05,82.5058135986328,138.368041992188
01/01/2014 00:00:06,82.3234710693359,138.293472290039
01/01/2014 00:00:07,82.027458190918,138.118453979492
01/01/2014 00:00:08,81.7956848144531,137.94140625
01/01/2014 00:00:09,81.5320739746094,137.738159179688
01/01/2014 00:00:10,81.2811737060547,137.579223632813
01/01/2014 00:00:11,81.0537033081055,137.467300415039
01/01/2014 00:00:12,80.7753753662109,137.310928344727
01/01/2014 00:00:13,80.5754623413086,137.228530883789
01/01/2014 00:00:14,80.3309936523438,137.095336914063
01/01/2014 00:00:15,80.1475524902344,136.954986572266
01/01/2014 00:00:16,79.9675827026367,136.82958984375
01/01/2014 00:00:17,79.7005615234375,136.654541015625
01/01/2014 00:00:18,79.4904251098633,136.497482299805
01/01/2014 00:00:19,79.2329406738281,136.245819091797
01/01/2014 00:00:20,78.9781341552734,136.038879394531
01/01/2014 00:00:21,78.7449569702148,135.777725219727
01/01/2014 00:00:22,78.5932922363281,135.583465576172
01/01/2014 00:00:23,78.4347763061523,135.33659362793
01/01/2014 00:00:24,78.3020553588867,135.148864746094
01/01/2014 00:00:25,78.1284408569336,134.966369628906
01/01/2014 00:00:26,77.9106979370117,134.763885498047
01/01/2014 00:00:27,77.6735229492188,134.478012084961
01/01/2014 00:00:28,77.5033721923828,134.261642456055
01/01/2014 00:00:29,77.2664489746094,134.006774902344
01/01/2014 00:00:30,77.0769882202148,133.821548461914
01/01/2014 00:00:31,76.8241119384766,133.5146484375
01/01/2014 00:00:32,76.5646057128906,133.273941040039
01/01/2014 00:00:33,76.32568359375,133.072616577148
01/01/2014 00:00:34,76.1063613891602,132.941299438477
01/01/2014 00:00:35,75.8298110961914,132.786407470703
01/01/2014 00:00:36,75.6280059814453,132.583435058594
01/01/2014 00:00:37,75.3812637329102,132.350708007813
01/01/2014 00:00:38,75.1318511962891,132.178146362305
01/01/2014 00:00:39,74.9635696411133,131.937423706055
01/01/2014 00:00:40,74.7331924438477,131.680953979492
01/01/2014 00:00:41,74.5483322143555,131.439529418945
01/01/2014 00:00:42,74.2965545654297,131.152038574219
01/01/2014 00:00:43,74.1009368896484,130.950332641602
01/01/2014 00:00:44,73.8490982055664,130.708145141602
01/01/2014 00:00:45,73.6578521728516,130.592193603516
01/01/2014 00:00:46,73.4096298217773,130.401794433594
01/01/2014 00:00:47,73.1546783447266,130.163391113281
01/01/2014 00:00:48,72.7878341674805,129.916152954102
01/01/2014 00:00:49,72.5265655517578,129.746215820313
01/01/2014 00:00:50,72.2031936645508,129.513610839844
01/01/2014 00:00:51,71.9801864624023,129.392456054688
01/01/2014 00:00:52,71.7352523803711,129.258743286133
01/01/2014 00:00:53,71.5608978271484,129.133865356445
01/01/2014 00:00:54,71.3885879516602,128.956497192383
01/01/2014 00:00:55,71.1889801025391,128.732467651367
01/01/2014 00:00:56,71.0310287475586,128.491668701172
01/01/2014 00:00:57,70.7886962890625,128.191375732422
01/01/2014 00:00:58,70.6546630859375,127.978912353516
01/01/2014 00:00:59,70.4494857788086,127.668281555176
01/01/2014 00:01:00,70.3361282348633,127.500579833984
01/01/2014 00:01:01,70.1326751708984,127.295791625977
01/01/2014 00:01:02,70.0122451782227,127.131698608398
01/01/2014 00:01:03,69.9320297241211,126.886451721191
01/01/2014 00:01:04,69.7858734130859,126.622802734375
01/01/2014 00:01:05,69.6339874267578,126.377342224121
01/01/2014 00:01:06,69.5044479370117,126.089492797852
01/01/2014 00:01:07,69.4604797363281,125.759391784668
01/01/2014 00:01:08,69.4126739501953,125.541763305664
01/01/2014 00:01:09,69.3266067504883,125.368873596191
01/01/2014 00:01:10,69.2756118774414,125.186561584473
01/01/2014 00:01:11,69.2042007446289,124.913276672363
01/01/2014 00:01:12,69.1665267944336,124.698974609375
01/01/2014 00:01:13,69.1000442504883,124.440635681152
01/01/2014 00:01:14,69.0609512329102,124.186836242676
01/01/2014 00:01:15,68.9912719726563,123.95484161377
01/01/2014 00:01:16,68.9501419067383,123.868606567383
01/01/2014 00:01:17,68.8801040649414,123.828155517578
01/01/2014 00:01:18,68.9043884277344,123.895210266113
01/01/2014 00:01:19,69.0179214477539,123.966827392578
01/01/2014 00:01:20,69.1011047363281,123.933204650879
01/01/2014 00:01:21,69.1876602172852,123.876235961914
01/01/2014 00:01:22,69.1596755981445,124.037910461426
01/01/2014 00:01:23,69.0363311767578,124.19393157959
01/01/2014 00:01:24,68.8817367553711,124.190742492676
01/01/2014 00:01:25,68.7406234741211,123.99437713623
01/01/2014 00:01:26,68.5585174560547,123.76969909668
01/01/2014 00:01:27,68.2723693847656,123.536163330078
01/01/2014 00:01:28,68.1122970581055,123.371849060059
01/01/2014 00:01:29,67.9037322998047,123.332832336426
01/01/2014 00:01:30,67.7334060668945,123.303367614746
01/01/2014 00:01:31,67.5494689941406,123.230316162109
01/01/2014 00:01:32,67.3386764526367,123.11759185791
01/01/2014 00:01:33,66.9816970825195,122.990203857422
01/01/2014 00:01:34,66.6455230712891,122.931922912598
01/01/2014 00:01:35,66.3864059448242,122.87149810791
01/01/2014 00:01:36,66.3117065429688,122.845825195313
01/01/2014 00:01:37,66.4216003417969,122.914421081543
01/01/2014 00:01:38,66.4775314331055,122.981239318848
01/01/2014 00:01:39,66.4134750366211,123.007919311523
