Date,X,Y
01/01/2014 01:10:48,221.979995727539,196.240005493164
01/01/2014 01:10:49,221.822860717773,196.318572998047
01/01/2014 01:10:50,221.654891967773,196.440444946289
01/01/2014 01:10:51,221.37890625,196.567291259766
01/01/2014 01:10:52,221.169036865234,196.685409545898
01/01/2014 01:10:53,220.977722167969,196.861587524414
01/01/2014 01:10:54,220.842071533203,197.021255493164
01/01/2014 01:10:55,220.678939819336,197.275054931641
01/01/2014 01:10:56,220.536010742188,197.482284545898
01/01/2014 01:10:57,220.355850219727,197.678009033203
01/01/2014 01:10:58,220.20182800293,197.818435668945
01/01/2014 01:10:59,220.084487915039,197.983123779297
01/01/2014 01:11:00,219.921646118164,198.190383911133
01/01/2014 01:11:01,219.771301269531,198.292877197266
01/01/2014 01:11:02,219.649887084961,198.421691894531
01/01/2014 01:11:03,219.547058105469,198.615081787109
01/01/2014 01:11:04,219.447631835938,198.785781860352
01/01/2014 01:11:05,219.473114013672,198.781631469727
01/01/2014 01:11:06,219.534805297852,198.708190917969
01/01/2014 01:11:07,219.574981689453,198.649642944336
01/01/2014 01:11:08,219.582626342773,198.631729125977
01/01/2014 01:11:09,219.572418212891,198.641052246094
01/01/2014 01:11:10,219.560913085938,198.656051635742
01/01/2014 01:11:11,219.555648803711,198.664535522461
01/01/2014 01:11:12,219.556060791016,198.665344238281
01/01/2014 01:11:13,219.558547973633,198.662521362305
01/01/2014 01:11:14,219.495559692383,198.724746704102
01/01/2014 01:11:15,219.507720947266,198.712097167969
01/01/2014 01:11:16,219.543548583984,198.676177978516
01/01/2014 01:11:17,219.567947387695,198.651901245117
01/01/2014 01:11:18,219.573272705078,198.646713256836
01/01/2014 01:11:19,219.567626953125,198.652420043945
01/01/2014 01:11:20,219.560821533203,198.659240722656
01/01/2014 01:11:21,219.557540893555,198.662475585938
01/01/2014 01:11:22,219.557647705078,198.662353515625
01/01/2014 01:11:23,219.55908203125,198.660903930664
01/01/2014 01:11:24,219.560211181641,198.659790039063
01/01/2014 01:11:25,219.560546875,198.659454345703
01/01/2014 01:11:26,219.560363769531,198.659637451172
01/01/2014 01:11:27,219.560073852539,198.659927368164
01/01/2014 01:11:28,219.495040893555,198.660095214844
01/01/2014 01:11:29,219.441802978516,198.724975585938
01/01/2014 01:11:30,219.359924316406,198.713272094727
01/01/2014 01:11:31,219.314575195313,198.677062988281
01/01/2014 01:11:32,219.310974121094,198.652145385742
01/01/2014 01:11:33,219.326614379883,198.646545410156
01/01/2014 01:11:34,219.340927124023,198.652191162109
01/01/2014 01:11:35,219.346252441406,198.659103393555
01/01/2014 01:11:36,219.279876708984,198.727340698242
01/01/2014 01:11:37,219.158355712891,198.845367431641
01/01/2014 01:11:38,219.021011352539,198.914215087891
01/01/2014 01:11:39,218.893295288086,198.987152099609
01/01/2014 01:11:40,218.844863891602,199.018753051758
01/01/2014 01:11:41,218.792633056641,199.079635620117
01/01/2014 01:11:42,218.704788208008,199.116622924805
01/01/2014 01:11:43,218.589248657227,199.121994018555
01/01/2014 01:11:44,218.465637207031,199.17610168457
01/01/2014 01:11:45,218.346725463867,199.283157348633
01/01/2014 01:11:46,218.170120239258,199.348815917969
01/01/2014 01:11:47,217.944274902344,199.423629760742
01/01/2014 01:11:48,217.766525268555,199.458068847656
01/01/2014 01:11:49,217.518737792969,199.585403442383
01/01/2014 01:11:50,217.323455810547,199.740600585938
01/01/2014 01:11:51,217.070281982422,199.880584716797
01/01/2014 01:11:52,216.877792358398,199.996643066406
01/01/2014 01:11:53,216.693969726563,200.164184570313
01/01/2014 01:11:54,216.557235717773,200.318908691406
01/01/2014 01:11:55,216.455596923828,200.377136230469
01/01/2014 01:11:56,216.298538208008,200.491165161133
01/01/2014 01:11:57,216.146514892578,200.69059753418
01/01/2014 01:11:58,215.956451416016,200.872314453125
01/01/2014 01:11:59,215.733139038086,201.069351196289
01/01/2014 01:12:00,215.627883911133,201.221328735352
01/01/2014 01:12:01,215.503387451172,201.394958496094
01/01/2014 01:12:02,215.379547119141,201.539932250977
01/01/2014 01:12:03,215.134384155273,201.717391967773
01/01/2014 01:12:04,214.98405456543,201.868408203125
01/01/2014 01:12:05,214.831512451172,202.049255371094
01/01/2014 01:12:06,214.703170776367,202.200546264648
01/01/2014 01:12:07,214.595565795898,202.380249023438
01/01/2014 01:12:08,214.495071411133,202.660232543945
01/01/2014 01:12:09,214.391876220703,202.881118774414
01/01/2014 01:12:10,214.283554077148,203.077224731445
01/01/2014 01:12:11,214.172149658203,203.21240234375
01/01/2014 01:12:12,213.99543762207,203.437469482422
01/01/2014 01:12:13,213.896133422852,203.631546020508
01/01/2014 01:12:14,213.757431030273,203.893081665039
01/01/2014 01:12:15,213.619476318359,204.092926025391
01/01/2014 01:12:16,213.498321533203,204.344207763672
01/01/2014 01:12:17,213.325759887695,204.598159790039
01/01/2014 01:12:18,213.233871459961,204.768295288086
01/01/2014 01:12:19,213.099533081055,204.998336791992
01/01/2014 01:12:20,212.962127685547,205.182159423828
01/01/2014 01:12:21,212.774765014648,205.433227539063
01/01/2014 01:12:22,212.677383422852,205.628677368164
01/01/2014 01:12:23,212.544616699219,205.880676269531
01/01/2014 01:12:24,212.410766601563,206.072113037109
01/01/2014 01:12:25,212.225646972656,206.320434570313
01/01/2014 01:12:26,212.063812255859,206.575393676758
01/01/2014 01:12:27,211.877212524414,206.812438964844
01/01/2014 01:12:28,211.790512084961,206.902359008789
01/01/2014 01:12:29,211.66618347168,207.00862121582
01/01/2014 01:12:30,211.534851074219,207.123794555664
