Date,X,Y
01/01/2014 00:00:01,105.269996643066,152.460006713867
01/01/2014 00:00:02,105.427139282227,152.381423950195
01/01/2014 00:00:03,105.595108032227,152.259552001953
01/01/2014 00:00:04,105.728736877441,152.203887939453
01/01/2014 00:00:05,105.904121398926,152.069061279297
01/01/2014 00:00:06,106.055732727051,151.919647216797
01/01/2014 00:00:07,106.238655090332,151.787933349609
01/01/2014 00:00:08,106.391059875488,151.676208496094
01/01/2014 00:00:09,106.570945739746,151.573654174805
01/01/2014 00:00:10,106.720832824707,151.405532836914
01/01/2014 00:00:11,106.834907531738,151.309722900391
01/01/2014 00:00:12,106.867004394531,151.300079345703
01/01/2014 00:00:13,106.976303100586,151.331466674805
01/01/2014 00:00:14,107.117683410645,151.296295166016
01/01/2014 00:00:15,107.38346862793,151.189682006836
01/01/2014 00:00:16,107.543533325195,151.116653442383
01/01/2014 00:00:17,107.630706787109,151.100463867188
01/01/2014 00:00:18,107.701438903809,151.052261352539
01/01/2014 00:00:19,107.853454589844,150.954483032227
01/01/2014 00:00:20,108.014038085938,150.89404296875
01/01/2014 00:00:21,108.213180541992,150.819671630859
01/01/2014 00:00:22,108.375564575195,150.783462524414
01/01/2014 00:00:23,108.491981506348,150.784255981445
01/01/2014 00:00:24,108.585754394531,150.734893798828
01/01/2014 00:00:25,108.744674682617,150.694061279297
01/01/2014 00:00:26,108.836601257324,150.680816650391
01/01/2014 00:00:27,108.91170501709,150.621826171875
01/01/2014 00:00:28,109.065361022949,150.578857421875
01/01/2014 00:00:29,109.225494384766,150.5029296875
01/01/2014 00:00:30,109.488464355469,150.458251953125
01/01/2014 00:00:31,109.703407287598,150.387878417969
01/01/2014 00:00:32,109.836761474609,150.34846496582
01/01/2014 00:00:33,109.987739562988,150.280120849609
01/01/2014 00:00:34,110.186653137207,150.240219116211
01/01/2014 00:00:35,110.352798461914,150.170639038086
01/01/2014 00:00:36,110.407508850098,150.129928588867
01/01/2014 00:00:37,110.51399230957,150.125061035156
01/01/2014 00:00:38,110.578910827637,150.137771606445
01/01/2014 00:00:39,110.718238830566,150.085327148438
01/01/2014 00:00:40,110.935668945313,150.037078857422
01/01/2014 00:00:41,111.121788024902,150.019012451172
01/01/2014 00:00:42,111.315032958984,149.959106445313
01/01/2014 00:00:43,111.462120056152,149.917358398438
01/01/2014 00:00:44,111.568389892578,149.907699584961
01/01/2014 00:00:45,111.660118103027,149.852005004883
01/01/2014 00:00:46,111.756652832031,149.810287475586
01/01/2014 00:00:47,111.798233032227,149.86376953125
01/01/2014 00:00:48,111.857612609863,149.859893798828
01/01/2014 00:00:49,111.954154968262,149.834777832031
01/01/2014 00:00:50,112.073875427246,149.815765380859
01/01/2014 00:00:51,112.262245178223,149.810455322266
01/01/2014 00:00:52,112.497436523438,149.813903808594
01/01/2014 00:00:53,112.613121032715,149.818923950195
01/01/2014 00:00:54,112.67643737793,149.82160949707
01/01/2014 00:00:55,112.745796203613,149.821762084961
01/01/2014 00:00:56,112.841598510742,149.820785522461
01/01/2014 00:00:57,112.95662689209,149.75505065918
01/01/2014 00:00:58,113.011703491211,149.766387939453
01/01/2014 00:00:59,113.139450073242,149.737777709961
01/01/2014 00:01:00,113.286544799805,149.709671020508
01/01/2014 00:01:01,113.419692993164,149.698333740234
01/01/2014 00:01:02,113.533477783203,149.700561523438
01/01/2014 00:01:03,113.572204589844,149.707046508789
01/01/2014 00:01:04,113.622177124023,149.711441040039
01/01/2014 00:01:05,113.582420349121,149.647521972656
01/01/2014 00:01:06,113.659042358398,149.528396606445
01/01/2014 00:01:07,113.738220214844,149.456878662109
01/01/2014 00:01:08,113.836624145508,149.447067260742
01/01/2014 00:01:09,114.07950592041,149.40348815918
01/01/2014 00:01:10,114.303283691406,149.306884765625
01/01/2014 00:01:11,114.516998291016,149.180633544922
01/01/2014 00:01:12,114.600547790527,149.116668701172
01/01/2014 00:01:13,114.581420898438,149.115982055664
01/01/2014 00:01:14,114.596328735352,149.141662597656
01/01/2014 00:01:15,114.616401672363,149.09814453125
01/01/2014 00:01:16,114.756507873535,148.987014770508
01/01/2014 00:01:17,114.863220214844,148.913711547852
01/01/2014 00:01:18,114.893310546875,148.899139404297
01/01/2014 00:01:19,114.809341430664,148.917251586914
01/01/2014 00:01:20,114.728103637695,148.938110351563
01/01/2014 00:01:21,114.695892333984,149.012649536133
01/01/2014 00:01:22,114.767669677734,149.06526184082
01/01/2014 00:01:23,114.904647827148,149.012969970703
01/01/2014 00:01:24,115.117332458496,148.948486328125
01/01/2014 00:01:25,115.300521850586,148.917022705078
01/01/2014 00:01:26,115.298698425293,148.917663574219
01/01/2014 00:01:27,115.222045898438,148.995971679688
01/01/2014 00:01:28,115.159912109375,149.059967041016
01/01/2014 00:01:29,115.075492858887,149.080337524414
01/01/2014 00:01:30,115.09659576416,149.005935668945
01/01/2014 00:01:31,115.213417053223,148.871643066406
01/01/2014 00:01:32,115.36548614502,148.7919921875
01/01/2014 00:01:33,115.572074890137,148.651992797852
01/01/2014 00:01:34,115.744064331055,148.504913330078
01/01/2014 00:01:35,115.93017578125,148.376800537109
01/01/2014 00:01:36,116.077194213867,148.267166137695
01/01/2014 00:01:37,116.186340332031,148.229751586914
01/01/2014 00:01:38,116.21558380127,148.244033813477
01/01/2014 00:01:39,116.259674072266,148.141357421875
01/01/2014 00:01:40,116.283851623535,148.051254272461
01/01/2014 00:01:41,116.350471496582,147.954574584961
01/01/2014 00:01:42,116.460090637207,147.912216186523
01/01/2014 00:01:43,116.652450561523,147.852249145508
